purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
SCION,XD,2010,10001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Miscellaneous Postsecondary Teachers,5
DODGE,CALIBER,2010,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Rock Splitters, Quarry",5
CHRYSLER,PT CRUISER,2005,5001.0,1,1,160001 - 180000,F,Fifties,UNITED STATES,"Pediatricians, General",5
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,20001 - 40000,M,Fifties,UNITED STATES,Psychiatric Aides,5
KIA,RIO5,2006,5001.0,0,0,40001 - 60000,F,Forties,SOUTH KOREA,Probation Officers and Correctional Treatment Specialists,5
SCION,XB,2008,10001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Electrical Power-Line Installers and Repairers,5
DODGE,CALIBER,2011,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Gambling Cage Workers,5
HONDA,FIT,2009,10001.0,0,1,20001 - 40000,F,Forties,JAPAN,Customer Service Representatives,5
PONTIAC,VIBE,2005,10001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,"Roustabouts, Oil and Gas",5
CHRYSLER,PT CRUISER,2004,10001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,Electrical and Electronics Engineers,5
DODGE,CALIBER,2011,10001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Insurance Claims and Policy Processing Clerks,5
SCION,XA,2006,5001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,"Telecommunications Equipment Installers and Repairers, Except Line Installers",5
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,40001 - 60000,F,Sixties,UNITED STATES,"Telecommunications Equipment Installers and Repairers, Except Line Installers",5
SATURN,AURA,2007,10001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,Building Cleaning Workers,5
HONDA,FIT,2010,15001.0,0,1,0 - 20000,U,Twenties,JAPAN,"Pressers, Textile, Garment, and Related Materials",5
DODGE,CALIBER,2011,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
SATURN,AURA,2009,10001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,"Property, Real Estate, and Community Association Managers",5
SUZUKI,SX4,2012,10001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Physical Therapist Assistants and Aides,5
HONDA,FIT,2010,10001.0,1,1,20001 - 40000,F,Twenties,JAPAN,Counter and Rental Clerks and Parts Salespersons,5
SUZUKI,SX4,2009,10001.0,0,1,0 - 20000,F,Sixties,JAPAN,Building Cleaning and Pest Control Workers,5
SATURN,AURA,2007,10001.0,1,1,200001+,M,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5
CHRYSLER,PT CRUISER,2007,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Building and Grounds Cleaning and Maintenance Occupations,5
PONTIAC,VIBE,2008,10001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Carpenters,5
CHRYSLER,PT CRUISER,2009,5001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Printing Workers,5
CHRYSLER,PT CRUISER,2008,10001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Amusement and Recreation Attendants,5
CHRYSLER,PT CRUISER,2009,10001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,Miscellaneous Office and Administrative Support Workers,5
DODGE,CALIBER,2008,10001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Media and Communication Workers, All Other",5
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,"Supervisors of Farming, Fishing, and Forestry Workers",5
INFINITI,FX35,2007,15001.0,0,1,20001 - 40000,U,Thirties,JAPAN,Parking Attendants,5
CHRYSLER,PT CRUISER,2007,10001.0,1,1,60001 - 80000,F,Sixties,UNITED STATES,"Calibration Technologists and Technicians and Engineering Technologists and Technicians, Except Drafters, All Other",5
DODGE,CALIBER,2009,10001.0,1,1,20001 - 40000,F,UnderTwenty,UNITED STATES,Models,5
SCION,XD,2008,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Shampooers,5
DODGE,CALIBER,2007,10001.0,1,1,0 - 20000,F,Twenties,UNITED STATES,Floral Designers,5
SCION,XB,2010,15001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Clinical Laboratory Technologists and Technicians,5
CHRYSLER,PT CRUISER,2006,10001.0,0,1,20001 - 40000,F,Sixties,UNITED STATES,Other Food Preparation and Serving Related Workers,5
HONDA,FIT,2008,10001.0,0,1,20001 - 40000,F,Fifties,JAPAN,New Accounts Clerks,5
SCION,XB,2008,10001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,"Switchboard Operators, Including Answering Service",5
CHRYSLER,PT CRUISER,2006,5001.0,0,0,0 - 20000,M,Sixties,UNITED STATES,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5
DODGE,CALIBER,2010,10001.0,0,0,?,M,Twenties,UNITED STATES,Food Processing Workers,5
CHRYSLER,PT CRUISER,2005,10001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",5
SUZUKI,SX4,2010,10001.0,0,1,20001 - 40000,M,Forties,JAPAN,Landscaping and Groundskeeping Workers,5
SCION,XD,2008,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,"Library Assistants, Clerical",5
DODGE,MAGNUM,2005,10001.0,1,1,40001 - 60000,U,Twenties,UNITED STATES,Dental Assistants,5
VOLKSWAGEN,RABBIT,2009,10001.0,1,1,40001 - 60000,M,Twenties,GERMANY,Plasterers and Stucco Masons,5
SCION,XB,2010,10001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Public Relations Specialists,5
DODGE,CALIBER,2010,10001.0,1,1,200001+,M,Twenties,UNITED STATES,General Internal Medicine Physicians,5
SCION,XB,2008,10001.0,1,1,60001 - 80000,M,Sixties,UNITED STATES,Occupational Health and Safety Specialists,5
DODGE,CALIBER,2007,10001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",5
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,"Pourers and Casters, Metal",5
PONTIAC,VIBE,2009,10001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,Insurance Claims and Policy Processing Clerks,5
SCION,XB,2006,10001.0,0,0,?,M,Fifties,UNITED STATES,"Maintenance and Repair Workers, General",5
SCION,XA,2005,5001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,"First-Line Supervisors of Mechanics, Installers, and Repairers",5
NISSAN,CUBE,2009,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Barbers,5
CHRYSLER,PT CRUISER,2009,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Roustabouts, Oil and Gas",5
SATURN,ASTRA,2008,10001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Sales Engineers,5
CHEVROLET,CAPTIVA SPORT,2012,20001.0,0,1,40001 - 60000,M,Sixties,UNITED STATES,Metal-Refining Furnace Operators and Tenders,5
SATURN,AURA,2008,5001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Reservation and Transportation Ticket Agents and Travel Clerks,5
SCION,XD,2009,10001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,"Food Servers, Nonrestaurant",5
VOLKSWAGEN,RABBIT,2008,10001.0,1,1,20001 - 40000,F,Twenties,GERMANY,Miscellaneous Assemblers and Fabricators,5
SCION,XB,2009,10001.0,0,1,40001 - 60000,U,Fifties,UNITED STATES,Mechanical Engineering Technologists and Technicians,5
CHRYSLER,PT CRUISER,2005,5001.0,0,0,40001 - 60000,F,Thirties,UNITED STATES,"Special Education Teachers, Preschool",5
SUZUKI,SX4,2011,10001.0,0,1,20001 - 40000,U,Forties,JAPAN,"Cutting and Slicing Machine Setters, Operators, and Tenders",5
SATURN,ASTRA,2008,5001.0,1,0,?,M,Forties,UNITED STATES,Computer and Information Systems Managers,5
SATURN,AURA,2008,10001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",5
SCION,XB,2011,15001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Butchers and Meat Cutters,5
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Elevator and Escalator Installers and Repairers,5
HONDA,FIT,2008,10001.0,1,1,0 - 20000,M,Sixties,JAPAN,Building and Grounds Cleaning and Maintenance Occupations,5
DODGE,CALIBER,2007,5001.0,0,1,20001 - 40000,M,Fifties,UNITED STATES,Cashiers,5
DODGE,CALIBER,2007,10001.0,0,0,?,U,Thirties,UNITED STATES,Religious Workers,5
CHRYSLER,PT CRUISER,2008,5001.0,0,1,140001 - 160000,M,Thirties,UNITED STATES,Architectural and Engineering Managers,5
CHRYSLER,PT CRUISER,2007,5001.0,1,0,?,M,HundredPlus,UNITED STATES,Motorboat Mechanics and Service Technicians,5
DODGE,CALIBER,2010,10001.0,1,1,0 - 20000,F,Fifties,UNITED STATES,Helpers--Production Workers,5
SUZUKI,SX4,2013,10001.0,1,1,120001 - 140000,M,Twenties,JAPAN,Advertising and Promotions Managers,5
BMW,128,2008,20001.0,0,1,40001 - 60000,M,Fifties,GERMANY,Survey Researchers,5
DODGE,CALIBER,2011,10001.0,0,1,80001 - 100000,M,Fifties,UNITED STATES,Psychologists,5
SCION,XB,2006,10001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Telephone Operators,5
VOLKSWAGEN,GOLF,2011,15001.0,0,1,0 - 20000,F,Seventies,GERMANY,"Entertainment Attendants and Related Workers, All Other",5
CHEVROLET,CAPTIVA SPORT,2012,15001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,Rehabilitation Counselors,5
SUZUKI,SX4,2012,10001.0,0,1,20001 - 40000,F,UnderTwenty,JAPAN,"Farming, Fishing, and Forestry Occupations",5
CHEVROLET,CAPTIVA SPORT,2012,15001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Jewelers and Precious Stone and Metal Workers,5
SCION,XD,2012,10001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Counter and Rental Clerks and Parts Salespersons,5
DODGE,CALIBER,2011,10001.0,1,1,120001 - 140000,M,Thirties,UNITED STATES,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",5
CHRYSLER,PT CRUISER,2006,5001.0,1,0,?,M,Sixties,UNITED STATES,Subway and Streetcar Operators,5
CHRYSLER,PT CRUISER,2008,10001.0,0,0,?,F,Sixties,UNITED STATES,Sailors and Marine Oilers,5
CHRYSLER,PT CRUISER,2005,5001.0,1,0,?,M,Fifties,UNITED STATES,Art Directors,5
PONTIAC,VIBE,2003,5001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,"Mathematical Science Teachers, Postsecondary",5
HONDA,CR-Z,2011,15001.0,0,1,120001 - 140000,M,Forties,JAPAN,Financial Managers,5
SATURN,AURA,2007,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Ophthalmic Laboratory Technicians,5
HONDA,FIT,2007,10001.0,0,1,20001 - 40000,U,Twenties,JAPAN,Laundry and Dry-Cleaning Workers,5
DODGE,CALIBER,2009,10001.0,0,0,40001 - 60000,M,Forties,UNITED STATES,Jewelers and Precious Stone and Metal Workers,5
DODGE,CALIBER,2008,10001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic",5
DODGE,CALIBER,2007,10001.0,0,1,0 - 20000,F,Thirties,UNITED STATES,"Crematory Operators and Personal Care and Service Workers, All Other",5
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,0 - 20000,F,Sixties,UNITED STATES,Dietetic Technicians,5
DODGE,MAGNUM,2006,15001.0,0,1,120001 - 140000,M,Forties,UNITED STATES,Physicists,5
DODGE,CALIBER,2010,10001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Line Installers and Repairers,5
SCION,XB,2008,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Coin, Vending, and Amusement Machine Servicers and Repairers",5
SUZUKI,SX4,2008,10001.0,0,1,20001 - 40000,F,Forties,JAPAN,Childcare Workers,5
SUZUKI,SX4,2009,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Small Engine Mechanics,5
SCION,XB,2010,10001.0,0,0,?,F,HundredPlus,UNITED STATES,Other Office and Administrative Support Workers,5
HONDA,FIT,2009,10001.0,0,1,20001 - 40000,U,Twenties,JAPAN,"Hotel, Motel, and Resort Desk Clerks",5
DODGE,CALIBER,2008,10001.0,0,1,0 - 20000,M,Twenties,UNITED STATES,Counter and Rental Clerks,5
SCION,XA,2006,10001.0,1,1,80001 - 100000,F,Twenties,UNITED STATES,Mathematical Science Occupations,5
DODGE,MAGNUM,2008,15001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Wind Turbine Service Technicians,5
SATURN,AURA,2009,10001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,Childcare Workers,5
SCION,XB,2012,15001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Tax Preparers,5
CHRYSLER,PT CRUISER,2003,5001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Maids and Housekeeping Cleaners,5
HONDA,FIT,2010,10001.0,1,1,0 - 20000,F,Sixties,JAPAN,Childcare Workers,5
DODGE,CALIBER,2010,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Miscellaneous Protective Service Workers,5
CHRYSLER,PT CRUISER,2007,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic",5
DODGE,CALIBER,2011,10001.0,0,0,?,M,Fifties,UNITED STATES,Loan Interviewers and Clerks,5
CHEVROLET,SPARK,2013,10001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Fence Erectors,5
DODGE,CALIBER,2011,10001.0,0,1,0 - 20000,M,Thirties,UNITED STATES,Animal Trainers,5
CHRYSLER,PT CRUISER,2009,5001.0,0,0,?,M,Forties,UNITED STATES,Engineers,5
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Legal Secretaries and Administrative Assistants,5
SCION,XB,2008,10001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Career/Technical Education Teachers, Secondary School",5
DODGE,CALIBER,2011,10001.0,1,1,0 - 20000,F,Sixties,UNITED STATES,Animal Care and Service Workers,5
SCION,XD,2010,10001.0,1,0,20001 - 40000,F,Twenties,UNITED STATES,"Maintenance and Repair Workers, General",5
DODGE,CALIBER,2009,10001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Architectural and Civil Drafters,5
CHRYSLER,PT CRUISER,2007,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Helpers--Production Workers,5
CHRYSLER,PT CRUISER,2008,10001.0,0,1,0 - 20000,F,Seventies,UNITED STATES,Sewing Machine Operators,5
HONDA,FIT,2009,10001.0,1,1,20001 - 40000,U,Twenties,JAPAN,"Production Workers, All Other",5
DODGE,CALIBER,2009,10001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,"Sewers, Hand",5
NISSAN,CUBE,2010,10001.0,0,1,20001 - 40000,M,Forties,JAPAN,"Umpires, Referees, and Other Sports Officials",5
CHRYSLER,PT CRUISER,2006,10001.0,0,1,0 - 20000,F,Forties,UNITED STATES,Building Cleaning Workers,5
SUZUKI,SX4,2010,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,Veterinary Assistants and Laboratory Animal Caretakers,5
SATURN,AURA,2007,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Construction Laborers,5
PONTIAC,VIBE,2007,10001.0,0,1,80001 - 100000,F,Fifties,UNITED STATES,Environmental Engineers,5
HONDA,CR-Z,2012,15001.0,0,1,?,F,Forties,JAPAN,Economists,5
DODGE,CALIBER,2010,10001.0,1,0,0 - 20000,M,Twenties,UNITED STATES,Cooks and Food Preparation Workers,5
SCION,XB,2010,10001.0,1,1,?,F,Thirties,UNITED STATES,Administrative Services and Facilities Managers,5
CHEVROLET,CAPTIVA SPORT,2013,15001.0,0,1,0 - 20000,F,Eighties,UNITED STATES,"Teaching Assistants, Postsecondary",5
VOLKSWAGEN,RABBIT,2008,10001.0,0,1,40001 - 60000,F,Thirties,GERMANY,"Tank Car, Truck, and Ship Loaders",5
HONDA,FIT,2008,10001.0,0,1,80001 - 100000,F,Twenties,JAPAN,Miscellaneous Engineers,5
CHRYSLER,PT CRUISER,2008,5001.0,1,1,0 - 20000,F,Forties,UNITED STATES,"Teaching Assistants, Except Postsecondary",5
DODGE,CALIBER,2008,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Gambling Change Persons and Booth Cashiers,5
SCION,XD,2008,10001.0,1,0,?,F,Fifties,UNITED STATES,Food Preparation and Serving Related Occupations,5
CHRYSLER,PT CRUISER,2006,10001.0,1,1,20001 - 40000,F,Sixties,UNITED STATES,Secretaries and Administrative Assistants,5
SCION,XB,2011,10001.0,1,0,20001 - 40000,U,Twenties,UNITED STATES,Demonstrators and Product Promoters,5
CHEVROLET,CAPTIVA SPORT,2013,15001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Cashiers,5
