,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
160,NISSAN,FRONTIER,2012,20001.0,1,0,?,F,Fifties,JAPAN,Registered Nurses,3
165,DODGE,RAM 1500,2010,20001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,"Financial Clerks, All Other",3
172,DODGE,RAM 1500,2009,20001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Food Processing Workers, All Other",3
173,CHEVROLET,SILVERADO 1500,2012,15001.0,1,1,0 - 20000,F,Sixties,UNITED STATES,Personal Care and Service Occupations,3
174,FORD,RANGER,2009,10001.0,1,0,?,F,Fifties,UNITED STATES,"Patternmakers, Metal and Plastic",3
183,DODGE,RAM 1500,2008,20001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Biochemists and Biophysicists,3
199,CHEVROLET,SILVERADO 1500,2012,25001.0,0,0,40001 - 60000,F,Forties,UNITED STATES,"Cement Masons, Concrete Finishers, and Terrazzo Workers",3
204,FORD,F150,2009,25001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Data Scientists and Mathematical Science Occupations, All Other",3
207,CHEVROLET,SILVERADO 1500,2013,20001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,"Chemistry Teachers, Postsecondary",3
216,TOYOTA,TUNDRA,2008,15001.0,0,0,20001 - 40000,F,Thirties,JAPAN,Passenger Vehicle Drivers,3
218,NISSAN,TITAN,2011,20001.0,0,0,40001 - 60000,F,Thirties,JAPAN,Stonemasons,3
221,TOYOTA,TUNDRA,2007,20001.0,0,1,100001 - 120000,F,Thirties,JAPAN,Physician Assistants,3
229,FORD,F150,2008,20001.0,0,0,?,F,Thirties,UNITED STATES,"Electrical and Electronics Installers and Repairers, Transportation Equipment",3
237,CHEVROLET,AVALANCHE 1500,2009,25001.0,0,1,80001 - 100000,F,Sixties,UNITED STATES,Information Security Analysts,3
241,FORD,RANGER,2007,10001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,"Computer, Automated Teller, and Office Machine Repairers",3
246,DODGE,RAM 1500,2012,25001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,First-Line Supervisors of Law Enforcement Workers,3
247,FORD,F150,2013,20001.0,0,0,0 - 20000,F,Fifties,UNITED STATES,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",3
248,DODGE,RAM 1500,2007,15001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,Costume Attendants,3
256,TOYOTA,TUNDRA,2011,25001.0,1,1,120001 - 140000,F,Forties,JAPAN,Physicists,3
272,CHEVROLET,AVALANCHE 1500,2007,20001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,"Eligibility Interviewers, Government Programs",3
277,CHEVROLET,SILVERADO 1500,2008,20001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,"Models, Demonstrators, and Product Promoters",3
294,NISSAN,FRONTIER,2008,15001.0,1,1,40001 - 60000,F,Forties,JAPAN,Sheet Metal Workers,3
305,FORD,F150,2008,15001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Passenger Attendants,3
308,FORD,F150,2007,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3
310,GMC,SIERRA 1500,2010,25001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Forest Fire Inspectors and Prevention Specialists,3
314,TOYOTA,TUNDRA,2011,20001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Laundry and Dry-Cleaning Workers,3
316,GMC,SIERRA 1500,2006,10001.0,1,0,60001 - 80000,F,Fifties,UNITED STATES,Air Transportation Workers,3
320,FORD,F150,2010,20001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Gas Compressor and Gas Pumping Station Operators,3
323,TOYOTA,TUNDRA,2003,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Miscellaneous Metal Workers and Plastic Workers,3
325,TOYOTA,TUNDRA,2006,15001.0,0,0,60001 - 80000,F,HundredPlus,JAPAN,Instructional Coordinators,3
332,DODGE,RAM 1500,2011,20001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Directors, Religious Activities and Education",3
338,TOYOTA,TACOMA,2009,10001.0,0,0,?,F,Forties,JAPAN,Adhesive Bonding Machine Operators and Tenders,3
340,TOYOTA,TUNDRA,2008,25001.0,0,1,0 - 20000,F,Fifties,JAPAN,Gambling and Sports Book Writers and Runners,3
341,TOYOTA,TACOMA,2012,15001.0,0,1,40001 - 60000,F,Thirties,JAPAN,Prepress Technicians and Workers,3
344,CHEVROLET,AVALANCHE 1500,2005,15001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,Miscellaneous Communications Equipment Operators,3
348,TOYOTA,TACOMA,2009,20001.0,1,1,60001 - 80000,F,Thirties,JAPAN,Human Resources Workers,3
349,FORD,F150,2005,15001.0,0,1,40001 - 60000,F,UnderTwenty,UNITED STATES,Payroll and Timekeeping Clerks,3
355,FORD,F150,2002,5001.0,0,1,100001 - 120000,F,Sixties,UNITED STATES,Public Relations and Fundraising Managers,3
356,TOYOTA,TUNDRA,2007,15001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Buyers and Purchasing Agents,3
358,DODGE,DAKOTA,2005,5001.0,0,1,0 - 20000,F,UnderTwenty,UNITED STATES,"Textile, Apparel, and Furnishings Workers",3
368,TOYOTA,TACOMA,2011,20001.0,1,0,?,F,Forties,JAPAN,Compliance Officers,3
370,TOYOTA,TACOMA,2010,15001.0,0,0,?,F,Fifties,JAPAN,Tour and Travel Guides,3
376,GMC,SIERRA 1500,2009,15001.0,1,1,40001 - 60000,U,Twenties,UNITED STATES,Glaziers,3
379,DODGE,DAKOTA,2008,15001.0,0,1,40001 - 60000,U,Twenties,UNITED STATES,Structural Metal Fabricators and Fitters,3
381,CHEVROLET,SILVERADO 1500,2011,30001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Models, Demonstrators, and Product Promoters",3
382,CHEVROLET,SILVERADO 1500,2002,10001.0,1,1,80001 - 100000,F,Sixties,UNITED STATES,Sociologists,3
384,FORD,F150,2006,15001.0,1,1,0 - 20000,F,Fifties,UNITED STATES,Automotive and Watercraft Service Attendants,3
391,FORD,F150,2012,15001.0,0,1,20001 - 40000,F,Seventies,UNITED STATES,"Interviewers, Except Eligibility and Loan",3
399,FORD,RANGER,2005,15001.0,1,0,?,F,Eighties,UNITED STATES,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",3
402,GMC,SIERRA 1500,2006,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Computer Numerically Controlled Tool Operators,3
413,GMC,SIERRA 1500,2013,20001.0,1,0,?,F,Sixties,UNITED STATES,Biological Technicians,3
429,TOYOTA,TACOMA,2008,15001.0,0,0,?,F,Fifties,JAPAN,"Art, Drama, and Music Teachers, Postsecondary",3
430,NISSAN,FRONTIER,2007,10001.0,0,1,100001 - 120000,F,Twenties,JAPAN,"Law Teachers, Postsecondary",3
433,FORD,F150,2004,5001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Other Healthcare Support Occupations,3
441,CHEVROLET,SILVERADO 1500,2010,20001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,Packaging and Filling Machine Operators and Tenders,3
447,CHEVROLET,SILVERADO 1500,2010,25001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,Agricultural Inspectors,3
448,CHEVROLET,SILVERADO 1500,2009,15001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Tellers,3
450,TOYOTA,TUNDRA,2009,20001.0,0,1,40001 - 60000,F,Thirties,JAPAN,Insurance Claims and Policy Processing Clerks,3
467,FORD,F150,2011,20001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,"Computer Occupations, All Other",3
471,NISSAN,FRONTIER,2010,20001.0,1,1,40001 - 60000,F,Seventies,JAPAN,Cardiovascular Technologists and Technicians,3
473,CHEVROLET,SILVERADO 3500,2011,40001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Nuclear Power Reactor Operators,3
483,NISSAN,TITAN,2012,20001.0,1,1,40001 - 60000,F,Twenties,JAPAN,Designers,3
490,CHEVROLET,SILVERADO 1500,2009,15001.0,0,1,40001 - 60000,F,Seventies,UNITED STATES,"Special Education Teachers, Preschool",3
492,CHEVROLET,AVALANCHE 1500,2008,25001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Medical Equipment Repairers,3
496,TOYOTA,TUNDRA,2008,20001.0,0,1,40001 - 60000,F,Forties,JAPAN,"Engineering Technologists and Technicians, Except Drafters",3
499,DODGE,RAM 1500,2008,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Dietitians and Nutritionists,3
507,DODGE,RAM 1500,2007,15001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Fence Erectors,3
510,DODGE,RAM 3500,2011,40001.0,1,1,200001+,F,Thirties,UNITED STATES,Family Medicine Physicians,3
512,NISSAN,FRONTIER,2011,15001.0,1,1,40001 - 60000,F,Forties,JAPAN,Public Safety Telecommunicators,3
521,GMC,SIERRA 1500,2008,15001.0,0,1,?,F,Forties,UNITED STATES,Nurse Anesthetists,3
527,TOYOTA,TUNDRA,2010,25001.0,0,1,60001 - 80000,F,Forties,JAPAN,Human Resources Workers,3
529,GMC,SIERRA 1500,2003,10001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Education and Library Science Teachers, Postsecondary",3
538,TOYOTA,TUNDRA,2010,25001.0,1,1,20001 - 40000,F,Fifties,JAPAN,"Aircraft Service Attendants and Transportation Workers, All Other",3
545,TOYOTA,TACOMA,2010,15001.0,1,1,200001+,F,Fifties,JAPAN,General Internal Medicine Physicians,3
548,FORD,RANGER,2011,15001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Industrial-Organizational Psychologists,3
549,HONDA,RIDGELINE,2008,20001.0,1,0,40001 - 60000,F,Thirties,JAPAN,Environmental Science and Geoscience Technicians,3
565,FORD,RANGER,2008,10001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,"Special Education Teachers, Middle School",3
568,FORD,RANGER,2004,5001.0,0,0,?,F,Fifties,UNITED STATES,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",3
569,FORD,F150,2006,15001.0,0,1,0 - 20000,F,Twenties,UNITED STATES,Teaching Assistants,3
577,FORD,F150,2005,5001.0,0,0,?,F,Fifties,UNITED STATES,Surgical Technologists,3
579,DODGE,RAM 1500,2012,20001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Special Education Teachers,3
581,DODGE,RAM 2500,2011,40001.0,1,1,120001 - 140000,F,Forties,UNITED STATES,Physicists,3
603,FORD,F150,2008,20001.0,1,0,?,F,Fifties,UNITED STATES,Ship Engineers,3
606,DODGE,DAKOTA,2008,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Driver/Sales Workers,3
612,CHEVROLET,SILVERADO 1500,2013,20001.0,0,0,0 - 20000,F,Sixties,UNITED STATES,Occupational Therapy Aides,3
629,CHEVROLET,SILVERADO 1500,2007,15001.0,1,1,0 - 20000,F,Fifties,UNITED STATES,Funeral Attendants,3
631,FORD,F150,2003,10001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Furniture Finishers,3
632,TOYOTA,TACOMA,2013,20001.0,0,1,40001 - 60000,F,Fifties,JAPAN,Fallers,3
633,FORD,F150,2006,15001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Human Resources Managers,3
640,CHEVROLET,AVALANCHE 1500,2009,20001.0,1,1,80001 - 100000,U,Thirties,UNITED STATES,Marine Engineers and Naval Architects,3
646,FORD,RANGER,2006,10001.0,1,1,80001 - 100000,F,Sixties,UNITED STATES,Commercial Pilots,3
650,FORD,F150,2010,20001.0,0,1,20001 - 40000,F,Sixties,UNITED STATES,Gambling and Sports Book Writers and Runners,3
653,TOYOTA,TACOMA,2011,20001.0,0,0,?,F,Thirties,JAPAN,"Directors, Religious Activities and Education",3
666,DODGE,RAM 1500,2004,5001.0,0,0,?,F,Fifties,UNITED STATES,"Life, Physical, and Social Science Occupations",3
667,DODGE,RAM 1500,2012,20001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,"Metal Furnace Operators, Tenders, Pourers, and Casters",3
670,NISSAN,FRONTIER,2011,20001.0,1,0,80001 - 100000,F,Forties,JAPAN,Sociologists,3
674,GMC,CANYON,2006,15001.0,0,1,60001 - 80000,U,Thirties,UNITED STATES,Technical Writers,3
685,TOYOTA,TUNDRA,2002,10001.0,1,1,0 - 20000,F,Twenties,JAPAN,Crossing Guards and Flaggers,3
688,NISSAN,TITAN,2006,15001.0,0,0,?,F,Forties,JAPAN,"Career/Technical Education Teachers, Middle School",3
691,TOYOTA,TUNDRA,2007,20001.0,0,0,60001 - 80000,F,Forties,JAPAN,Ship and Boat Captains and Operators,3
698,FORD,F150,2009,30001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Health Teachers, Postsecondary",3
704,FORD,F150,2012,20001.0,1,1,20001 - 40000,F,Fifties,UNITED STATES,Cutting Workers,3
712,DODGE,DAKOTA,2005,10001.0,0,0,?,F,Sixties,UNITED STATES,Paperhangers,3
716,TOYOTA,TUNDRA,2013,30001.0,1,1,80001 - 100000,F,Fifties,JAPAN,Administrative Services and Facilities Managers,3
717,TOYOTA,TUNDRA,2011,25001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Heavy Vehicle and Mobile Equipment Service Technicians and Mechanics,3
718,DODGE,RAM 1500,2011,25001.0,0,0,?,F,Fifties,UNITED STATES,"Entertainers and Performers, Sports and Related Workers",3
720,GMC,SIERRA 1500,2009,15001.0,0,0,20001 - 40000,F,Fifties,UNITED STATES,"Interviewers, Except Eligibility and Loan",3
725,CHEVROLET,SILVERADO 1500,2012,25001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",3
729,CHEVROLET,SILVERADO 1500,2011,15001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,Loan Interviewers and Clerks,3
743,FORD,F150,2012,15001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders",3
745,FORD,RANGER,2003,5001.0,1,1,?,F,Fifties,UNITED STATES,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",3
755,FORD,RANGER,2011,20001.0,1,1,20001 - 40000,F,Fifties,UNITED STATES,"Crematory Operators and Personal Care and Service Workers, All Other",3
759,NISSAN,FRONTIER,2011,25001.0,1,1,80001 - 100000,F,Forties,JAPAN,"Social Sciences Teachers, Postsecondary",3
762,CHEVROLET,SILVERADO 1500,2006,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",3
764,FORD,RANGER,2011,10001.0,1,0,40001 - 60000,F,Thirties,UNITED STATES,Travel Agents,3
770,TOYOTA,TACOMA,2004,10001.0,1,1,40001 - 60000,F,Forties,JAPAN,Counselors,3
771,CHEVROLET,AVALANCHE 1500,2004,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3
804,NISSAN,TITAN,2013,20001.0,0,0,?,F,Fifties,JAPAN,Legislators,3
817,DODGE,RAM 1500,2008,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Secretaries and Administrative Assistants,3
842,CHEVROLET,AVALANCHE 1500,2008,20001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Bus and Truck Mechanics and Diesel Engine Specialists,3
851,NISSAN,TITAN,2007,15001.0,1,1,100001 - 120000,F,Forties,JAPAN,Mathematicians,3
865,FORD,F150,2011,35001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,"Business Teachers, Postsecondary",3
871,CHEVROLET,SILVERADO 1500,2011,25001.0,0,0,0 - 20000,F,Thirties,UNITED STATES,Food Preparation Workers,3
873,MITSUBISHI,RAIDER,2007,10001.0,0,1,40001 - 60000,F,Thirties,JAPAN,Tool and Die Makers,3
885,FORD,F150,2006,15001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,First-Line Supervisors of Transportation and Material Moving Workers,3
888,FORD,F150,2013,30001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Radiation Therapists,3
900,FORD,F150,2010,25001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Sales Engineers,3
907,CHEVROLET,COLORADO,2005,15001.0,0,1,20001 - 40000,F,Sixties,UNITED STATES,"Court, Municipal, and License Clerks",3
919,NISSAN,FRONTIER,2009,15001.0,0,0,40001 - 60000,F,Fifties,JAPAN,Museum Technicians and Conservators,3
926,CHEVROLET,SILVERADO 1500,2013,25001.0,0,1,100001 - 120000,F,Fifties,UNITED STATES,Nurse Midwives,3
927,HONDA,RIDGELINE,2006,15001.0,0,1,40001 - 60000,F,Forties,JAPAN,Parking Enforcement Workers,3
932,DODGE,RAM 1500,2009,20001.0,0,0,40001 - 60000,F,Fifties,UNITED STATES,Jewelers and Precious Stone and Metal Workers,3
944,FORD,F150,2011,20001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,"Psychologists, All Other",3
959,CHEVROLET,SILVERADO 1500,2008,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Retail Salespersons,3
967,DODGE,RAM 1500,2011,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Curators,3
968,CHEVROLET,SILVERADO 1500,2006,15001.0,1,1,0 - 20000,F,Seventies,UNITED STATES,Dishwashers,3
971,FORD,F150,2007,25001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,Commercial Pilots,3
972,NISSAN,TITAN,2011,20001.0,1,1,80001 - 100000,F,Forties,JAPAN,Materials Scientists,3
976,TOYOTA,TACOMA,2006,15001.0,0,1,20001 - 40000,F,Sixties,JAPAN,Passenger Attendants,3
979,TOYOTA,TACOMA,2012,20001.0,1,0,?,F,Sixties,JAPAN,Plasterers and Stucco Masons,3
980,CHEVROLET,AVALANCHE 1500,2012,30001.0,1,1,20001 - 40000,F,Fifties,UNITED STATES,"Entertainment Attendants and Related Workers, All Other",3
983,NISSAN,TITAN,2012,20001.0,0,1,40001 - 60000,F,Thirties,JAPAN,"Plant and System Operators, All Other",3
1005,FORD,RANGER,2003,10001.0,0,0,?,F,Fifties,UNITED STATES,Nurse Anesthetists,3
1007,DODGE,RAM 1500,2005,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",3
1012,FORD,F150,2007,15001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Law Enforcement Workers,3
1018,TOYOTA,TACOMA,2007,10001.0,0,1,40001 - 60000,F,Fifties,JAPAN,"Camera Operators, Television, Video, and Film",3
1019,DODGE,DAKOTA,2006,10001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,"Baggage Porters, Bellhops, and Concierges",3
1022,CHEVROLET,AVALANCHE 1500,2009,25001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Occupational Health and Safety Specialists and Technicians,3
1027,CHEVROLET,SILVERADO 1500,2011,20001.0,1,1,20001 - 40000,F,UnderTwenty,UNITED STATES,Semiconductor Processing Technicians,3
1035,DODGE,RAM 2500,2011,35001.0,0,1,160001 - 180000,F,Fifties,UNITED STATES,Nurse Anesthetists,3
1041,GMC,SIERRA 1500,2011,35001.0,1,0,?,F,Fifties,UNITED STATES,All Occupations,3
1049,FORD,F150,2012,15001.0,0,0,?,F,Forties,UNITED STATES,Agricultural and Food Scientists,3
1054,NISSAN,FRONTIER,2005,15001.0,1,1,20001 - 40000,F,Forties,JAPAN,"Cooks, Fast Food",3
1059,TOYOTA,TUNDRA,2008,15001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Surveying and Mapping Technicians,3
1071,TOYOTA,TACOMA,2013,30001.0,0,1,20001 - 40000,F,Forties,JAPAN,"Mail Clerks and Mail Machine Operators, Except Postal Service",3
1074,FORD,F150,2004,10001.0,1,1,0 - 20000,F,UnderTwenty,UNITED STATES,Driver/Sales Workers,3
1079,FORD,F150,2013,25001.0,0,1,40001 - 60000,F,Sixties,UNITED STATES,"Financial Clerks, All Other",3
1094,TOYOTA,TUNDRA,2005,15001.0,0,1,100001 - 120000,F,Forties,JAPAN,Top Executives,3
1096,NISSAN,TITAN,2010,20001.0,1,1,80001 - 100000,F,Sixties,JAPAN,Physical Therapists,3
1097,TOYOTA,TACOMA,2014,30001.0,0,0,120001 - 140000,F,UnderTwenty,JAPAN,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",3
1098,FORD,RANGER,2010,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Farming, Fishing, and Forestry Occupations",3
1105,FORD,F150,2006,15001.0,0,1,120001 - 140000,F,Fifties,UNITED STATES,Operations Specialties Managers,3
1106,FORD,F150,2008,20001.0,1,1,100001 - 120000,F,Forties,UNITED STATES,Sales Engineers,3
1116,NISSAN,FRONTIER,2012,15001.0,1,1,40001 - 60000,F,Forties,JAPAN,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",3
1120,DODGE,RAM 1500,2008,20001.0,0,1,60001 - 80000,F,Sixties,UNITED STATES,First-Line Supervisors of Construction Trades and Extraction Workers,3
1150,NISSAN,FRONTIER,2011,15001.0,0,1,0 - 20000,F,Sixties,JAPAN,"Helpers--Installation, Maintenance, and Repair Workers",3
1161,TOYOTA,TUNDRA,2006,15001.0,0,1,0 - 20000,F,Seventies,JAPAN,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3
1162,DODGE,RAM 2500,2004,20001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,Signal and Track Switch Repairers,3
1165,CHEVROLET,AVALANCHE 1500,2007,15001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,"Property, Real Estate, and Community Association Managers",3
1170,TOYOTA,TACOMA,2010,20001.0,0,1,100001 - 120000,F,Thirties,JAPAN,Aerospace Engineers,3
1201,CHEVROLET,SILVERADO 1500,2005,15001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Building Cleaning Workers, All Other",3
1210,FORD,F150,2012,20001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Physician Assistants,3
1215,HONDA,RIDGELINE,2009,20001.0,0,0,?,F,Thirties,JAPAN,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",3
1225,DODGE,RAM 1500,2010,20001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Postal Service Mail Carriers,3
1237,FORD,F150,2011,25001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Postal Service Mail Carriers,3
1238,FORD,F150,2012,25001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,"Compensation, Benefits, and Job Analysis Specialists",3
1239,TOYOTA,TACOMA,2012,15001.0,1,1,60001 - 80000,F,Forties,JAPAN,First-Line Supervisors of Construction Trades and Extraction Workers,3
1245,FORD,RANGER,2011,20001.0,0,0,60001 - 80000,F,Sixties,UNITED STATES,Gas Compressor and Gas Pumping Station Operators,3
1252,DODGE,RAM 1500,2007,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Pressers, Textile, Garment, and Related Materials",3
1255,FORD,F150,2012,35001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",3
1260,GMC,SIERRA 1500,2010,25001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,"Helpers, Construction Trades",3
1263,CHEVROLET,SILVERADO 1500,2004,20001.0,0,0,?,F,Fifties,UNITED STATES,Nuclear Technicians,3
1277,TOYOTA,TUNDRA,2012,35001.0,1,1,0 - 20000,F,Thirties,JAPAN,Gambling Cage Workers,3
1292,TOYOTA,TUNDRA,2008,25001.0,1,1,180001 - 200000,F,Twenties,JAPAN,Chief Executives,3
