,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
244,CHRYSLER,300,2005,15001.0,1,1,40001 - 60000,M,Fifties,UNITED STATES,"Fine Artists, Including Painters, Sculptors, and Illustrators",4
255,CHRYSLER,300,2013,20001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,"Environmental Scientists and Specialists, Including Health",4
286,FORD,FUSION,2011,10001.0,0,1,40001 - 60000,U,Forties,UNITED STATES,Chemical Technicians,4
294,DODGE,NEON,2004,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Construction Laborers,4
300,CHRYSLER,300,2007,15001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,"Actors, Producers, and Directors",4
303,FORD,TAURUS,2012,25001.0,0,1,60001 - 80000,F,Sixties,UNITED STATES,Zoologists and Wildlife Biologists,4
320,MAZDA,MAZDA6,2012,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Pipelayers,4
334,LEXUS,ES 330,2004,10001.0,1,1,100001 - 120000,M,Forties,JAPAN,Chemical Engineers,4
339,MAZDA,MAZDA6,2012,10001.0,0,1,40001 - 60000,F,Twenties,JAPAN,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",4
342,VOLKSWAGEN,CC,2009,15001.0,0,1,20001 - 40000,F,Thirties,GERMANY,Bartenders,4
344,BMW,545,2005,20001.0,0,1,40001 - 60000,M,Fifties,GERMANY,Environmental Engineering Technologists and Technicians,4
365,LEXUS,IS 350,2006,15001.0,0,1,40001 - 60000,M,Forties,JAPAN,Forest Fire Inspectors and Prevention Specialists,4
371,CHEVROLET,CRUZE,2011,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Cutting Workers,4
382,FORD,FIESTA,2013,15001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,Training and Development Specialists,4
385,MERCEDES-BENZ,CLK350,2008,20001.0,0,1,140001 - 160000,F,Thirties,GERMANY,Computer and Information Systems Managers,4
390,BUICK,CENTURY,2002,5001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Helpers--Production Workers,4
397,VOLKSWAGEN,CC,2010,15001.0,0,1,0 - 20000,M,Unknown,GERMANY,Food Preparation Workers,4
404,FORD,FUSION HYBRID,2010,15001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,"Mobile Heavy Equipment Mechanics, Except Engines",4
417,FORD,TAURUS,2011,15001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Miscellaneous Production Workers,4
419,VOLKSWAGEN,PASSAT,2012,15001.0,0,1,40001 - 60000,M,Twenties,GERMANY,Property Appraisers and Assessors,4
425,MAZDA,MAZDA6,2010,10001.0,0,1,40001 - 60000,U,Forties,JAPAN,Social Workers,4
432,FORD,FUSION,2010,15001.0,0,1,0 - 20000,F,Thirties,UNITED STATES,Parking Attendants,4
433,FORD,FUSION,2011,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Other Food Preparation and Serving Related Workers,4
438,CHEVROLET,CRUZE,2011,15001.0,1,1,20001 - 40000,F,Sixties,UNITED STATES,Food Preparation Workers,4
458,PONTIAC,G6,2007,5001.0,0,1,0 - 20000,U,Thirties,UNITED STATES,Dining Room and Cafeteria Attendants and Bartender Helpers,4
469,VOLKSWAGEN,PASSAT,2013,20001.0,0,1,200001+,M,Fifties,GERMANY,General Internal Medicine Physicians,4
473,MAZDA,MAZDA6,2011,10001.0,0,1,80001 - 100000,F,Thirties,JAPAN,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4
502,VOLKSWAGEN,CC,2010,15001.0,1,1,60001 - 80000,F,Twenties,GERMANY,"Claims Adjusters, Examiners, and Investigators",4
510,FORD,FUSION,2011,10001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,"Library Assistants, Clerical",4
520,FORD,FUSION,2010,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Interpreters and Translators,4
528,LINCOLN,MKS,2009,20001.0,1,1,0 - 20000,F,Eighties,UNITED STATES,Building Cleaning and Pest Control Workers,4
530,FORD,FUSION,2011,15001.0,1,1,20001 - 40000,F,Fifties,UNITED STATES,"Plating Machine Setters, Operators, and Tenders, Metal and Plastic",4
531,KIA,FORTE,2010,15001.0,0,1,20001 - 40000,M,Twenties,SOUTH KOREA,Refuse and Recyclable Material Collectors,4
532,VOLKSWAGEN,CC,2011,20001.0,1,1,140001 - 160000,M,Forties,GERMANY,Dentists,4
533,FORD,FUSION,2010,10001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,Medical Assistants,4
534,FORD,FUSION,2007,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Animal Trainers,4
536,CHRYSLER,300,2010,15001.0,0,1,120001 - 140000,F,Forties,UNITED STATES,Advertising and Promotions Managers,4
540,CHEVROLET,CRUZE,2011,15001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Industrial Truck and Tractor Operators,4
543,MAZDA,MAZDA6,2010,15001.0,1,1,20001 - 40000,F,Twenties,JAPAN,Gambling Services Workers,4
549,PONTIAC,G6,2006,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Photographers,4
553,LINCOLN,MKZ,2011,20001.0,0,1,0 - 20000,M,Sixties,UNITED STATES,"Locker Room, Coatroom, and Dressing Room Attendants",4
559,CHRYSLER,300,2012,20001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Boilermakers,4
561,KIA,FORTE,2010,10001.0,0,1,80001 - 100000,U,Thirties,SOUTH KOREA,Power Plant Operators,4
574,LEXUS,ES 300,2002,10001.0,0,1,?,U,Twenties,JAPAN,Chiropractors,4
577,BMW,335,2007,20001.0,0,1,80001 - 100000,M,Twenties,GERMANY,"Biological Scientists, All Other",4
579,BUICK,LUCERNE,2006,10001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,"Agricultural Sciences Teachers, Postsecondary",4
587,FORD,FUSION,2010,10001.0,1,1,200001+,F,Forties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
589,MAZDA,MAZDA6,2010,10001.0,0,1,140001 - 160000,M,Twenties,JAPAN,Dentists,4
594,PONTIAC,G6,2009,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Crossing Guards and Flaggers,4
601,KIA,AMANTI,2008,10001.0,0,1,80001 - 100000,F,Forties,SOUTH KOREA,Materials Scientists,4
609,FORD,FUSION,2011,15001.0,0,1,100001 - 120000,M,Fifties,UNITED STATES,Actuaries,4
618,FORD,TAURUS,2010,20001.0,0,0,20001 - 40000,F,Twenties,UNITED STATES,"Logging Workers, All Other",4
623,MAZDA,MAZDA6,2010,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic",4
635,CHEVROLET,CRUZE,2012,15001.0,0,1,0 - 20000,F,Sixties,UNITED STATES,Sales and Related Occupations,4
638,PONTIAC,G3,2009,10001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4
647,CHEVROLET,CRUZE,2011,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Cooks,4
650,CHEVROLET,SONIC,2012,10001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Environmental Engineers,4
654,LINCOLN,TOWN CAR,2003,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Billing and Posting Clerks,4
655,CHRYSLER,SEBRING,2010,15001.0,1,1,180001 - 200000,M,Fifties,UNITED STATES,Chief Executives,4
656,MAZDA,MAZDA6,2010,10001.0,0,1,0 - 20000,M,Seventies,JAPAN,Personal Care and Service Occupations,4
665,CHRYSLER,SEBRING,2008,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Foundry Mold and Coremakers,4
673,AUDI,A4,2007,15001.0,1,1,0 - 20000,M,Fifties,GERMANY,Broadcast Announcers and Radio Disc Jockeys,4
678,CHRYSLER,300,2007,10001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Occupational Therapy and Physical Therapist Assistants and Aides,4
685,VOLKSWAGEN,PASSAT,2006,10001.0,1,1,40001 - 60000,F,Thirties,GERMANY,Physical Therapist Assistants and Aides,4
690,FORD,TAURUS,2011,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Agricultural Engineers,4
692,MAZDA,MAZDA6,2011,10001.0,1,1,20001 - 40000,M,Twenties,JAPAN,Miscellaneous Entertainment Attendants and Related Workers,4
693,FORD,TAURUS,2006,5001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Food Preparation and Serving Related Workers, All Other",4
696,VOLKSWAGEN,CC,2010,15001.0,0,1,60001 - 80000,F,Twenties,GERMANY,Avionics Technicians,4
697,FORD,FUSION,2011,15001.0,0,1,120001 - 140000,F,Thirties,UNITED STATES,Pharmacists,4
706,FORD,FUSION,2011,15001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Public Relations Specialists,4
714,CHEVROLET,CRUZE,2012,10001.0,1,1,140001 - 160000,F,Forties,UNITED STATES,"Dentists, General",4
717,FORD,FUSION,2012,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Miscellaneous Entertainment Attendants and Related Workers,4
719,FORD,FUSION,2012,10001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,Motion Picture Projectionists,4
739,MAZDA,MAZDA6,2012,15001.0,0,1,80001 - 100000,U,Twenties,JAPAN,"Anthropology and Archeology Teachers, Postsecondary",4
743,LINCOLN,TOWN CAR,2006,10001.0,0,1,0 - 20000,M,Thirties,UNITED STATES,Childcare Workers,4
748,AUDI,A6,2010,25001.0,0,1,60001 - 80000,M,Thirties,GERMANY,"Special Education Teachers, Middle School",4
749,VOLKSWAGEN,CC,2010,20001.0,0,1,140001 - 160000,M,Forties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",4
752,VOLKSWAGEN,PASSAT,2009,15001.0,1,1,40001 - 60000,F,Twenties,GERMANY,Miscellaneous Legal Support Workers,4
780,FORD,FUSION,2008,10001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,"Economics Teachers, Postsecondary",4
789,FORD,FUSION,2012,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Assemblers and Fabricators,4
794,FORD,FIESTA,2012,10001.0,1,1,20001 - 40000,M,UnderTwenty,UNITED STATES,"Sales and Related Workers, All Other",4
806,PONTIAC,GRAND PRIX,2008,10001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,Dietitians and Nutritionists,4
808,FORD,FUSION,2010,15001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,"Software and Web Developers, Programmers, and Testers",4
812,FORD,FUSION,2011,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Grinding and Polishing Workers, Hand",4
815,BMW,335,2008,20001.0,0,1,20001 - 40000,F,Forties,GERMANY,Slaughterers and Meat Packers,4
817,CHEVROLET,CRUZE,2013,15001.0,0,1,20001 - 40000,M,Fifties,UNITED STATES,Cabinetmakers and Bench Carpenters,4
829,CHEVROLET,CRUZE,2012,15001.0,0,0,20001 - 40000,U,Thirties,UNITED STATES,"Office Clerks, General",4
833,BMW,335,2009,20001.0,1,1,60001 - 80000,F,Forties,GERMANY,"English Language and Literature Teachers, Postsecondary",4
834,LEXUS,ES 350,2007,10001.0,1,1,200001+,F,Fifties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
837,FORD,FUSION,2012,15001.0,1,1,140001 - 160000,M,Thirties,UNITED STATES,Dentists,4
849,PONTIAC,G6,2006,10001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,"Floor Layers, Except Carpet, Wood, and Hard Tiles",4
859,MAZDA,MAZDA6,2012,15001.0,1,1,20001 - 40000,M,Twenties,JAPAN,"Barbers, Hairdressers, Hairstylists and Cosmetologists",4
867,LEXUS,GS 300,2006,15001.0,0,1,200001+,U,Twenties,JAPAN,General Internal Medicine Physicians,4
868,LEXUS,ES 350,2008,20001.0,0,1,40001 - 60000,U,Twenties,JAPAN,Supervisors of Personal Care and Service Workers,4
885,LINCOLN,MKZ,2007,15001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Pharmacy Aides,4
890,MAZDA,MAZDA6,2012,15001.0,1,1,60001 - 80000,F,Fifties,JAPAN,Loan Officers,4
893,KIA,FORTE,2010,10001.0,0,1,20001 - 40000,U,Twenties,SOUTH KOREA,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",4
902,LEXUS,ES 350,2007,20001.0,0,1,20001 - 40000,U,Forties,JAPAN,Miscellaneous Construction and Related Workers,4
921,VOLKSWAGEN,CC,2010,20001.0,1,1,20001 - 40000,M,Thirties,GERMANY,Sewing Machine Operators,4
940,VOLVO,S80,2008,15001.0,0,1,100001 - 120000,F,Forties,SWEDEN,Mathematicians,4
944,FORD,FUSION,2012,15001.0,1,1,0 - 20000,F,Forties,UNITED STATES,Personal Appearance Workers,4
946,FORD,FUSION,2011,15001.0,1,1,20001 - 40000,F,Seventies,UNITED STATES,"Helpers, Construction Trades, All Other",4
952,LEXUS,IS 250,2009,20001.0,0,1,80001 - 100000,U,Thirties,JAPAN,"Data Scientists and Mathematical Science Occupations, All Other",4
953,KIA,FORTE,2013,15001.0,0,1,60001 - 80000,U,Twenties,SOUTH KOREA,"Education and Library Science Teachers, Postsecondary",4
956,BUICK,LUCERNE,2007,10001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Library Technicians,4
983,FORD,FIESTA,2011,10001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Nursing Assistants,4
987,VOLKSWAGEN,PASSAT,2013,20001.0,1,1,20001 - 40000,F,Fifties,GERMANY,Cabinetmakers and Bench Carpenters,4
1001,CHRYSLER,300,2008,15001.0,1,1,80001 - 100000,U,Twenties,UNITED STATES,Materials Engineers,4
1008,MAZDA,MAZDA6,2010,15001.0,1,1,60001 - 80000,M,Thirties,JAPAN,"Nursing Instructors and Teachers, Postsecondary",4
1020,AUDI,A4,2005,15001.0,0,1,80001 - 100000,F,Thirties,GERMANY,Financial Examiners,4
1029,FORD,FUSION HYBRID,2010,15001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",4
1034,FORD,FUSION,2008,10001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,"Installation, Maintenance, and Repair Occupations",4
1044,CHEVROLET,CRUZE,2011,15001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Maintenance and Repair Workers, General",4
1046,FORD,FIESTA,2011,10001.0,0,1,0 - 20000,M,Twenties,UNITED STATES,Cooks,4
1052,LEXUS,IS 250,2006,15001.0,0,1,100001 - 120000,F,Twenties,JAPAN,Medical and Health Services Managers,4
1066,FORD,TAURUS,2011,20001.0,0,1,20001 - 40000,M,Fifties,UNITED STATES,Telephone Operators,4
1077,PONTIAC,G6,2008,10001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Hazardous Materials Removal Workers,4
1091,FORD,FIESTA,2012,10001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,"Office Clerks, General",4
1096,KIA,FORTE,2011,10001.0,1,1,120001 - 140000,M,Forties,SOUTH KOREA,Political Scientists,4
1099,CHRYSLER,300,2008,20001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,Personal Financial Advisors,4
1103,CHEVROLET,CRUZE,2011,15001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,"Office Clerks, General",4
1106,FORD,FUSION,2011,10001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Timing Device Assemblers and Adjusters,4
1109,CHRYSLER,SEBRING,2008,10001.0,0,1,60001 - 80000,U,Forties,UNITED STATES,"First-Line Supervisors of Mechanics, Installers, and Repairers",4
1113,LEXUS,HS 250H,2010,25001.0,0,1,20001 - 40000,F,Forties,JAPAN,Information and Record Clerks,4
1119,BMW,525,2005,15001.0,1,1,80001 - 100000,M,Thirties,GERMANY,Marine Engineers and Naval Architects,4
1120,FORD,FUSION,2012,15001.0,0,1,100001 - 120000,M,Sixties,UNITED STATES,"Physical Scientists, All Other",4
1121,CHRYSLER,300,2005,10001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Labor Relations Specialists,4
1123,BUICK,LUCERNE,2007,15001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,"Shipping, Receiving, and Inventory Clerks",4
1129,CADILLAC,STS,2006,15001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,Speech-Language Pathologists,4
1141,MAZDA,MAZDA6,2011,15001.0,0,1,0 - 20000,F,Twenties,JAPAN,Baggage Porters and Bellhops,4
1149,FORD,CROWN VICTORIA,2011,10001.0,0,1,120001 - 140000,M,Forties,UNITED STATES,Operations Specialties Managers,4
1154,MAZDA,MAZDA6,2012,15001.0,0,1,40001 - 60000,M,Thirties,JAPAN,"Brickmasons, Blockmasons, and Stonemasons",4
1163,FORD,FUSION,2011,10001.0,0,1,20001 - 40000,M,Sixties,UNITED STATES,Helpers--Extraction Workers,4
1164,CHRYSLER,300,2006,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",4
1166,CHEVROLET,CRUZE,2012,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Waiters and Waitresses,4
1169,VOLKSWAGEN,PASSAT,2012,15001.0,1,1,20001 - 40000,M,Twenties,GERMANY,"Graders and Sorters, Agricultural Products",4
1170,HYUNDAI,SONATA HYBRID,2012,25001.0,0,1,80001 - 100000,F,Thirties,SOUTH KOREA,Psychologists,4
1180,FORD,FUSION,2011,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Graphic Designers,4
1181,FORD,FUSION,2011,15001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Audiologists,4
1187,KIA,FORTE,2012,10001.0,1,1,40001 - 60000,M,Thirties,SOUTH KOREA,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",4
1193,FORD,TAURUS,2013,20001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,General and Operations Managers,4
1196,LEXUS,ES 350,2007,15001.0,0,1,100001 - 120000,U,Thirties,JAPAN,"Economics Teachers, Postsecondary",4
1197,CHRYSLER,300,2006,10001.0,0,1,40001 - 60000,U,Thirties,UNITED STATES,Supervisors of Building and Grounds Cleaning and Maintenance Workers,4
1212,MAZDA,MAZDA6,2010,10001.0,1,1,0 - 20000,F,Sixties,JAPAN,Amusement and Recreation Attendants,4
1217,CHRYSLER,300,2009,15001.0,0,1,20001 - 40000,U,Forties,UNITED STATES,Cleaners of Vehicles and Equipment,4
1218,MAZDA,MAZDA6,2010,10001.0,0,1,20001 - 40000,U,Twenties,JAPAN,Food Preparation Workers,4
1226,AUDI,A4,2010,20001.0,1,1,40001 - 60000,F,Twenties,GERMANY,Librarians and Media Collections Specialists,4
1235,FORD,FUSION,2011,15001.0,0,0,0 - 20000,M,Thirties,UNITED STATES,"Teaching Assistants, Postsecondary",4
1241,KIA,FORTE,2012,10001.0,0,1,40001 - 60000,F,Fifties,SOUTH KOREA,Transportation Security Screeners,4
1254,FORD,FUSION,2010,15001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,"Tax Examiners, Collectors and Preparers, and Revenue Agents",4
1264,BMW,335,2007,20001.0,1,1,140001 - 160000,M,Forties,GERMANY,"Dentists, General",4
1270,VOLKSWAGEN,CC,2009,15001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Market Research Analysts and Marketing Specialists,4
1275,CHEVROLET,CRUZE,2012,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Supervisors of Production Workers,4
1278,VOLKSWAGEN,PASSAT,2012,15001.0,1,1,40001 - 60000,F,Thirties,GERMANY,"Maintenance Workers, Machinery",4
1292,FORD,FUSION,2012,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Cooks and Food Preparation Workers,4
1297,VOLKSWAGEN,PASSAT,2003,10001.0,1,1,20001 - 40000,M,Twenties,GERMANY,Emergency Medical Technicians and Paramedics,4
1299,BMW,335,2008,20001.0,1,1,40001 - 60000,F,Thirties,GERMANY,Flight Attendants,4
1300,CHRYSLER,SEBRING,2009,10001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,Security and Fire Alarm Systems Installers,4
1306,FORD,FIESTA,2011,10001.0,0,1,160001 - 180000,M,Forties,UNITED STATES,Nurse Anesthetists,4
1334,VOLKSWAGEN,PASSAT,2012,15001.0,0,1,40001 - 60000,U,Thirties,GERMANY,Protective Service Occupations,4
1341,PONTIAC,G6,2007,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Bartenders,4
1345,BUICK,REGAL,2013,20001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Miscellaneous Woodworkers,4
1354,FORD,TAURUS,2013,25001.0,0,1,80001 - 100000,U,Thirties,UNITED STATES,Administrative Services and Facilities Managers,4
1359,CHRYSLER,300,2005,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,"Office and Administrative Support Workers, All Other",4
1369,MAZDA,MAZDA6,2006,10001.0,0,1,100001 - 120000,U,Twenties,JAPAN,Electrical and Electronics Engineers,4
1377,CHEVROLET,CRUZE,2013,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Parking Enforcement Workers,4
1419,FORD,FUSION,2010,10001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Driver/Sales Workers and Truck Drivers,4
1424,LEXUS,IS 250,2007,20001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Computer Numerically Controlled Tool Programmers,4
1428,LEXUS,IS 250,2008,20001.0,0,1,200001+,F,Thirties,JAPAN,Family Medicine Physicians,4
1434,LINCOLN,MKZ,2008,15001.0,0,1,60001 - 80000,U,Forties,UNITED STATES,Diagnostic Medical Sonographers,4
1444,VOLKSWAGEN,CC,2010,15001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Plant and System Operators,4
1467,FORD,FUSION,2010,10001.0,1,0,20001 - 40000,M,Thirties,UNITED STATES,"Rock Splitters, Quarry",4
1478,CHEVROLET,CRUZE,2012,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,"Secondary School Teachers, Except Special and Career/Technical Education",4
1486,CHRYSLER,300,2006,15001.0,0,1,60001 - 80000,F,Sixties,UNITED STATES,Conservation Scientists,4
1488,FORD,FIESTA,2011,10001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,Sewing Machine Operators,4
1504,VOLKSWAGEN,CC,2010,15001.0,1,1,60001 - 80000,M,Forties,GERMANY,Boilermakers,4
1510,FORD,TAURUS,2011,25001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Inspectors, Testers, Sorters, Samplers, and Weighers",4
1513,FORD,TAURUS,2010,20001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",4
1515,BUICK,CENTURY,2004,5001.0,0,1,60001 - 80000,U,Forties,UNITED STATES,"Architects, Surveyors, and Cartographers",4
