,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
93,NISSAN,MURANO,2009,20001.0,0,1,40001 - 60000,F,Twenties,JAPAN,"Directors, Religious Activities and Education",1
103,TOYOTA,VENZA,2010,20001.0,0,1,0 - 20000,U,Sixties,JAPAN,Gambling Change Persons and Booth Cashiers,1
108,ACURA,RDX,2007,15001.0,0,1,20001 - 40000,U,Thirties,JAPAN,"Cooks, Short Order",1
111,MAZDA,CX-9,2007,15001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Human Resources Specialists,1
119,TOYOTA,RAV4,2012,20001.0,0,1,40001 - 60000,F,Thirties,JAPAN,Bailiffs,1
141,NISSAN,ROGUE,2011,20001.0,0,1,120001 - 140000,F,Forties,JAPAN,Petroleum Engineers,1
143,HYUNDAI,SANTA FE,2011,15001.0,0,1,40001 - 60000,U,Twenties,SOUTH KOREA,"Pump Operators, Except Wellhead Pumpers",1
153,NISSAN,PATHFINDER,2005,10001.0,0,1,40001 - 60000,M,Forties,JAPAN,Forensic Science Technicians,1
158,MERCEDES-BENZ,ML350,2007,20001.0,0,1,40001 - 60000,F,Fifties,GERMANY,Highway Maintenance Workers,1
162,ACURA,MDX,2003,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Ushers, Lobby Attendants, and Ticket Takers",1
170,NISSAN,PATHFINDER,2007,10001.0,0,1,60001 - 80000,M,Thirties,JAPAN,"Career/Technical Education Teachers, Secondary School",1
174,TOYOTA,RAV4,2010,15001.0,0,1,200001+,F,Thirties,JAPAN,Family Medicine Physicians,1
180,ACURA,MDX,2010,25001.0,0,1,20001 - 40000,U,Thirties,JAPAN,"Office and Administrative Support Workers, All Other",1
182,HONDA,CR-V,2008,10001.0,0,1,20001 - 40000,U,Forties,JAPAN,Tour and Travel Guides,1
194,VOLKSWAGEN,TOUAREG,2010,25001.0,0,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,1
217,NISSAN,MURANO,2006,10001.0,0,1,20001 - 40000,U,Thirties,JAPAN,"Gambling Service Workers, All Other",1
219,NISSAN,MURANO,2010,20001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Firefighters,1
220,NISSAN,JUKE,2011,15001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Transportation Security Screeners,1
224,NISSAN,ROGUE,2012,20001.0,0,1,40001 - 60000,U,Twenties,JAPAN,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",1
225,TOYOTA,RAV4,2010,15001.0,0,1,20001 - 40000,F,Fifties,JAPAN,Coaches and Scouts,1
229,DODGE,NITRO,2011,20001.0,0,1,0 - 20000,M,Forties,UNITED STATES,Baggage Porters and Bellhops,1
234,HONDA,CR-V,2007,15001.0,0,1,20001 - 40000,U,Twenties,JAPAN,Construction Laborers,1
235,HONDA,CR-V,2011,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Supervisors of Protective Service Workers,1
237,TOYOTA,HIGHLANDER,2005,10001.0,0,1,200001+,F,Fifties,JAPAN,General Internal Medicine Physicians,1
245,KIA,SORENTO,2011,15001.0,0,1,20001 - 40000,F,Forties,SOUTH KOREA,"Installation, Maintenance, and Repair Workers, All Other",1
255,TOYOTA,4RUNNER,2002,10001.0,0,1,20001 - 40000,M,Forties,JAPAN,"Library Assistants, Clerical",1
256,GMC,YUKON,2009,20001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Eligibility Interviewers, Government Programs",1
258,NISSAN,XTERRA,2005,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Tour and Travel Guides,1
261,TOYOTA,SEQUOIA,2009,25001.0,0,1,60001 - 80000,M,Forties,JAPAN,"Supervisors of Installation, Maintenance, and Repair Workers",1
263,SUBARU,FORESTER,2012,20001.0,0,1,80001 - 100000,M,Fifties,JAPAN,Management Analysts,1
269,HYUNDAI,SANTA FE,2012,15001.0,0,1,20001 - 40000,F,Fifties,SOUTH KOREA,Dancers and Choreographers,1
273,DODGE,NITRO,2008,15001.0,0,0,20001 - 40000,F,Twenties,UNITED STATES,Passenger Attendants,1
274,HONDA,CR-V,2012,25001.0,0,1,120001 - 140000,U,Thirties,JAPAN,Marketing Managers,1
277,MAZDA,CX-9,2010,20001.0,0,1,40001 - 60000,M,Thirties,JAPAN,Extraction Workers,1
279,HONDA,CR-V,2005,10001.0,0,1,0 - 20000,F,Forties,JAPAN,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1
286,INFINITI,QX56,2005,15001.0,0,1,40001 - 60000,F,Forties,JAPAN,"Credit Authorizers, Checkers, and Clerks",1
291,HONDA,PILOT,2009,25001.0,0,1,60001 - 80000,F,Forties,JAPAN,Compliance Officers,1
299,ACURA,RDX,2010,20001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Financial Specialists,1
303,NISSAN,ROGUE,2012,15001.0,0,1,40001 - 60000,M,Twenties,JAPAN,"Elementary School Teachers, Except Special Education",1
307,NISSAN,XTERRA,2007,10001.0,0,1,20001 - 40000,M,Fifties,JAPAN,"Umpires, Referees, and Other Sports Officials",1
317,NISSAN,ROGUE,2010,15001.0,0,1,60001 - 80000,U,Twenties,JAPAN,Social and Community Service Managers,1
323,TOYOTA,HIGHLANDER,2003,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,Pest Control Workers,1
331,HYUNDAI,SANTA FE,2009,10001.0,0,1,20001 - 40000,F,Fifties,SOUTH KOREA,Library Technicians,1
334,NISSAN,ROGUE,2011,15001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Nuclear Power Reactor Operators,1
338,TOYOTA,SEQUOIA,2006,20001.0,0,1,40001 - 60000,F,Forties,JAPAN,"Rail Transportation Workers, All Other",1
340,ACURA,MDX,2006,15001.0,0,1,80001 - 100000,U,Thirties,JAPAN,"Computer Science Teachers, Postsecondary",1
348,HONDA,CR-V,2010,15001.0,0,1,100001 - 120000,F,Thirties,JAPAN,Computer Network Architects,1
351,NISSAN,MURANO,2012,20001.0,0,1,200001+,F,Sixties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",1
353,NISSAN,ROGUE,2010,20001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Construction Laborers,1
355,TOYOTA,VENZA,2011,25001.0,0,1,80001 - 100000,M,Twenties,JAPAN,Marine Engineers and Naval Architects,1
360,MERCEDES-BENZ,ML350,2008,25001.0,0,1,80001 - 100000,F,Fifties,GERMANY,Database and Network Administrators and Architects,1
370,NISSAN,ROGUE,2010,15001.0,0,1,20001 - 40000,U,Forties,JAPAN,"Building Cleaning Workers, All Other",1
378,TOYOTA,RAV4,2010,15001.0,0,1,0 - 20000,U,Sixties,JAPAN,"Textile Cutting Machine Setters, Operators, and Tenders",1
389,HONDA,PILOT,2005,10001.0,0,1,40001 - 60000,M,Fifties,JAPAN,Flight Attendants,1
390,HYUNDAI,VERACRUZ,2010,15001.0,0,1,40001 - 60000,M,Thirties,SOUTH KOREA,"Plant and System Operators, All Other",1
391,TOYOTA,RAV4,2010,20001.0,0,1,200001+,M,Thirties,JAPAN,General Internal Medicine Physicians,1
395,NISSAN,MURANO,2004,10001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Urban and Regional Planners,1
397,BMW,X5,2010,35001.0,0,1,20001 - 40000,M,Thirties,GERMANY,Animal Trainers,1
405,NISSAN,ARMADA,2007,20001.0,0,1,60001 - 80000,F,Forties,JAPAN,Nuclear Medicine Technologists,1
408,TOYOTA,SEQUOIA,2011,30001.0,0,1,100001 - 120000,M,Thirties,JAPAN,"Software and Web Developers, Programmers, and Testers",1
410,HONDA,PILOT,2007,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,Furniture Finishers,1
413,DODGE,JOURNEY,2013,25001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,"Telecommunications Equipment Installers and Repairers, Except Line Installers",1
420,TOYOTA,FJ CRUISER,2008,20001.0,0,1,20001 - 40000,M,Thirties,JAPAN,"Rock Splitters, Quarry",1
423,TOYOTA,RAV4,2011,15001.0,0,1,40001 - 60000,F,Sixties,JAPAN,Reinforcing Iron and Rebar Workers,1
426,TOYOTA,SEQUOIA,2004,10001.0,0,1,80001 - 100000,F,Thirties,JAPAN,"Geography Teachers, Postsecondary",1
435,TOYOTA,HIGHLANDER,2008,20001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Tapers,1
441,MAZDA,CX-7,2007,10001.0,0,1,40001 - 60000,M,Thirties,JAPAN,Sheet Metal Workers,1
444,NISSAN,PATHFINDER,2012,20001.0,0,1,120001 - 140000,M,Forties,JAPAN,Air Traffic Controllers,1
448,MERCEDES-BENZ,GLK350,2010,25001.0,0,1,80001 - 100000,M,Forties,GERMANY,Healthcare Diagnosing or Treating Practitioners,1
453,HONDA,PILOT,2005,15001.0,0,1,60001 - 80000,F,Forties,JAPAN,Secondary School Teachers,1
461,NISSAN,MURANO,2009,15001.0,0,1,40001 - 60000,F,Thirties,JAPAN,"Industrial Machinery Installation, Repair, and Maintenance Workers",1
465,TOYOTA,HIGHLANDER,2013,30001.0,0,1,100001 - 120000,U,Fifties,JAPAN,Top Executives,1
509,DODGE,JOURNEY,2010,15001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Software Developers and Software Quality Assurance Analysts and Testers,1
518,HYUNDAI,SANTA FE,2007,10001.0,0,1,0 - 20000,F,Fifties,SOUTH KOREA,Skincare Specialists,1
520,SUZUKI,GRAND VITARA,2013,15001.0,0,0,20001 - 40000,F,Thirties,JAPAN,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",1
525,DODGE,NITRO,2011,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Plant and System Operators,1
530,MITSUBISHI,ENDEAVOR,2011,15001.0,0,1,0 - 20000,F,Seventies,JAPAN,Couriers and Messengers,1
531,HONDA,PILOT,2008,15001.0,0,1,0 - 20000,U,Twenties,JAPAN,"Food Preparation and Serving Related Workers, All Other",1
545,NISSAN,MURANO,2010,15001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Parking Enforcement Workers,1
552,HYUNDAI,SANTA FE,2006,10001.0,0,0,20001 - 40000,F,Fifties,SOUTH KOREA,"Interviewers, Except Eligibility and Loan",1
554,HYUNDAI,SANTA FE,2008,10001.0,0,1,20001 - 40000,F,Fifties,SOUTH KOREA,"Cooks, Short Order",1
566,TOYOTA,VENZA,2009,20001.0,0,1,20001 - 40000,F,Fifties,JAPAN,Occupational Therapy Aides,1
570,TOYOTA,RAV4,2010,15001.0,0,1,80001 - 100000,F,Thirties,JAPAN,Management Analysts,1
578,HONDA,CR-V,2010,20001.0,0,1,40001 - 60000,M,Forties,JAPAN,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1
579,TOYOTA,RAV4,2010,20001.0,0,1,20001 - 40000,M,Fifties,JAPAN,Production Occupations,1
584,DODGE,JOURNEY,2010,15001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,Psychologists,1
596,TOYOTA,SEQUOIA,2007,20001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Ship and Boat Captains and Operators,1
600,MAZDA,CX-9,2011,20001.0,0,1,60001 - 80000,M,Forties,JAPAN,Stationary Engineers and Boiler Operators,1
619,MITSUBISHI,OUTLANDER SPORT,2012,15001.0,0,1,160001 - 180000,M,Fifties,JAPAN,Nurse Anesthetists,1
622,TOYOTA,RAV4,2008,15001.0,0,1,40001 - 60000,M,Forties,JAPAN,Farm and Home Management Educators,1
633,NISSAN,MURANO,2010,20001.0,0,1,20001 - 40000,F,Forties,JAPAN,Phlebotomists,1
637,NISSAN,ROGUE,2009,10001.0,0,1,40001 - 60000,M,Fifties,JAPAN,Social Science Research Assistants,1
640,DODGE,NITRO,2007,10001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,Occupational Therapists,1
643,HONDA,PILOT,2007,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,"Art, Drama, and Music Teachers, Postsecondary",1
645,TOYOTA,HIGHLANDER,2011,25001.0,0,1,80001 - 100000,F,Thirties,JAPAN,Environmental Engineers,1
665,DODGE,JOURNEY,2012,15001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,"Education Administrators, Kindergarten through Secondary",1
666,NISSAN,MURANO,2007,15001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Licensed Practical and Licensed Vocational Nurses,1
667,HONDA,ELEMENT,2010,15001.0,0,1,60001 - 80000,M,Fifties,JAPAN,Urban and Regional Planners,1
669,INFINITI,EX35,2010,20001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Education Administrators, Postsecondary",1
670,TOYOTA,4RUNNER,2007,10001.0,0,1,200001+,M,Forties,JAPAN,Family Medicine Physicians,1
677,TOYOTA,RAV4,2011,20001.0,0,1,80001 - 100000,F,Fifties,JAPAN,Computer and Information Analysts,1
678,DODGE,JOURNEY,2013,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Other Educational Instruction and Library Occupations,1
688,TOYOTA,RAV4,2011,15001.0,0,1,60001 - 80000,F,Forties,JAPAN,Aerospace Engineering and Operations Technologists and Technicians,1
692,NISSAN,MURANO,2005,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Small Engine Mechanics,1
693,MERCEDES-BENZ,GLK350,2011,25001.0,0,1,0 - 20000,F,Forties,GERMANY,Gambling Services Workers,1
695,TOYOTA,HIGHLANDER,2005,15001.0,0,1,80001 - 100000,U,Unknown,JAPAN,Statisticians,1
696,MAZDA,CX-7,2010,15001.0,0,1,0 - 20000,F,Seventies,JAPAN,Legislators,1
699,MAZDA,CX-9,2008,15001.0,0,1,20001 - 40000,F,Sixties,JAPAN,Office and Administrative Support Occupations,1
705,MAZDA,CX-7,2010,15001.0,0,1,80001 - 100000,F,Thirties,JAPAN,Atmospheric and Space Scientists,1
724,HONDA,ELEMENT,2007,15001.0,0,1,80001 - 100000,M,Thirties,JAPAN,Electrical Engineers,1
727,TOYOTA,HIGHLANDER,2007,10001.0,0,1,40001 - 60000,F,Fifties,JAPAN,"Plant and System Operators, All Other",1
729,HONDA,ELEMENT,2005,10001.0,0,1,0 - 20000,U,UnderTwenty,JAPAN,"Graders and Sorters, Agricultural Products",1
730,NISSAN,ROGUE,2011,15001.0,0,1,80001 - 100000,F,Thirties,JAPAN,Veterinarians,1
733,TOYOTA,RAV4,2006,10001.0,0,1,80001 - 100000,M,Forties,JAPAN,Materials Scientists,1
741,HONDA,CR-V,2010,15001.0,0,1,20001 - 40000,F,Forties,JAPAN,Fiberglass Laminators and Fabricators,1
763,BMW,X3,2007,20001.0,0,1,120001 - 140000,M,Thirties,GERMANY,Purchasing Managers,1
770,TOYOTA,4RUNNER,2003,15001.0,0,1,100001 - 120000,M,Thirties,JAPAN,Nuclear Engineers,1
779,HONDA,CR-V,2012,20001.0,0,1,200001+,F,Sixties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",1
780,INFINITI,EX35,2008,15001.0,0,1,40001 - 60000,F,Forties,JAPAN,Plasterers and Stucco Masons,1
794,HYUNDAI,TUCSON,2011,20001.0,0,1,40001 - 60000,U,Thirties,SOUTH KOREA,Telecommunications Line Installers and Repairers,1
799,NISSAN,ROGUE,2011,15001.0,0,0,20001 - 40000,U,Twenties,JAPAN,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,1
802,NISSAN,XTERRA,2010,20001.0,0,1,60001 - 80000,M,Forties,JAPAN,"Chemistry Teachers, Postsecondary",1
803,MAZDA,CX-7,2011,15001.0,0,1,140001 - 160000,M,Thirties,JAPAN,Computer and Information Systems Managers,1
809,NISSAN,ARMADA,2008,20001.0,0,1,100001 - 120000,F,Forties,JAPAN,Astronomers,1
811,HONDA,CR-V,2007,10001.0,0,1,40001 - 60000,F,Forties,JAPAN,First-Line Supervisors of Office and Administrative Support Workers,1
813,NISSAN,MURANO,2011,20001.0,0,1,20001 - 40000,M,Twenties,JAPAN,File Clerks,1
818,NISSAN,ROGUE,2010,15001.0,0,1,80001 - 100000,F,Forties,JAPAN,"Administrative Law Judges, Adjudicators, and Hearing Officers",1
821,NISSAN,ARMADA,2005,15001.0,0,1,40001 - 60000,M,Forties,JAPAN,Security and Fire Alarm Systems Installers,1
822,SUBARU,FORESTER,2009,10001.0,0,1,60001 - 80000,F,Forties,JAPAN,"Environmental Scientists and Specialists, Including Health",1
830,HONDA,PILOT,2003,10001.0,0,1,80001 - 100000,F,Forties,JAPAN,Veterinarians,1
841,VOLKSWAGEN,TIGUAN,2009,15001.0,0,1,80001 - 100000,F,Forties,GERMANY,Marine Engineers and Naval Architects,1
847,TOYOTA,4RUNNER,2006,10001.0,0,1,20001 - 40000,M,Fifties,JAPAN,Miscellaneous Assemblers and Fabricators,1
851,GMC,YUKON XL 1500,2007,25001.0,0,1,0 - 20000,F,Forties,UNITED STATES,Etchers and Engravers,1
853,DODGE,JOURNEY,2010,10001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,First-Line Supervisors of Construction Trades and Extraction Workers,1
877,TOYOTA,RAV4,2013,25001.0,0,1,40001 - 60000,F,Sixties,JAPAN,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",1
884,GMC,YUKON,2007,25001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,"Postsecondary Teachers, All Other",1
889,TOYOTA,RAV4,2007,15001.0,0,1,20001 - 40000,M,Thirties,JAPAN,Gambling Cage Workers,1
891,ACURA,RDX,2011,25001.0,0,1,120001 - 140000,F,Forties,JAPAN,Natural Sciences Managers,1
898,NISSAN,ROGUE,2012,15001.0,0,1,180001 - 200000,M,Forties,JAPAN,Chief Executives,1
906,NISSAN,PATHFINDER,2010,20001.0,0,1,200001+,M,Twenties,JAPAN,Family Medicine Physicians,1
913,BMW,X3,2010,30001.0,0,1,200001+,M,Thirties,GERMANY,Family Medicine Physicians,1
916,DODGE,JOURNEY,2013,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Architects, Except Naval",1
920,TOYOTA,RAV4,2010,15001.0,0,1,40001 - 60000,F,Forties,JAPAN,Bus and Truck Mechanics and Diesel Engine Specialists,1
922,NISSAN,ROGUE,2010,15001.0,0,1,20001 - 40000,U,Fifties,JAPAN,Packaging and Filling Machine Operators and Tenders,1
924,NISSAN,MURANO,2010,20001.0,0,1,40001 - 60000,F,Sixties,JAPAN,Automotive Technicians and Repairers,1
932,MITSUBISHI,ENDEAVOR,2006,10001.0,0,1,20001 - 40000,U,Twenties,JAPAN,Counter and Rental Clerks and Parts Salespersons,1
934,TOYOTA,FJ CRUISER,2007,20001.0,0,1,20001 - 40000,M,Twenties,JAPAN,"Production Workers, All Other",1
940,HYUNDAI,SANTA FE,2010,15001.0,0,1,20001 - 40000,M,Thirties,SOUTH KOREA,Telemarketers,1
942,BMW,X5,2008,25001.0,0,1,100001 - 120000,U,Fifties,GERMANY,Miscellaneous Physical Scientists,1
949,HYUNDAI,SANTA FE,2009,15001.0,0,1,60001 - 80000,F,Thirties,SOUTH KOREA,Gambling Managers,1
958,MITSUBISHI,ENDEAVOR,2011,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Production Occupations,1
972,HONDA,CR-V,2011,15001.0,0,1,60001 - 80000,F,Thirties,JAPAN,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",1
980,ACURA,MDX,2004,10001.0,0,1,80001 - 100000,M,Forties,JAPAN,Miscellaneous Social Scientists and Related Workers,1
995,TOYOTA,HIGHLANDER,2004,10001.0,0,1,40001 - 60000,M,Forties,JAPAN,Carpenters,1
996,TOYOTA,RAV4,2012,15001.0,0,1,140001 - 160000,U,Sixties,JAPAN,"Dentists, All Other Specialists",1
999,NISSAN,ROGUE,2013,20001.0,0,1,40001 - 60000,F,Thirties,JAPAN,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",1
1003,TOYOTA,RAV4,2003,10001.0,0,1,160001 - 180000,M,Fifties,JAPAN,Nurse Anesthetists,1
1008,BMW,X3,2008,20001.0,0,1,200001+,M,Thirties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",1
1020,DODGE,JOURNEY,2013,20001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,First-Line Supervisors of Transportation and Material Moving Workers,1
1025,DODGE,JOURNEY,2009,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Packaging and Filling Machine Operators and Tenders,1
1029,NISSAN,XTERRA,2010,15001.0,0,1,160001 - 180000,M,Twenties,JAPAN,"Pediatricians, General",1
1030,DODGE,JOURNEY,2010,15001.0,0,1,40001 - 60000,F,Sixties,UNITED STATES,First-Line Supervisors of Housekeeping and Janitorial Workers,1
1033,MAZDA,CX-7,2007,15001.0,0,1,140001 - 160000,F,Fifties,JAPAN,"Airline Pilots, Copilots, and Flight Engineers",1
1038,NISSAN,ROGUE,2011,15001.0,0,1,40001 - 60000,U,Forties,JAPAN,"Painters, Construction and Maintenance",1
1044,NISSAN,PATHFINDER,2006,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",1
1045,HONDA,CR-V,2006,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,"Athletes, Coaches, Umpires, and Related Workers",1
1055,TOYOTA,HIGHLANDER,2006,10001.0,0,1,40001 - 60000,M,Thirties,JAPAN,Forensic Science Technicians,1
1058,NISSAN,PATHFINDER,2006,10001.0,0,1,40001 - 60000,F,Forties,JAPAN,"Meter Readers, Utilities",1
1060,LEXUS,RX 400H,2008,25001.0,0,1,20001 - 40000,U,Forties,JAPAN,Communications Equipment Operators,1
1061,HYUNDAI,VERACRUZ,2008,10001.0,0,1,20001 - 40000,F,Thirties,SOUTH KOREA,Tellers,1
1093,TOYOTA,RAV4,2010,15001.0,0,1,0 - 20000,U,Twenties,JAPAN,"Athletes, Coaches, Umpires, and Related Workers",1
1094,HONDA,PILOT,2006,15001.0,0,1,40001 - 60000,M,Twenties,JAPAN,Tax Preparers,1
1097,TOYOTA,4RUNNER,2008,20001.0,0,1,80001 - 100000,F,Thirties,JAPAN,First-Line Supervisors of Law Enforcement Workers,1
1099,TOYOTA,4RUNNER,2007,15001.0,0,1,60001 - 80000,M,Forties,JAPAN,Transit and Railroad Police,1
1108,MAZDA,TRIBUTE,2006,10001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Desktop Publishers,1
1109,NISSAN,ROGUE,2010,15001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Cooks, Restaurant",1
1122,NISSAN,ROGUE,2010,15001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Transportation Inspectors,1
1129,DODGE,NITRO,2011,15001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,Etchers and Engravers,1
1133,HONDA,PILOT,2006,10001.0,0,1,20001 - 40000,F,Forties,JAPAN,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",1
1136,NISSAN,ROGUE,2010,15001.0,0,1,40001 - 60000,F,Thirties,JAPAN,Dental Laboratory Technicians,1
1138,TOYOTA,VENZA,2011,20001.0,0,1,60001 - 80000,M,Forties,JAPAN,"Acupuncturists and Healthcare Diagnosing or Treating Practitioners, All Other",1
1145,HONDA,CR-V,2003,15001.0,0,1,60001 - 80000,F,Fifties,JAPAN,Historians,1
1153,HONDA,CR-V,2007,15001.0,0,1,80001 - 100000,M,Sixties,JAPAN,Air Traffic Controllers and Airfield Operations Specialists,1
1163,VOLKSWAGEN,TOUAREG,2007,15001.0,0,1,40001 - 60000,F,Twenties,GERMANY,Machinists,1
1173,NISSAN,MURANO,2007,15001.0,0,1,20001 - 40000,F,Sixties,JAPAN,Photographic Process Workers and Processing Machine Operators,1
1175,MAZDA,CX-7,2009,15001.0,0,1,140001 - 160000,M,Thirties,JAPAN,"Airline Pilots, Copilots, and Flight Engineers",1
1183,TOYOTA,4RUNNER,2006,15001.0,0,1,40001 - 60000,M,Twenties,JAPAN,"Industrial Machinery Installation, Repair, and Maintenance Workers",1
1196,HONDA,CR-V,2008,15001.0,0,1,80001 - 100000,U,Forties,JAPAN,Nuclear Technicians,1
1201,NISSAN,ROGUE,2009,15001.0,0,1,100001 - 120000,F,Forties,JAPAN,"Judges, Magistrates, and Other Judicial Workers",1
1216,NISSAN,XTERRA,2006,10001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Police and Sheriff's Patrol Officers,1
1223,TOYOTA,HIGHLANDER,2009,20001.0,0,1,40001 - 60000,M,Forties,JAPAN,Art and Design Workers,1
1228,TOYOTA,4RUNNER,2004,15001.0,0,1,60001 - 80000,M,Twenties,JAPAN,Construction and Building Inspectors,1
1247,MAZDA,CX-7,2011,15001.0,0,1,40001 - 60000,U,Forties,JAPAN,Brickmasons and Blockmasons,1
1256,NISSAN,ROGUE,2010,15001.0,0,1,0 - 20000,F,Sixties,JAPAN,Sewing Machine Operators,1
1262,DODGE,JOURNEY,2011,15001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Dispatchers,1
1266,NISSAN,PATHFINDER,2005,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",1
1271,HONDA,CR-V,2004,10001.0,0,1,20001 - 40000,M,Fifties,JAPAN,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",1
1292,TOYOTA,SEQUOIA,2006,10001.0,0,1,20001 - 40000,F,Fifties,JAPAN,"Hairdressers, Hairstylists, and Cosmetologists",1
1294,HYUNDAI,TUCSON,2012,15001.0,0,1,0 - 20000,F,Sixties,SOUTH KOREA,Healthcare Support Occupations,1
1296,HONDA,CR-V,2009,15001.0,0,1,0 - 20000,M,Thirties,JAPAN,Other Transportation Workers,1
