,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
156,DODGE,RAM 1500,2012,15001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,Recreation Workers,4
169,DODGE,RAM 1500,2008,10001.0,0,0,?,M,Sixties,UNITED STATES,Gambling Services Workers,4
171,DODGE,RAM 1500,2007,15001.0,0,1,200001+,M,Thirties,UNITED STATES,General Internal Medicine Physicians,4
176,DODGE,RAM 1500,2005,10001.0,0,1,40001 - 60000,M,UnderTwenty,UNITED STATES,"Directors, Religious Activities and Education",4
180,DODGE,RAM 1500,2005,15001.0,1,1,120001 - 140000,M,Forties,UNITED STATES,Pharmacists,4
184,DODGE,RAM 1500,2010,20001.0,0,0,60001 - 80000,M,Thirties,UNITED STATES,Aerospace Engineering and Operations Technologists and Technicians,4
187,DODGE,RAM 1500,2011,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Cargo and Freight Agents,4
196,DODGE,RAM 1500,2009,10001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,Receptionists and Information Clerks,4
203,DODGE,RAM 1500,2008,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Postal Service Clerks,4
208,DODGE,RAM 1500,2011,20001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",4
211,DODGE,RAM 3500,2012,35001.0,1,1,140001 - 160000,M,Twenties,UNITED STATES,Computer and Information Systems Managers,4
217,DODGE,RAM 2500,2012,30001.0,0,0,?,M,Forties,UNITED STATES,Court Reporters and Simultaneous Captioners,4
224,DODGE,RAM 1500,2013,20001.0,0,1,60001 - 80000,M,Sixties,UNITED STATES,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4
227,DODGE,RAM 1500,2006,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Mixing and Blending Machine Setters, Operators, and Tenders",4
231,DODGE,RAM 1500,2003,10001.0,0,1,0 - 20000,M,Eighties,UNITED STATES,Gambling Dealers,4
232,DODGE,RAM 2500,2006,20001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",4
242,DODGE,RAM 1500,2013,20001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",4
252,GMC,CANYON,2007,10001.0,1,0,0 - 20000,M,Forties,UNITED STATES,Telemarketers,4
254,DODGE,RAM 2500,2012,45001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,Retail Sales Workers,4
255,DODGE,RAM 1500,2007,10001.0,0,0,?,M,Sixties,UNITED STATES,Registered Nurses,4
278,DODGE,RAM 1500,2011,25001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,Construction Laborers,4
286,GMC,CANYON,2009,20001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Other Healthcare Support Occupations,4
287,DODGE,RAM 1500,2009,20001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Computer Science Teachers, Postsecondary",4
302,DODGE,RAM 1500,2010,25001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Technical Writers,4
330,DODGE,RAM 1500,2006,15001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,"Drafters, Engineering Technicians, and Mapping Technicians",4
331,DODGE,RAM 1500,2005,10001.0,0,1,80001 - 100000,M,Fifties,UNITED STATES,Legal Occupations,4
353,DODGE,RAM 1500,2011,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",4
360,DODGE,RAM 1500,2012,20001.0,0,0,40001 - 60000,M,Thirties,UNITED STATES,Glaziers,4
363,DODGE,RAM 1500,2009,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Desktop Publishers,4
364,DODGE,RAM 1500,2004,10001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,"Hairdressers, Hairstylists, and Cosmetologists",4
367,DODGE,RAM 1500,2008,15001.0,0,0,60001 - 80000,M,Forties,UNITED STATES,"Farmers, Ranchers, and Other Agricultural Managers",4
373,DODGE,RAM 1500,2012,20001.0,1,1,40001 - 60000,U,Fifties,UNITED STATES,Water Transportation Workers,4
374,DODGE,DAKOTA,2010,15001.0,1,0,?,M,Sixties,UNITED STATES,Farm Labor Contractors,4
380,DODGE,RAM 1500,2008,10001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,"Career/Technical Education Teachers, Middle School",4
385,DODGE,RAM 1500,2007,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,First-Line Supervisors of Firefighting and Prevention Workers,4
388,DODGE,RAM 1500,2008,15001.0,1,1,60001 - 80000,U,Forties,UNITED STATES,"Arts, Communications, History, and Humanities Teachers, Postsecondary",4
390,DODGE,RAM 1500,2013,25001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,First-Line Supervisors of Transportation and Material Moving Workers,4
410,DODGE,RAM 1500,2010,20001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Control and Valve Installers and Repairers,4
412,DODGE,RAM 1500,2012,20001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,Computer Systems Analysts,4
416,DODGE,RAM 1500,2011,30001.0,1,0,?,M,Fifties,UNITED STATES,Property Appraisers and Assessors,4
422,DODGE,RAM 2500,2008,15001.0,0,0,?,M,Forties,UNITED STATES,Media and Communication Workers,4
432,DODGE,RAM 1500,2007,10001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Chemical Equipment Operators and Tenders,4
434,DODGE,RAM 1500,2011,20001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Logisticians,4
438,DODGE,RAM 1500,2012,30001.0,1,1,120001 - 140000,U,Thirties,UNITED STATES,Compensation and Benefits Managers,4
439,DODGE,RAM 1500,2006,10001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Locksmiths and Safe Repairers,4
446,DODGE,RAM 1500,2012,35001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Human Resources Specialists,4
454,DODGE,RAM 1500,2010,20001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
464,DODGE,RAM 1500,2008,20001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Plant and System Operators,4
470,DODGE,RAM 1500,2005,10001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,Architecture and Engineering Occupations,4
477,DODGE,RAM 1500,2009,25001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Physical Therapist Assistants and Aides,4
497,DODGE,RAM 1500,2012,10001.0,0,1,200001+,M,Thirties,UNITED STATES,Family Medicine Physicians,4
525,DODGE,RAM 1500,2006,15001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,Passenger Vehicle Drivers,4
528,DODGE,RAM 1500,2010,20001.0,1,1,100001 - 120000,M,Fifties,UNITED STATES,Computer Network Architects,4
536,DODGE,RAM 1500,2013,35001.0,1,1,200001+,M,Fifties,UNITED STATES,Family Medicine Physicians,4
539,DODGE,RAM 1500,2009,20001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,Nurse Practitioners,4
542,DODGE,DAKOTA,2011,20001.0,0,1,20001 - 40000,M,Sixties,UNITED STATES,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4
547,DODGE,RAM 1500,2008,20001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Property Appraisers and Assessors,4
551,DODGE,RAM 1500,2012,25001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Broadcast Technicians,4
552,DODGE,RAM 3500,2007,35001.0,1,1,0 - 20000,M,Forties,UNITED STATES,"Educational Instruction and Library Workers, All Other",4
553,DODGE,RAM 1500,2012,20001.0,0,1,0 - 20000,M,Thirties,UNITED STATES,"Gambling Service Workers, All Other",4
557,DODGE,RAM 1500,2008,15001.0,1,0,60001 - 80000,M,Twenties,UNITED STATES,"Lighting Technicians and Media and Communication Equipment Workers, All Other",4
559,DODGE,RAM 2500,2010,30001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,"Social Scientists and Related Workers, All Other",4
560,DODGE,RAM 1500,2004,10001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Web Developers and Digital Interface Designers,4
561,DODGE,RAM 1500,2006,15001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Home Health and Personal Care Aides,4
570,DODGE,RAM 1500,2010,15001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Credit Counselors,4
575,DODGE,RAM 1500,2011,20001.0,0,0,60001 - 80000,M,Twenties,UNITED STATES,Miscellaneous Healthcare Diagnosing or Treating Practitioners,4
602,DODGE,RAM 1500,2007,20001.0,0,0,60001 - 80000,M,Forties,UNITED STATES,Foresters,4
605,DODGE,RAM 1500,2007,25001.0,0,1,120001 - 140000,M,Forties,UNITED STATES,Purchasing Managers,4
614,DODGE,RAM 1500,2010,25001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Meeting, Convention, and Event Planners",4
617,DODGE,RAM 1500,2011,15001.0,0,1,0 - 20000,M,Sixties,UNITED STATES,Sales and Related Occupations,4
623,DODGE,RAM 1500,2012,15001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,Other Sales and Related Workers,4
638,DODGE,RAM 1500,2012,25001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Diagnostic Medical Sonographers,4
639,DODGE,RAM 1500,2007,15001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Credit Counselors,4
644,DODGE,RAM 1500,2009,20001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,"History Teachers, Postsecondary",4
648,DODGE,RAM 1500,2005,15001.0,1,1,120001 - 140000,M,Twenties,UNITED STATES,Astronomers and Physicists,4
649,DODGE,RAM 1500,2010,15001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,"Communications Teachers, Postsecondary",4
657,DODGE,RAM 2500,2005,25001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,"Miscellaneous Installation, Maintenance, and Repair Workers",4
658,DODGE,RAM 1500,2012,20001.0,1,0,?,M,Forties,UNITED STATES,Real Estate Sales Agents,4
672,DODGE,RAM 1500,2013,20001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Drywall and Ceiling Tile Installers,4
683,DODGE,RAM 1500,2011,20001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,"Eligibility Interviewers, Government Programs",4
695,DODGE,RAM 1500,2011,25001.0,1,1,120001 - 140000,M,Thirties,UNITED STATES,Natural Sciences Managers,4
710,DODGE,RAM 1500,2003,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Audio and Video Technicians,4
730,DODGE,RAM 1500,2006,10001.0,0,0,20001 - 40000,M,Thirties,UNITED STATES,File Clerks,4
732,DODGE,RAM 1500,2008,10001.0,0,1,20001 - 40000,U,Forties,UNITED STATES,"Teaching Assistants, Except Postsecondary",4
748,DODGE,RAM 1500,2012,30001.0,0,1,0 - 20000,M,Sixties,UNITED STATES,Sales and Related Occupations,4
751,DODGE,RAM 1500,2013,20001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,"Sales Representatives, Wholesale and Manufacturing",4
756,DODGE,RAM 1500,2004,10001.0,0,0,?,M,Thirties,UNITED STATES,Food Scientists and Technologists,4
758,DODGE,RAM 1500,2012,20001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Billing and Posting Clerks,4
760,DODGE,RAM 2500,2012,35001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,First-Line Supervisors of Police and Detectives,4
768,DODGE,RAM 1500,2008,20001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Registered Nurses,4
776,DODGE,RAM 1500,2012,20001.0,0,1,0 - 20000,M,Forties,UNITED STATES,Home Health and Personal Care Aides,4
777,GMC,CANYON,2012,15001.0,0,1,40001 - 60000,M,Seventies,UNITED STATES,Rail-Track Laying and Maintenance Equipment Operators,4
784,GMC,SONOMA,2003,10001.0,0,1,60001 - 80000,M,Sixties,UNITED STATES,Instructional Coordinators,4
786,DODGE,RAM 1500,2011,10001.0,0,1,160001 - 180000,M,Forties,UNITED STATES,"Pediatricians, General",4
801,DODGE,RAM 1500,2009,25001.0,1,0,?,M,Forties,UNITED STATES,"Textile, Apparel, and Furnishings Workers, All Other",4
811,GMC,CANYON,2008,15001.0,1,0,20001 - 40000,M,Thirties,UNITED STATES,"Butchers and Other Meat, Poultry, and Fish Processing Workers",4
815,DODGE,RAM 1500,2013,25001.0,1,0,100001 - 120000,M,Thirties,UNITED STATES,Aerospace Engineers,4
819,DODGE,RAM 1500,2010,20001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Farm and Home Management Educators,4
820,DODGE,RAM 1500,2007,15001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Dietetic Technicians,4
821,DODGE,RAM 1500,2006,20001.0,1,0,200001+,M,Twenties,UNITED STATES,Family Medicine Physicians,4
824,DODGE,RAM 1500,2008,15001.0,0,0,?,M,HundredPlus,UNITED STATES,Database Administrators and Architects,4
826,DODGE,RAM 1500,2006,10001.0,1,0,20001 - 40000,M,Twenties,UNITED STATES,Security Guards,4
829,DODGE,RAM 1500,2005,10001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,Stonemasons,4
830,DODGE,RAM 1500,2011,30001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Legal Occupations,4
832,DODGE,DAKOTA,2009,15001.0,0,1,100001 - 120000,M,Twenties,UNITED STATES,Electrical and Electronics Engineers,4
837,DODGE,RAM 2500,2007,25001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,Personal Appearance Workers,4
839,DODGE,RAM 1500,2012,35001.0,1,0,?,M,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
846,DODGE,RAM 1500,2005,10001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,"Office Clerks, General",4
864,DODGE,RAM 1500,2012,20001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Computer and Information Analysts,4
892,DODGE,RAM 1500,2009,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Healthcare Practitioners and Technical Occupations,4
893,DODGE,RAM 1500,2011,30001.0,0,1,60001 - 80000,M,Sixties,UNITED STATES,Fire Inspectors and Investigators,4
896,DODGE,RAM 1500,2007,10001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Chiropractors,4
913,DODGE,RAM 1500,2004,15001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4
914,DODGE,RAM 1500,2008,20001.0,0,0,?,M,Fifties,UNITED STATES,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
920,DODGE,RAM 2500,2010,20001.0,0,0,40001 - 60000,M,Twenties,UNITED STATES,Miscellaneous Educational Instruction and Library Workers,4
921,DODGE,RAM 1500,2004,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Laundry and Dry-Cleaning Workers,4
945,DODGE,RAM 1500,2006,15001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",4
946,DODGE,RAM 1500,2010,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Cooks and Food Preparation Workers,4
956,DODGE,RAM 1500,2011,20001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Solar Photovoltaic Installers,4
963,DODGE,RAM 3500,2010,40001.0,1,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,4
965,DODGE,DAKOTA,2011,15001.0,1,0,0 - 20000,M,Fifties,UNITED STATES,Photographers,4
966,DODGE,RAM 3500,2006,30001.0,1,1,140001 - 160000,U,Twenties,UNITED STATES,"Airline Pilots, Copilots, and Flight Engineers",4
981,DODGE,RAM 1500,2007,15001.0,1,1,80001 - 100000,U,Forties,UNITED STATES,Environmental Engineers,4
985,DODGE,RAM 1500,2013,20001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Statistical Assistants,4
991,DODGE,RAM 1500,2012,15001.0,1,0,?,M,Forties,UNITED STATES,Phlebotomists,4
994,DODGE,RAM 1500,2007,20001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,First-Line Supervisors of Office and Administrative Support Workers,4
1001,DODGE,DAKOTA,2006,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Cost Estimators,4
1009,DODGE,RAM 1500,2007,15001.0,0,0,?,M,Thirties,UNITED STATES,Audio and Video Technicians,4
1010,DODGE,RAM 1500,2010,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Other Installation, Maintenance, and Repair Occupations",4
1013,DODGE,RAM 1500,2012,25001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,"Drafters, Engineering Technicians, and Mapping Technicians",4
1014,DODGE,RAM 1500,2010,20001.0,1,0,?,M,Thirties,UNITED STATES,Construction Managers,4
1020,DODGE,RAM 1500,2012,20001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",4
1036,DODGE,RAM 3500,2012,45001.0,1,1,160001 - 180000,M,Forties,UNITED STATES,"Pediatricians, General",4
1045,DODGE,RAM 1500,2013,35001.0,0,0,?,M,Sixties,UNITED STATES,Medical Secretaries and Administrative Assistants,4
1046,DODGE,RAM 1500,2008,15001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,Civil Engineers,4
1060,DODGE,RAM 1500,2006,15001.0,1,0,0 - 20000,M,Sixties,UNITED STATES,"Packers and Packagers, Hand",4
1064,DODGE,RAM 1500,2012,25001.0,1,1,80001 - 100000,M,UnderTwenty,UNITED STATES,"Geoscientists, Except Hydrologists and Geographers",4
1080,DODGE,RAM 1500,2010,20001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,Sales Engineers,4
1086,DODGE,RAM 1500,2011,20001.0,1,1,40001 - 60000,M,Fifties,UNITED STATES,Computer Numerically Controlled Tool Operators,4
1109,GMC,CANYON,2008,10001.0,0,1,?,M,Sixties,UNITED STATES,Healthcare Diagnosing or Treating Practitioners,4
1114,DODGE,RAM 1500,2011,15001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,Passenger Attendants,4
1118,DODGE,RAM 1500,2006,15001.0,1,1,160001 - 180000,U,Fifties,UNITED STATES,Nurse Anesthetists,4
1123,DODGE,RAM 1500,2006,10001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Management Occupations,4
1129,DODGE,RAM 1500,2012,20001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Office and Administrative Support Workers, All Other",4
1139,DODGE,RAM 1500,2011,25001.0,1,0,?,U,Thirties,UNITED STATES,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",4
1142,DODGE,RAM 2500,2012,35001.0,0,0,40001 - 60000,M,Twenties,UNITED STATES,"Rail Yard Engineers, Dinkey Operators, and Hostlers",4
1143,DODGE,RAM 1500,2002,10001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,"Baggage Porters, Bellhops, and Concierges",4
1144,DODGE,RAM 1500,2013,20001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Motorcycle Mechanics,4
1147,DODGE,RAM 1500,2012,30001.0,0,0,?,M,Sixties,UNITED STATES,Brokerage Clerks,4
1153,DODGE,RAM 1500,2008,20001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,Construction and Building Inspectors,4
1154,GMC,SIERRA CLASSIC,2007,15001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Private Detectives and Investigators,4
1168,DODGE,RAM 1500,2010,25001.0,1,1,40001 - 60000,M,Fifties,UNITED STATES,Museum Technicians and Conservators,4
1183,DODGE,RAM 1500,2010,25001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Labor Relations Specialists,4
1186,DODGE,RAM 1500,2007,15001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,"Art, Drama, and Music Teachers, Postsecondary",4
1195,DODGE,RAM 1500,2008,15001.0,1,1,40001 - 60000,M,Fifties,UNITED STATES,Real Estate Brokers,4
1204,DODGE,RAM 1500,2011,20001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Computer Numerically Controlled Tool Operators,4
1207,DODGE,RAM 1500,2003,15001.0,0,0,20001 - 40000,M,Twenties,UNITED STATES,Cabinetmakers and Bench Carpenters,4
1226,DODGE,RAM 1500,2005,15001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,"Baggage Porters, Bellhops, and Concierges",4
1235,DODGE,RAM 1500,2004,10001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",4
1247,DODGE,RAM 1500,2012,20001.0,0,0,60001 - 80000,M,Forties,UNITED STATES,Ship Engineers,4
1249,DODGE,RAM 1500,2013,25001.0,0,1,40001 - 60000,U,Twenties,UNITED STATES,"Eligibility Interviewers, Government Programs",4
1257,DODGE,RAM 1500,2009,20001.0,0,1,0 - 20000,M,Sixties,UNITED STATES,Dishwashers,4
1262,DODGE,RAM 1500,2012,35001.0,0,0,80001 - 100000,M,Forties,UNITED STATES,"Social Scientists and Related Workers, All Other",4
1265,DODGE,RAM 1500,2008,10001.0,0,1,140001 - 160000,M,Thirties,UNITED STATES,Computer and Information Systems Managers,4
1279,DODGE,RAM 1500,2005,10001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,Sales Engineers,4
1282,DODGE,DAKOTA,2008,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Massage Therapists,4
1285,DODGE,RAM 1500,2009,15001.0,0,1,100001 - 120000,M,Twenties,UNITED STATES,Mathematicians,4
1288,DODGE,RAM 1500,2011,20001.0,1,0,80001 - 100000,M,Thirties,UNITED STATES,Atmospheric and Space Scientists,4
1307,DODGE,RAM 1500,2008,15001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,Legislators,4
1310,DODGE,RAM 3500,2009,30001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Museum Technicians and Conservators,4
1319,DODGE,RAM 1500,2010,20001.0,0,1,20001 - 40000,M,Fifties,UNITED STATES,Waiters and Waitresses,4
1324,DODGE,RAM 1500,2005,10001.0,1,1,20001 - 40000,M,UnderTwenty,UNITED STATES,File Clerks,4
1334,DODGE,RAM 1500,2008,15001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,Agricultural Inspectors,4
1338,DODGE,RAM 1500,2012,20001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Fish and Game Wardens,4
1344,DODGE,RAM 1500,2011,30001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,Chemical Equipment Operators and Tenders,4
1361,DODGE,RAM 1500,2008,20001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Speech-Language Pathologists,4
1366,DODGE,RAM 1500,2005,15001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,"Television, Video, and Film Camera Operators and Editors",4
1367,DODGE,RAM 1500,2007,15001.0,1,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,4
1382,DODGE,RAM 1500,2012,20001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Credit Counselors,4
1385,DODGE,RAM 1500,2011,30001.0,0,0,60001 - 80000,M,Sixties,UNITED STATES,"Career/Technical Education Teachers, Middle School",4
1390,DODGE,RAM 1500,2006,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Woodworking Machine Setters, Operators, and Tenders",4
1391,DODGE,RAM 1500,2010,10001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Insulation Workers, Floor, Ceiling, and Wall",4
1398,DODGE,RAM 1500,2007,15001.0,1,0,?,M,Thirties,UNITED STATES,"Dentists, All Other Specialists",4
1404,DODGE,DAKOTA,2010,20001.0,1,1,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,4
1405,DODGE,RAM 2500,2006,25001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,Financial Specialists,4
1411,DODGE,RAM 1500,2012,15001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Cashiers,4
1415,DODGE,RAM 1500,2011,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Supervisors of Sales Workers,4
1454,DODGE,RAM 1500,2009,25001.0,0,0,?,M,Thirties,UNITED STATES,Lodging Managers,4
1456,DODGE,RAM 1500,2011,20001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Motorboat Operators,4
1459,GMC,CANYON,2011,15001.0,0,0,?,M,Sixties,UNITED STATES,"Claims Adjusters, Examiners, and Investigators",4
1461,DODGE,RAM 2500,2011,25001.0,1,1,0 - 20000,M,Thirties,UNITED STATES,Parking Attendants,4
1472,DODGE,RAM 1500,2008,15001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,"News Analysts, Reporters and Journalists",4
1475,DODGE,RAM 2500,2008,30001.0,0,1,40001 - 60000,U,Sixties,UNITED STATES,"Painters, Construction and Maintenance",4
1485,DODGE,RAM 2500,2012,25001.0,1,1,80001 - 100000,M,Sixties,UNITED STATES,Atmospheric and Space Scientists,4
