purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
LINCOLN,MKX,2010,25001.0,1,0,?,F,Thirties,UNITED STATES,Commercial and Industrial Designers,5
CADILLAC,SRX,2010,30001.0,1,0,120001 - 140000,M,Forties,UNITED STATES,Marketing and Sales Managers,5
CHEVROLET,SUBURBAN 1500,2008,20001.0,1,0,?,F,Thirties,UNITED STATES,Helpers--Electricians,5
TOYOTA,VENZA,2011,20001.0,1,0,120001 - 140000,F,Fifties,JAPAN,"Judges, Magistrate Judges, and Magistrates",5
HONDA,CR-V,2010,15001.0,1,0,?,F,Fifties,JAPAN,General Internal Medicine Physicians,5
LEXUS,RX 350,2010,25001.0,0,0,?,M,Twenties,JAPAN,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",5
NISSAN,MURANO,2010,20001.0,1,0,0 - 20000,M,Sixties,JAPAN,"Hotel, Motel, and Resort Desk Clerks",5
FORD,EXPLORER,2013,30001.0,0,0,?,M,Fifties,UNITED STATES,"Special Education Teachers, Preschool",5
HONDA,CR-V,2010,15001.0,0,0,?,F,Fifties,JAPAN,Broadcast Announcers and Radio Disc Jockeys,5
CHEVROLET,EQUINOX,2011,20001.0,0,0,?,F,Forties,UNITED STATES,Fish and Game Wardens,5
VOLVO,XC90,2008,15001.0,1,0,60001 - 80000,M,Forties,SWEDEN,Commercial and Industrial Designers,5
TOYOTA,FJ CRUISER,2011,25001.0,0,0,?,M,Forties,JAPAN,Photographic Process Workers and Processing Machine Operators,5
CHEVROLET,TRAVERSE,2011,20001.0,1,0,60001 - 80000,M,Forties,UNITED STATES,"Social Work Teachers, Postsecondary",5
FORD,EXPLORER,2010,25001.0,0,0,80001 - 100000,U,Eighties,UNITED STATES,Medical Scientists,5
TOYOTA,RAV4,2012,15001.0,0,0,?,F,Sixties,JAPAN,"Maintenance and Repair Workers, General",5
NISSAN,XTERRA,2011,20001.0,1,0,40001 - 60000,M,Twenties,JAPAN,Dredge Operators,5
FORD,EDGE,2012,25001.0,0,0,?,F,Forties,UNITED STATES,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5
JEEP,PATRIOT,2008,15001.0,1,0,0 - 20000,M,Sixties,UNITED STATES,Broadcast Announcers and Radio Disc Jockeys,5
AUDI,Q7,2008,30001.0,0,0,80001 - 100000,F,Thirties,GERMANY,Social Scientists and Related Workers,5
LEXUS,RX 350,2011,30001.0,1,0,?,M,Fifties,JAPAN,Database and Network Administrators and Architects,5
LEXUS,RX 350,2007,15001.0,0,0,20001 - 40000,U,Twenties,JAPAN,Tour and Travel Guides,5
JEEP,PATRIOT,2011,15001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,Waiters and Waitresses,5
NISSAN,ARMADA,2010,25001.0,1,0,?,F,Forties,JAPAN,"Insulation Workers, Floor, Ceiling, and Wall",5
LINCOLN,NAVIGATOR,2006,15001.0,0,0,?,M,Fifties,UNITED STATES,Public Relations and Fundraising Managers,5
LEXUS,RX 350,2010,30001.0,1,0,?,M,Seventies,JAPAN,Brokerage Clerks,5
CHRYSLER,ASPEN,2009,25001.0,0,0,80001 - 100000,F,Forties,UNITED STATES,Atmospheric and Space Scientists,5
BMW,X5,2010,30001.0,0,0,80001 - 100000,U,Fifties,GERMANY,Biochemists and Biophysicists,5
FORD,ESCAPE,2009,15001.0,0,0,?,M,Thirties,UNITED STATES,"Bookkeeping, Accounting, and Auditing Clerks",5
CHEVROLET,SUBURBAN 1500,2013,35001.0,0,0,?,M,Fifties,UNITED STATES,Web Developers and Digital Interface Designers,5
TOYOTA,HIGHLANDER HYBRID,2009,25001.0,1,0,80001 - 100000,F,Thirties,JAPAN,"Computer Science Teachers, Postsecondary",5
TOYOTA,RAV4,2011,20001.0,0,0,?,F,UnderTwenty,JAPAN,Miscellaneous Motor Vehicle Operators,5
NISSAN,PATHFINDER,2011,20001.0,0,0,100001 - 120000,M,Twenties,JAPAN,Human Resources Managers,5
GMC,TERRAIN,2012,25001.0,0,0,40001 - 60000,F,Fifties,UNITED STATES,"Bookkeeping, Accounting, and Auditing Clerks",5
NISSAN,ROGUE,2008,15001.0,1,0,100001 - 120000,M,Thirties,JAPAN,Sales Engineers,5
DODGE,NITRO,2008,15001.0,0,0,20001 - 40000,F,Twenties,UNITED STATES,Passenger Attendants,5
GMC,ACADIA,2009,20001.0,0,0,?,M,Forties,UNITED STATES,Rail Transportation Workers,5
NISSAN,ROGUE,2010,15001.0,0,0,?,F,Thirties,JAPAN,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",5
LEXUS,RX 350,2010,30001.0,0,0,100001 - 120000,M,Thirties,JAPAN,Aerospace Engineers,5
JEEP,PATRIOT,2012,15001.0,0,0,?,F,Thirties,UNITED STATES,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",5
NISSAN,ROGUE,2013,25001.0,0,0,?,F,Thirties,JAPAN,Waiters and Waitresses,5
FORD,ESCAPE,2012,20001.0,0,0,40001 - 60000,F,Fifties,UNITED STATES,Clinical Laboratory Technologists and Technicians,5
GMC,YUKON XL 1500,2007,20001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,Food Cooking Machine Operators and Tenders,5
HUMMER,H2,2009,45001.0,1,0,?,M,Thirties,UNITED STATES,Cutting Workers,5
TOYOTA,HIGHLANDER,2010,20001.0,0,0,60001 - 80000,F,Forties,JAPAN,"Project Management Specialists and Business Operations Specialists, All Other",5
BMW,X3,2009,25001.0,0,0,200001+,F,Sixties,GERMANY,General Internal Medicine Physicians,5
FORD,ESCAPE,2008,10001.0,1,0,?,F,Thirties,UNITED STATES,Dishwashers,5
VOLKSWAGEN,TIGUAN,2010,15001.0,0,0,60001 - 80000,U,Forties,GERMANY,"Electrical and Electronics Installers and Repairers, Transportation Equipment",5
FORD,ESCAPE,2011,15001.0,0,0,?,F,Fifties,UNITED STATES,Assemblers and Fabricators,5
CHEVROLET,SUBURBAN 1500,2011,30001.0,1,0,?,M,Forties,UNITED STATES,"Barbers, Hairdressers, Hairstylists and Cosmetologists",5
CADILLAC,SRX,2010,25001.0,1,0,?,F,Forties,UNITED STATES,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",5
CHEVROLET,HHR,2009,10001.0,0,0,40001 - 60000,F,Forties,UNITED STATES,Insurance Sales Agents,5
SUBARU,FORESTER,2010,15001.0,0,0,?,M,Fifties,JAPAN,Financial Managers,5
TOYOTA,RAV4,2008,15001.0,0,0,?,M,Twenties,JAPAN,Watch and Clock Repairers,5
CHEVROLET,TRAVERSE,2011,15001.0,1,0,140001 - 160000,M,Thirties,UNITED STATES,Dentists,5
TOYOTA,FJ CRUISER,2008,15001.0,0,0,?,F,Thirties,JAPAN,Detectives and Criminal Investigators,5
GMC,TERRAIN,2012,20001.0,0,0,?,M,Twenties,UNITED STATES,Broadcast Announcers and Radio Disc Jockeys,5
HONDA,PILOT,2011,25001.0,1,0,0 - 20000,M,Fifties,JAPAN,Physical Therapist Aides,5
HONDA,CR-V,2011,15001.0,1,0,?,F,Forties,JAPAN,Agricultural Workers,5
MITSUBISHI,OUTLANDER SPORT,2011,15001.0,1,0,?,F,Thirties,JAPAN,Helpers--Roofers,5
NISSAN,ROGUE,2012,20001.0,1,0,?,F,Fifties,JAPAN,"Pump Operators, Except Wellhead Pumpers",5
HONDA,CR-V,2008,15001.0,0,0,?,F,Fifties,JAPAN,Tapers,5
FORD,FREESTYLE,2006,10001.0,1,0,20001 - 40000,M,Forties,UNITED STATES,Home Health and Personal Care Aides,5
NISSAN,PATHFINDER,2009,15001.0,1,0,80001 - 100000,M,Thirties,JAPAN,Computer Programmers,5
FORD,EDGE,2011,20001.0,0,0,80001 - 100000,M,Forties,UNITED STATES,"Education Administrators, Kindergarten through Secondary",5
FORD,ESCAPE,2011,15001.0,1,0,?,M,Unknown,UNITED STATES,Chief Executives,5
NISSAN,MURANO,2009,20001.0,1,0,40001 - 60000,F,Twenties,JAPAN,"Financial Clerks, All Other",5
GMC,YUKON,2013,35001.0,0,0,?,M,Forties,UNITED STATES,Dining Room and Cafeteria Attendants and Bartender Helpers,5
NISSAN,ROGUE,2008,10001.0,0,0,80001 - 100000,U,Thirties,JAPAN,Database and Network Administrators and Architects,5
GMC,ACADIA,2010,30001.0,1,0,0 - 20000,F,Thirties,UNITED STATES,Childcare Workers,5
HONDA,CR-V,2010,20001.0,0,0,?,F,Twenties,JAPAN,Elevator and Escalator Installers and Repairers,5
GMC,ACADIA,2012,30001.0,0,0,?,M,Forties,UNITED STATES,"Political Science Teachers, Postsecondary",5
TOYOTA,RAV4,2010,15001.0,1,0,?,F,Sixties,JAPAN,Computer Hardware Engineers,5
ACURA,RDX,2010,25001.0,0,0,?,F,Seventies,JAPAN,Chemical Technicians,5
DODGE,NITRO,2011,15001.0,0,0,?,M,Thirties,UNITED STATES,Driver/Sales Workers,5
HUMMER,H3,2008,20001.0,0,0,40001 - 60000,U,Forties,UNITED STATES,"Credit Authorizers, Checkers, and Clerks",5
JEEP,GRAND CHEROKEE,2011,35001.0,1,0,0 - 20000,M,Twenties,UNITED STATES,Miscellaneous Religious Workers,5
LAND ROVER,RANGE ROVER SPORT,2013,65001.0,1,0,?,M,Forties,UNITED KINGDOM,Pharmacy Aides,5
FORD,ESCAPE,2010,15001.0,0,0,?,F,Fifties,UNITED STATES,Nuclear Technicians,5
HONDA,PILOT,2012,25001.0,0,0,?,U,Fifties,JAPAN,Billing and Posting Clerks,5
FORD,EXPLORER,2013,30001.0,1,0,0 - 20000,M,Thirties,UNITED STATES,Passenger Attendants,5
JEEP,PATRIOT,2008,10001.0,0,0,?,M,Thirties,UNITED STATES,"Communications Equipment Operators, All Other",5
ACURA,RDX,2007,20001.0,1,0,?,F,Seventies,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5
SUZUKI,GRAND VITARA,2013,15001.0,0,0,20001 - 40000,F,Thirties,JAPAN,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",5
INFINITI,FX37,2013,35001.0,1,0,?,M,Forties,JAPAN,Advertising Sales Agents,5
LINCOLN,MKX,2009,20001.0,0,0,80001 - 100000,F,Seventies,UNITED STATES,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",5
HONDA,CR-V,2011,20001.0,1,0,?,F,Fifties,JAPAN,"Sales and Related Workers, All Other",5
FORD,ESCAPE,2012,15001.0,0,0,?,F,Forties,UNITED STATES,"Library Assistants, Clerical",5
INFINITI,QX56,2010,35001.0,1,0,160001 - 180000,M,Forties,JAPAN,"Pediatricians, General",5
JEEP,GRAND CHEROKEE,2013,30001.0,1,0,120001 - 140000,F,Forties,UNITED STATES,Podiatrists,5
MAZDA,CX-9,2012,20001.0,1,0,60001 - 80000,M,Forties,JAPAN,Insurance Underwriters,5
FORD,ESCAPE,2012,15001.0,1,0,?,F,Thirties,UNITED STATES,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",5
INFINITI,JX35,2013,35001.0,1,0,80001 - 100000,M,Fifties,JAPAN,"Transportation, Storage, and Distribution Managers",5
TOYOTA,RAV4,2009,15001.0,1,0,?,M,Fifties,JAPAN,Athletes and Sports Competitors,5
DODGE,JOURNEY,2012,20001.0,0,0,0 - 20000,F,Twenties,UNITED STATES,Broadcast Announcers and Radio Disc Jockeys,5
NISSAN,JUKE,2012,20001.0,0,0,?,F,Forties,JAPAN,Material Moving Workers,5
NISSAN,ROGUE,2011,20001.0,1,0,20001 - 40000,F,Forties,JAPAN,"Food Servers, Nonrestaurant",5
JEEP,GRAND CHEROKEE,2011,25001.0,0,0,?,M,Thirties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5
HONDA,CR-V,2009,15001.0,0,0,?,F,Twenties,JAPAN,Carpenters,5
FORD,ESCAPE,2013,20001.0,1,0,40001 - 60000,F,Forties,UNITED STATES,"Material Recording, Scheduling, Dispatching, and Distributing Workers",5
BMW,X5,2007,25001.0,1,0,0 - 20000,M,Fifties,GERMANY,Motion Picture Projectionists,5
HONDA,CR-V,2012,25001.0,1,0,0 - 20000,F,Eighties,JAPAN,Craft Artists,5
DODGE,DURANGO,2013,25001.0,0,0,?,M,Fifties,UNITED STATES,Private Detectives and Investigators,5
GMC,TERRAIN,2013,25001.0,1,0,80001 - 100000,F,Fifties,UNITED STATES,Materials Scientists,5
NISSAN,ROGUE,2010,15001.0,0,0,0 - 20000,F,Forties,JAPAN,"Farmworkers, Farm, Ranch, and Aquacultural Animals",5
JEEP,GRAND CHEROKEE,2011,25001.0,1,0,?,M,Forties,UNITED STATES,Advertising Sales Agents,5
TOYOTA,VENZA,2012,15001.0,1,0,20001 - 40000,M,Fifties,JAPAN,Stockers and Order Fillers,5
JEEP,COMPASS,2011,15001.0,1,0,80001 - 100000,F,Twenties,UNITED STATES,Atmospheric and Space Scientists,5
NISSAN,ROGUE,2009,15001.0,0,0,0 - 20000,F,Seventies,JAPAN,Miscellaneous Protective Service Workers,5
CHEVROLET,EQUINOX,2012,20001.0,1,0,0 - 20000,M,Twenties,UNITED STATES,Coaches and Scouts,5
MITSUBISHI,OUTLANDER,2007,10001.0,0,0,40001 - 60000,F,Twenties,JAPAN,Word Processors and Typists,5
CHEVROLET,EQUINOX,2011,15001.0,1,0,60001 - 80000,M,Thirties,UNITED STATES,Radiologic Technologists and Technicians,5
AUDI,Q5,2010,25001.0,1,0,?,M,Forties,GERMANY,"Math and Computer Science Teachers, Postsecondary",5
FORD,EDGE,2011,25001.0,1,0,?,F,Twenties,UNITED STATES,"Clinical, Counseling, and School Psychologists",5
LEXUS,RX 400H,2007,20001.0,1,0,0 - 20000,M,Sixties,JAPAN,Building Cleaning Workers,5
JEEP,PATRIOT,2009,10001.0,1,0,200001+,M,Fifties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5
FORD,ESCAPE,2010,15001.0,1,0,?,M,Fifties,UNITED STATES,Subway and Streetcar Operators,5
LEXUS,RX 350,2007,15001.0,1,0,?,M,Thirties,JAPAN,Computer and Information Research Scientists,5
FORD,EXPLORER,2012,25001.0,0,0,200001+,M,Forties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",5
FORD,ESCAPE,2013,20001.0,0,0,?,F,Unknown,UNITED STATES,Surveyors,5
SUBARU,FORESTER,2010,15001.0,1,0,?,U,Sixties,JAPAN,Family Medicine Physicians,5
NISSAN,XTERRA,2012,20001.0,1,0,?,M,Sixties,JAPAN,"Models, Demonstrators, and Product Promoters",5
TOYOTA,FJ CRUISER,2012,25001.0,1,0,?,M,Thirties,JAPAN,"Telecommunications Equipment Installers and Repairers, Except Line Installers",5
HONDA,CR-V,2012,20001.0,0,0,?,F,Thirties,JAPAN,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",5
INFINITI,FX45,2006,25001.0,1,0,0 - 20000,U,Forties,JAPAN,Entertainment Attendants and Related Workers,5
FORD,ESCAPE,2008,10001.0,0,0,?,F,Seventies,UNITED STATES,"Production Workers, All Other",5
SUBARU,FORESTER,2011,20001.0,0,0,?,M,Twenties,JAPAN,Architectural and Engineering Managers,5
SUBARU,FORESTER,2007,10001.0,0,0,?,M,Fifties,JAPAN,Food Scientists and Technologists,5
FORD,EXPEDITION,2011,20001.0,0,0,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,5
ACURA,MDX,2007,15001.0,1,0,?,M,Twenties,JAPAN,Retail Sales Workers,5
TOYOTA,RAV4,2010,15001.0,0,0,0 - 20000,F,Forties,JAPAN,"Textile, Apparel, and Furnishings Workers, All Other",5
BUICK,ENCLAVE,2009,25001.0,1,0,?,M,Twenties,UNITED STATES,Insurance Underwriters,5
LEXUS,RX 350,2011,35001.0,0,0,?,M,Forties,JAPAN,Architectural and Engineering Managers,5
FORD,EXPEDITION,2010,25001.0,0,0,?,M,Twenties,UNITED STATES,Sociologists,5
NISSAN,ROGUE,2011,15001.0,0,0,20001 - 40000,U,Twenties,JAPAN,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,5
BMW,X5,2009,30001.0,1,0,?,M,Thirties,GERMANY,"Graders and Sorters, Agricultural Products",5
NISSAN,MURANO,2010,15001.0,1,0,40001 - 60000,F,Twenties,JAPAN,"Tax Examiners, Collectors and Preparers, and Revenue Agents",5
DODGE,JOURNEY,2010,20001.0,1,0,40001 - 60000,F,Sixties,UNITED STATES,"Credit Authorizers, Checkers, and Clerks",5
DODGE,DURANGO,2013,25001.0,1,0,40001 - 60000,M,Forties,UNITED STATES,Counselors,5
NISSAN,ROGUE,2010,15001.0,1,0,?,M,Fifties,JAPAN,Miscellaneous Food Processing Workers,5
NISSAN,ROGUE,2011,15001.0,1,0,20001 - 40000,F,Fifties,JAPAN,Textile Bleaching and Dyeing Machine Operators and Tenders,5
HONDA,CR-V,2007,10001.0,0,0,?,F,Twenties,JAPAN,Paralegals and Legal Assistants,5
FORD,EDGE,2011,20001.0,1,0,80001 - 100000,F,Fifties,UNITED STATES,Construction Managers,5
FORD,ESCAPE,2011,20001.0,0,0,?,F,Twenties,UNITED STATES,Insurance Underwriters,5
TOYOTA,RAV4,2012,25001.0,1,0,?,F,Seventies,JAPAN,Dietetic Technicians,5
FORD,ESCAPE,2011,15001.0,0,0,20001 - 40000,M,Sixties,UNITED STATES,Tellers,5
NISSAN,PATHFINDER,2012,20001.0,1,0,140001 - 160000,F,Forties,JAPAN,"Dentists, All Other Specialists",5
TOYOTA,RAV4,2010,15001.0,1,0,?,F,Twenties,JAPAN,"Miscellaneous Installation, Maintenance, and Repair Workers",5
LINCOLN,MKX,2011,30001.0,0,0,?,F,Sixties,UNITED STATES,Urban and Regional Planners,5
INFINITI,QX56,2011,45001.0,0,0,?,U,Thirties,JAPAN,Psychiatric Technicians,5
NISSAN,ROGUE,2010,10001.0,0,0,40001 - 60000,U,Twenties,JAPAN,"Meeting, Convention, and Event Planners",5
TOYOTA,RAV4,2010,15001.0,0,0,40001 - 60000,M,Fifties,JAPAN,Parking Enforcement Workers,5
FORD,ESCAPE,2011,15001.0,1,0,?,F,Fifties,UNITED STATES,Tour and Travel Guides,5
GMC,ACADIA,2012,25001.0,0,0,40001 - 60000,M,Thirties,UNITED STATES,Broadcast Technicians,5
GMC,YUKON,2007,10001.0,1,0,40001 - 60000,M,Thirties,UNITED STATES,Plasterers and Stucco Masons,5
JEEP,GRAND CHEROKEE,2013,25001.0,1,0,0 - 20000,F,Twenties,UNITED STATES,Other Teachers and Instructors,5
GMC,ACADIA,2011,25001.0,0,0,60001 - 80000,F,Thirties,UNITED STATES,Food Scientists and Technologists,5
FORD,ESCAPE,2013,20001.0,0,0,?,F,Sixties,UNITED STATES,Electrical Engineers,5
TOYOTA,SEQUOIA,2008,25001.0,0,0,0 - 20000,F,Forties,JAPAN,Animal Caretakers,5
FORD,ESCAPE,2010,20001.0,1,0,0 - 20000,F,Fifties,UNITED STATES,Other Food Preparation and Serving Related Workers,5
GMC,YUKON XL 1500,2013,35001.0,0,0,?,M,Thirties,UNITED STATES,Cooks and Food Preparation Workers,5
LEXUS,GX 460,2011,40001.0,1,0,40001 - 60000,F,Thirties,JAPAN,Insurance Sales Agents,5
VOLVO,XC60,2010,25001.0,1,0,60001 - 80000,F,Fifties,SWEDEN,Miscellaneous Plant and System Operators,5
GMC,YUKON,2007,30001.0,0,0,160001 - 180000,M,Forties,UNITED STATES,Nurse Anesthetists,5
TOYOTA,RAV4,2011,15001.0,0,0,?,F,Twenties,JAPAN,Medical and Health Services Managers,5
TOYOTA,4RUNNER,2008,15001.0,1,0,?,M,Thirties,JAPAN,Purchasing Managers,5
FORD,TAURUS X,2008,15001.0,0,0,0 - 20000,U,Thirties,UNITED STATES,Food Preparation Workers,5
DODGE,JOURNEY,2012,15001.0,1,0,?,M,Sixties,UNITED STATES,"Office Clerks, General",5
TOYOTA,HIGHLANDER HYBRID,2007,15001.0,0,0,0 - 20000,M,Fifties,JAPAN,Animal Caretakers,5
CADILLAC,ESCALADE,2007,20001.0,0,0,0 - 20000,F,Forties,UNITED STATES,Cashiers,5
TOYOTA,HIGHLANDER,2010,20001.0,1,0,60001 - 80000,M,Forties,JAPAN,"Postsecondary Teachers, All Other",5
JEEP,GRAND CHEROKEE,2010,20001.0,1,0,?,M,Twenties,UNITED STATES,"Welding, Soldering, and Brazing Workers",5
TOYOTA,RAV4,2010,20001.0,1,0,?,F,Fifties,JAPAN,Teaching Assistants,5
HONDA,PILOT,2008,20001.0,1,0,60001 - 80000,F,Forties,JAPAN,Miscellaneous Plant and System Operators,5
VOLVO,XC70,2011,25001.0,1,0,?,M,Sixties,SWEDEN,"Insurance Appraisers, Auto Damage",5
CHEVROLET,SUBURBAN 1500,2012,30001.0,0,0,?,M,Sixties,UNITED STATES,Industrial-Organizational Psychologists,5
TOYOTA,4RUNNER,2011,25001.0,0,0,?,M,Twenties,JAPAN,Human Resources Managers,5
BUICK,ENCLAVE,2012,30001.0,0,0,?,M,Forties,UNITED STATES,"Claims Adjusters, Examiners, and Investigators",5
LEXUS,RX 350,2009,25001.0,0,0,?,U,Forties,JAPAN,Miscellaneous Educational Instruction and Library Workers,5
DODGE,JOURNEY,2012,15001.0,0,0,?,M,Twenties,UNITED STATES,Sociologists,5
MAZDA,CX-9,2010,20001.0,1,0,?,M,Sixties,JAPAN,Bus and Truck Mechanics and Diesel Engine Specialists,5
HONDA,CR-V,2011,15001.0,0,0,?,F,Thirties,JAPAN,Gambling Services Workers,5
NISSAN,ARMADA,2010,30001.0,1,0,?,M,Fifties,JAPAN,Retail Sales Workers,5
PORSCHE,CAYENNE,2013,55001.0,0,0,?,F,Fifties,GERMANY,Glaziers,5
FORD,EXPEDITION,2008,15001.0,1,0,?,M,Thirties,UNITED STATES,"Transportation, Storage, and Distribution Managers",5
FORD,EDGE,2010,15001.0,1,0,40001 - 60000,M,Thirties,UNITED STATES,Educational Instruction and Library Occupations,5
VOLKSWAGEN,TIGUAN,2013,15001.0,1,0,?,M,Sixties,GERMANY,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",5
GMC,ACADIA,2008,20001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,Furniture Finishers,5
NISSAN,ROGUE,2010,15001.0,0,0,?,F,Sixties,JAPAN,Respiratory Therapists,5
CHEVROLET,TRAVERSE,2013,25001.0,1,0,?,M,Forties,UNITED STATES,Waiters and Waitresses,5
GMC,ACADIA,2007,15001.0,0,0,40001 - 60000,M,Thirties,UNITED STATES,"Painters, Construction and Maintenance",5
FORD,ESCAPE,2012,20001.0,1,0,?,F,Sixties,UNITED STATES,"Postsecondary Teachers, All Other",5
TOYOTA,RAV4,2010,20001.0,0,0,40001 - 60000,F,Twenties,JAPAN,Cement Masons and Concrete Finishers,5
ACURA,MDX,2010,30001.0,1,0,60001 - 80000,F,Thirties,JAPAN,"First-Line Supervisors of Mechanics, Installers, and Repairers",5
SATURN,VUE,2008,10001.0,1,0,20001 - 40000,U,Thirties,UNITED STATES,Healthcare Support Occupations,5
HONDA,CR-V,2009,20001.0,1,0,?,M,Forties,JAPAN,Family Medicine Physicians,5
HUMMER,H3,2009,20001.0,0,0,40001 - 60000,M,Twenties,UNITED STATES,Plasterers and Stucco Masons,5
CADILLAC,SRX,2011,20001.0,0,0,20001 - 40000,F,Forties,UNITED STATES,Shampooers,5
JEEP,COMPASS,2012,15001.0,1,0,40001 - 60000,F,Forties,UNITED STATES,Carpenters,5
FORD,EDGE,2011,15001.0,0,0,0 - 20000,U,Twenties,UNITED STATES,"Hotel, Motel, and Resort Desk Clerks",5
