,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
195,JEEP,WRANGLER,2008,20001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,First-Line Supervisors of Firefighting and Prevention Workers,4
203,JEEP,WRANGLER,2007,20001.0,0,1,140001 - 160000,F,Thirties,UNITED STATES,Computer and Information Systems Managers,4
214,FORD,MUSTANG,2007,10001.0,1,1,200001+,F,Thirties,UNITED STATES,Family Medicine Physicians,4
223,CHEVROLET,CAMARO,2010,25001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,"Mobile Heavy Equipment Mechanics, Except Engines",4
226,JEEP,WRANGLER,2008,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Accountants and Auditors,4
227,MERCEDES-BENZ,SLK300,2009,25001.0,0,1,40001 - 60000,F,Thirties,GERMANY,Educational Instruction and Library Occupations,4
239,VOLKSWAGEN,BEETLE,2008,10001.0,0,1,40001 - 60000,F,UnderTwenty,GERMANY,Riggers,4
251,VOLKSWAGEN,BEETLE,2009,10001.0,1,1,120001 - 140000,F,Fifties,GERMANY,"Advertising, Marketing, Promotions, Public Relations, and Sales Managers",4
259,VOLKSWAGEN,BEETLE,2013,15001.0,0,1,140001 - 160000,F,Thirties,GERMANY,Computer and Information Systems Managers,4
265,CHEVROLET,CAMARO,2011,20001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Health Technologists and Technicians,4
274,VOLKSWAGEN,BEETLE,2006,10001.0,0,1,40001 - 60000,F,Twenties,GERMANY,Reinforcing Iron and Rebar Workers,4
288,CHEVROLET,CAMARO,2013,20001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Woodworking Machine Setters, Operators, and Tenders",4
290,CHEVROLET,CORVETTE,2007,40001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Inspectors, Testers, Sorters, Samplers, and Weighers",4
298,JEEP,WRANGLER,2012,20001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Statisticians,4
305,VOLKSWAGEN,BEETLE,2009,15001.0,1,1,40001 - 60000,F,Sixties,GERMANY,Plasterers and Stucco Masons,4
307,MERCEDES-BENZ,E350,2008,20001.0,0,1,40001 - 60000,F,Sixties,GERMANY,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",4
315,JEEP,WRANGLER,2012,30001.0,1,1,140001 - 160000,F,Forties,UNITED STATES,Computer and Information Systems Managers,4
320,JEEP,WRANGLER,2011,20001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Tailors, Dressmakers, and Sewers",4
330,VOLKSWAGEN,BEETLE,2008,10001.0,1,1,0 - 20000,F,Forties,GERMANY,Food Preparation and Serving Related Occupations,4
333,VOLKSWAGEN,BEETLE,2010,15001.0,0,1,20001 - 40000,F,Twenties,GERMANY,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",4
338,MERCEDES-BENZ,E350,2009,30001.0,1,1,100001 - 120000,F,Nineties,GERMANY,Physician Assistants,4
342,JEEP,WRANGLER,2007,15001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Tax Examiners, Collectors and Preparers, and Revenue Agents",4
354,FORD,MUSTANG,2012,15001.0,0,1,80001 - 100000,F,Twenties,UNITED STATES,Marine Engineers and Naval Architects,4
363,MERCEDES-BENZ,E350,2010,30001.0,0,1,20001 - 40000,F,Forties,GERMANY,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",4
369,MERCEDES-BENZ,E350,2010,30001.0,0,1,100001 - 120000,F,Thirties,GERMANY,"Psychologists, All Other",4
373,CHEVROLET,CAMARO,2011,25001.0,1,1,160001 - 180000,F,Fifties,UNITED STATES,Nurse Anesthetists,4
376,JEEP,WRANGLER,2010,20001.0,1,1,40001 - 60000,U,Twenties,UNITED STATES,"Metal Furnace Operators, Tenders, Pourers, and Casters",4
386,FORD,MUSTANG,2012,20001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,"First-Line Supervisors of Mechanics, Installers, and Repairers",4
393,AUDI,A3,2006,15001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Dental Hygienists,4
396,VOLKSWAGEN,BEETLE,2008,15001.0,1,1,80001 - 100000,F,Forties,GERMANY,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",4
423,FORD,MUSTANG,2007,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,"Farmers, Ranchers, and Other Agricultural Managers",4
431,MERCEDES-BENZ,SLK350,2006,20001.0,1,1,200001+,F,Forties,GERMANY,General Internal Medicine Physicians,4
436,FORD,MUSTANG,2010,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Butchers and Meat Cutters,4
437,VOLKSWAGEN,BEETLE,2012,15001.0,0,1,40001 - 60000,F,Twenties,GERMANY,Tire Builders,4
439,VOLKSWAGEN,BEETLE,2007,10001.0,0,1,0 - 20000,U,Forties,GERMANY,"Textile, Apparel, and Furnishings Workers, All Other",4
450,CHEVROLET,CAMARO,2011,25001.0,0,1,60001 - 80000,U,Thirties,UNITED STATES,"Actors, Producers, and Directors",4
454,JEEP,WRANGLER,2013,20001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Elevator and Escalator Installers and Repairers,4
455,JEEP,WRANGLER,2013,30001.0,1,1,200001+,F,Fifties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
480,JEEP,WRANGLER,2013,25001.0,1,1,80001 - 100000,F,Fifties,UNITED STATES,Environmental Engineers,4
484,VOLKSWAGEN,BEETLE,2009,10001.0,1,1,20001 - 40000,F,Twenties,GERMANY,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",4
496,FORD,MUSTANG,2005,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Religious Workers, All Other",4
499,JEEP,WRANGLER,2012,20001.0,0,1,200001+,F,Forties,UNITED STATES,General Internal Medicine Physicians,4
508,MERCEDES-BENZ,E350,2011,35001.0,1,1,140001 - 160000,F,Thirties,GERMANY,Computer and Information Systems Managers,4
519,FORD,MUSTANG,2012,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Stonemasons,4
520,MERCEDES-BENZ,E350,2008,20001.0,0,1,80001 - 100000,F,Forties,GERMANY,"Business Teachers, Postsecondary",4
526,FORD,MUSTANG,2012,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Anthropologists and Archeologists,4
544,VOLKSWAGEN,BEETLE,2005,5001.0,0,1,20001 - 40000,F,Fifties,GERMANY,Miscellaneous Office and Administrative Support Workers,4
552,CHEVROLET,CAMARO,2013,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Driver/Sales Workers and Truck Drivers,4
558,CHEVROLET,CAMARO,2011,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Tire Repairers and Changers,4
564,FORD,MUSTANG,2012,15001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,Dredge Operators,4
569,JEEP,WRANGLER,2010,20001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Cashiers,4
577,FORD,MUSTANG,2007,20001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Probation Officers and Correctional Treatment Specialists,4
587,MERCEDES-BENZ,E350,2009,25001.0,1,1,80001 - 100000,F,Fifties,GERMANY,Occupational Therapists,4
606,VOLKSWAGEN,BEETLE,2008,10001.0,0,1,20001 - 40000,F,Sixties,GERMANY,"Electrical, Electronics, and Electromechanical Assemblers",4
622,CHEVROLET,CAMARO,2010,20001.0,1,1,40001 - 60000,U,Twenties,UNITED STATES,"Camera Operators, Television, Video, and Film",4
623,FORD,MUSTANG,2006,10001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,Loan Interviewers and Clerks,4
629,JEEP,WRANGLER,2010,20001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Information and Record Clerks,4
635,CHEVROLET,CAMARO,2011,20001.0,1,1,0 - 20000,F,Thirties,UNITED STATES,Motion Picture Projectionists,4
640,FORD,MUSTANG,2008,15001.0,1,1,0 - 20000,F,Fifties,UNITED STATES,Maids and Housekeeping Cleaners,4
647,VOLKSWAGEN,BEETLE,2010,10001.0,1,1,20001 - 40000,F,Fifties,GERMANY,"Helpers, Construction Trades",4
653,FORD,MUSTANG,2011,15001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",4
669,CHEVROLET,CAMARO,2011,30001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,Industrial Engineers,4
670,AUDI,TT,2009,25001.0,0,1,20001 - 40000,F,UnderTwenty,GERMANY,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",4
678,CHEVROLET,CAMARO,2012,25001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,"Farmers, Ranchers, and Other Agricultural Managers",4
681,FORD,MUSTANG,2005,10001.0,0,1,120001 - 140000,F,Thirties,UNITED STATES,Lawyers,4
683,JEEP,WRANGLER,2008,20001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Industrial Production Managers,4
685,FORD,MUSTANG,2008,10001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,"Social Sciences Teachers, Postsecondary",4
688,FORD,MUSTANG,2013,20001.0,0,1,140001 - 160000,F,Forties,UNITED STATES,"Dentists, General",4
689,JEEP,WRANGLER,2010,25001.0,0,1,80001 - 100000,U,Thirties,UNITED STATES,"Business Teachers, Postsecondary",4
691,VOLKSWAGEN,BEETLE,2003,10001.0,0,1,40001 - 60000,U,Twenties,GERMANY,Media and Communication Equipment Workers,4
692,CHEVROLET,CORVETTE,2011,30001.0,1,0,20001 - 40000,F,Forties,UNITED STATES,Gambling Cage Workers,4
699,JEEP,WRANGLER,2004,10001.0,0,1,20001 - 40000,F,Sixties,UNITED STATES,Agricultural Equipment Operators,4
704,JEEP,WRANGLER,2006,15001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Supervisors of Office and Administrative Support Workers,4
708,CHEVROLET,CAMARO,2012,25001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Bicycle Repairers,4
716,FORD,MUSTANG,2009,15001.0,1,0,20001 - 40000,F,Thirties,UNITED STATES,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",4
720,FORD,MUSTANG,2008,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Telephone Operators,4
725,JEEP,WRANGLER,2007,15001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,"Electrical, Electronic, and Electromechanical Assemblers, Except Coil Winders, Tapers, and Finishers",4
726,CHEVROLET,CORVETTE,2006,25001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Public Relations and Fundraising Managers,4
727,MERCEDES-BENZ,E350,2010,25001.0,0,1,60001 - 80000,F,Forties,GERMANY,Air Transportation Workers,4
738,VOLKSWAGEN,BEETLE,2004,10001.0,1,1,20001 - 40000,F,Thirties,GERMANY,"Pressers, Textile, Garment, and Related Materials",4
744,CHEVROLET,CAMARO,2012,20001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,"Chemistry Teachers, Postsecondary",4
748,VOLKSWAGEN,BEETLE,2010,15001.0,1,1,200001+,F,Fifties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
752,VOLKSWAGEN,BEETLE,2007,10001.0,0,0,0 - 20000,F,Fifties,GERMANY,"Farmworkers, Farm, Ranch, and Aquacultural Animals",4
762,VOLKSWAGEN,BEETLE,2009,15001.0,0,1,80001 - 100000,F,Thirties,GERMANY,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",4
767,VOLKSWAGEN,BEETLE,2005,10001.0,1,1,40001 - 60000,F,UnderTwenty,GERMANY,Designers,4
770,CHEVROLET,CAMARO,2010,25001.0,1,1,40001 - 60000,U,Thirties,UNITED STATES,Machinists,4
771,FORD,MUSTANG,2012,15001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,Food Preparation Workers,4
772,VOLVO,C70,2008,20001.0,1,1,80001 - 100000,F,Twenties,SWEDEN,Occupational Therapists,4
781,FORD,MUSTANG,2012,20001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,Insurance Claims and Policy Processing Clerks,4
787,MERCEDES-BENZ,E350,2008,20001.0,0,1,180001 - 200000,F,Thirties,GERMANY,Chief Executives,4
788,AUDI,A3,2010,20001.0,0,1,20001 - 40000,F,Twenties,GERMANY,"First-Line Supervisors of Personal Service and Entertainment and Recreation Workers, Except Gambling Services",4
797,JEEP,WRANGLER,2010,20001.0,0,1,60001 - 80000,U,Thirties,UNITED STATES,"Communications Teachers, Postsecondary",4
810,MERCEDES-BENZ,E350,2010,30001.0,0,1,80001 - 100000,F,Fifties,GERMANY,Physical Therapists,4
811,CHEVROLET,CAMARO,2013,25001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,"Drafters, All Other",4
813,FORD,MUSTANG,2012,15001.0,1,1,60001 - 80000,F,Fifties,UNITED STATES,Ship Engineers,4
814,JEEP,WRANGLER,2013,30001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,Buyers and Purchasing Agents,4
819,CHEVROLET,CAMARO,2011,20001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,Architecture and Engineering Occupations,4
828,VOLKSWAGEN,BEETLE,2012,15001.0,1,1,20001 - 40000,F,Thirties,GERMANY,Bartenders,4
829,VOLKSWAGEN,BEETLE,2008,10001.0,0,1,20001 - 40000,F,Forties,GERMANY,Phlebotomists,4
832,FORD,MUSTANG,2012,15001.0,1,1,180001 - 200000,F,Thirties,UNITED STATES,Chief Executives,4
841,MERCEDES-BENZ,E350,2010,30001.0,1,0,140001 - 160000,F,Fifties,GERMANY,"Dentists, All Other Specialists",4
865,VOLKSWAGEN,BEETLE,2007,10001.0,1,1,0 - 20000,F,Seventies,GERMANY,Broadcast Announcers and Radio Disc Jockeys,4
871,FORD,MUSTANG,2006,10001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Production, Planning, and Expediting Clerks",4
878,MERCEDES-BENZ,SLK350,2008,25001.0,1,1,0 - 20000,F,Sixties,GERMANY,"Agricultural Workers, All Other",4
880,FORD,MUSTANG,2007,10001.0,1,1,20001 - 40000,F,Fifties,UNITED STATES,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4
887,FORD,MUSTANG,2012,15001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,"Paving, Surfacing, and Tamping Equipment Operators",4
888,CHEVROLET,CAMARO,2010,20001.0,1,1,120001 - 140000,U,Twenties,UNITED STATES,Purchasing Managers,4
892,MERCEDES-BENZ,E350,2007,20001.0,0,1,40001 - 60000,F,Twenties,GERMANY,"Eligibility Interviewers, Government Programs",4
905,VOLKSWAGEN,BEETLE,2010,10001.0,0,1,0 - 20000,F,Forties,GERMANY,Broadcast Announcers and Radio Disc Jockeys,4
908,FORD,MUSTANG,2006,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Civil Engineers,4
909,FORD,MUSTANG,2010,15001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,Material Moving Workers,4
912,CHEVROLET,CAMARO,2012,20001.0,0,1,40001 - 60000,U,Twenties,UNITED STATES,"Morticians, Undertakers, and Funeral Arrangers",4
914,FORD,MUSTANG,2013,15001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,"Family and Consumer Sciences Teachers, Postsecondary",4
923,FORD,MUSTANG,2006,10001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,"Excavating and Loading Machine and Dragline Operators, Surface Mining",4
924,FORD,MUSTANG,2012,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Counter and Rental Clerks,4
932,FORD,MUSTANG,2008,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,"Logging Workers, All Other",4
936,JEEP,WRANGLER,2011,25001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Miscellaneous Assemblers and Fabricators,4
946,MERCEDES-BENZ,E350,2010,35001.0,0,1,20001 - 40000,F,Seventies,GERMANY,Broadcast Announcers and Radio Disc Jockeys,4
948,JEEP,WRANGLER,2011,20001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,"Transportation, Storage, and Distribution Managers",4
949,CHEVROLET,CAMARO,2011,25001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Amusement and Recreation Attendants,4
952,JEEP,WRANGLER,2009,20001.0,1,1,80001 - 100000,F,Fifties,UNITED STATES,Network and Computer Systems Administrators,4
959,JEEP,WRANGLER,2010,20001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Chiropractors,4
960,FORD,MUSTANG,2006,10001.0,0,1,0 - 20000,F,Twenties,UNITED STATES,Dishwashers,4
972,FORD,MUSTANG,2011,25001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,Network and Computer Systems Administrators,4
978,FORD,MUSTANG,2010,15001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,"Loading and Moving Machine Operators, Underground Mining",4
981,FORD,MUSTANG,2004,10001.0,1,1,0 - 20000,F,Twenties,UNITED STATES,Tour and Travel Guides,4
991,VOLVO,C70,2008,15001.0,0,1,20001 - 40000,F,Forties,SWEDEN,Legislators,4
992,CHEVROLET,CAMARO,2012,25001.0,0,1,40001 - 60000,F,Sixties,UNITED STATES,Fundraisers,4
997,CHEVROLET,CAMARO,2011,20001.0,0,1,100001 - 120000,F,Thirties,UNITED STATES,Human Resources Managers,4
1011,FORD,MUSTANG,2012,15001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,File Clerks,4
1012,JEEP,WRANGLER,2009,20001.0,0,1,100001 - 120000,F,Forties,UNITED STATES,Actuaries,4
1017,VOLKSWAGEN,BEETLE,2004,10001.0,0,1,60001 - 80000,F,Thirties,GERMANY,Funeral Home Managers,4
1021,JEEP,WRANGLER,2008,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Mobile Heavy Equipment Mechanics, Except Engines",4
1029,VOLKSWAGEN,BEETLE,2009,10001.0,0,0,140001 - 160000,F,Forties,GERMANY,Dentists,4
1030,VOLKSWAGEN,BEETLE,2010,15001.0,0,1,0 - 20000,F,Sixties,GERMANY,Bartenders,4
1033,PORSCHE,BOXSTER,2008,30001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Postmasters and Mail Superintendents,4
1038,CHEVROLET,CORVETTE,2007,40001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,"Textile, Apparel, and Furnishings Workers",4
1047,CHEVROLET,CAMARO,2011,25001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Food Scientists and Technologists,4
1054,FORD,MUSTANG,2012,15001.0,0,1,0 - 20000,F,Forties,UNITED STATES,Broadcast Announcers and Radio Disc Jockeys,4
1063,CHEVROLET,CAMARO,2011,20001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Automotive Technicians and Repairers,4
1064,FORD,MUSTANG,2004,10001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Elementary School Teachers, Except Special Education",4
1066,JEEP,WRANGLER,2010,25001.0,1,1,20001 - 40000,U,Twenties,UNITED STATES,Helpers--Extraction Workers,4
1067,FORD,MUSTANG,2012,15001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,Electrical and Electronic Engineering Technologists and Technicians,4
1074,AUDI,A3,2009,15001.0,1,1,60001 - 80000,U,Forties,GERMANY,Buyers and Purchasing Agents,4
1079,JEEP,WRANGLER,2007,15001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Genetic Counselors,4
1088,CHEVROLET,CAMARO,2011,30001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Cashiers,4
1100,CHEVROLET,CAMARO,2010,25001.0,1,0,140001 - 160000,F,Thirties,UNITED STATES,Architectural and Engineering Managers,4
1112,FORD,MUSTANG,2008,15001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,Environmental Scientists and Geoscientists,4
1117,FORD,MUSTANG,2010,15001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",4
1118,VOLKSWAGEN,BEETLE,2009,10001.0,1,1,0 - 20000,F,Fifties,GERMANY,"Cooks, All Other",4
1119,FORD,MUSTANG,2007,10001.0,1,1,0 - 20000,F,Thirties,UNITED STATES,"Tailors, Dressmakers, and Sewers",4
1122,CHEVROLET,CAMARO,2012,20001.0,1,1,60001 - 80000,U,Thirties,UNITED STATES,"Career/Technical Education Teachers, Secondary School",4
1131,VOLKSWAGEN,BEETLE,2007,10001.0,0,1,40001 - 60000,F,Sixties,GERMANY,Environmental Engineering Technologists and Technicians,4
1135,CHEVROLET,CAMARO,2013,20001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,New Accounts Clerks,4
1147,CHEVROLET,CAMARO,2010,25001.0,1,1,20001 - 40000,F,Fifties,UNITED STATES,Printing Press Operators,4
1160,JEEP,WRANGLER,2011,20001.0,0,1,100001 - 120000,F,Twenties,UNITED STATES,Training and Development Managers,4
1161,MERCEDES-BENZ,E350,2011,30001.0,1,1,0 - 20000,F,Sixties,GERMANY,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",4
1165,FORD,MUSTANG,2012,20001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,"Psychology Teachers, Postsecondary",4
1167,VOLKSWAGEN,BEETLE,2006,10001.0,0,1,20001 - 40000,F,Twenties,GERMANY,"Office and Administrative Support Workers, All Other",4
1172,CHEVROLET,CAMARO,2013,20001.0,0,1,100001 - 120000,F,Twenties,UNITED STATES,Economists,4
1174,FORD,MUSTANG,2008,15001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,"Sales and Related Workers, All Other",4
1176,FORD,MUSTANG,2012,15001.0,0,1,80001 - 100000,F,Twenties,UNITED STATES,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",4
1188,FORD,MUSTANG,2011,15001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Cabinetmakers and Bench Carpenters,4
1189,CHEVROLET,CAMARO,2010,20001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Material Moving Workers,4
1194,VOLKSWAGEN,BEETLE,2008,15001.0,1,1,20001 - 40000,F,Forties,GERMANY,"Miscellaneous Textile, Apparel, and Furnishings Workers",4
1202,JEEP,WRANGLER,2007,20001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,Miscellaneous Rail Transportation Workers,4
1206,VOLKSWAGEN,BEETLE,2008,10001.0,0,0,0 - 20000,F,Eighties,GERMANY,Building Cleaning Workers,4
1214,VOLKSWAGEN,BEETLE,2008,10001.0,1,1,60001 - 80000,F,Thirties,GERMANY,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4
