purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
PONTIAC,SOLSTICE,2006,15001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Librarians, Curators, and Archivists",0
HONDA,CIVIC,2012,15001.0,1,1,40001 - 60000,M,Fifties,JAPAN,Fundraisers,0
HONDA,CIVIC,2010,15001.0,0,1,20001 - 40000,F,Twenties,JAPAN,Printing Workers,0
HONDA,CIVIC,2010,10001.0,1,1,40001 - 60000,F,Thirties,JAPAN,"Entertainers and Performers, Sports and Related Workers",0
HONDA,CIVIC,2012,15001.0,1,1,20001 - 40000,F,Thirties,JAPAN,Couriers and Messengers,0
CHEVROLET,CAVALIER,2002,5001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Cooks, Restaurant",0
HONDA,CIVIC,2004,5001.0,1,1,20001 - 40000,F,Forties,JAPAN,Etchers and Engravers,0
HONDA,CIVIC,2008,10001.0,1,1,20001 - 40000,F,Twenties,JAPAN,"Office Clerks, General",0
HONDA,CIVIC,2006,10001.0,0,1,40001 - 60000,M,Twenties,JAPAN,"Community and Social Service Specialists, All Other",0
HONDA,CIVIC,2008,10001.0,0,1,20001 - 40000,M,Thirties,JAPAN,Animal Care and Service Workers,0
LINCOLN,ZEPHYR,2006,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,"Food Preparation and Serving Related Workers, All Other",0
HONDA,CIVIC,2010,10001.0,1,1,20001 - 40000,F,Twenties,JAPAN,Secretaries and Administrative Assistants,0
NISSAN,350Z,2005,20001.0,1,1,40001 - 60000,F,Thirties,JAPAN,Social Science Research Assistants,0
SCION,TC,2010,10001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Geological and Hydrologic Technicians,0
HONDA,CIVIC,2007,15001.0,1,1,20001 - 40000,F,Twenties,JAPAN,Medical Equipment Preparers,0
HYUNDAI,TIBURON,2006,10001.0,1,1,20001 - 40000,F,UnderTwenty,SOUTH KOREA,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0
HONDA,CIVIC,2007,10001.0,0,1,40001 - 60000,M,UnderTwenty,JAPAN,Clergy,0
HONDA,CIVIC,2005,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Craft Artists,0
HONDA,CIVIC,2009,10001.0,0,1,40001 - 60000,F,Fifties,JAPAN,"News Analysts, Reporters, and Journalists",0
HONDA,CIVIC,2003,5001.0,0,1,40001 - 60000,M,Fifties,JAPAN,Statistical Assistants,0
PONTIAC,G5,2007,5001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Material Moving Workers, All Other",0
HONDA,CIVIC,2007,10001.0,0,1,40001 - 60000,M,Forties,JAPAN,Farm and Home Management Educators,0
HONDA,CIVIC,2011,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,"Textile Cutting Machine Setters, Operators, and Tenders",0
HONDA,CIVIC,2006,10001.0,0,1,20001 - 40000,M,Fifties,JAPAN,"Library Assistants, Clerical",0
HONDA,CIVIC,2012,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Amusement and Recreation Attendants,0
HONDA,CIVIC,2010,15001.0,0,1,40001 - 60000,U,Twenties,JAPAN,Terrazzo Workers and Finishers,0
NISSAN,350Z,2004,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,"Tool Grinders, Filers, and Sharpeners",0
HONDA,CIVIC,2010,15001.0,1,1,40001 - 60000,F,Forties,JAPAN,Engine and Other Machine Assemblers,0
HONDA,CIVIC,2010,10001.0,1,1,20001 - 40000,M,Forties,JAPAN,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",0
SCION,TC,2006,10001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",0
HONDA,CIVIC,2009,10001.0,1,1,20001 - 40000,U,Twenties,JAPAN,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",0
HONDA,CIVIC,2010,10001.0,1,1,20001 - 40000,M,Fifties,JAPAN,Retail Salespersons,0
HONDA,CIVIC,2012,15001.0,0,1,40001 - 60000,F,UnderTwenty,JAPAN,Occupational Health and Safety Technicians,0
SCION,TC,2010,15001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Telephone Operators,0
HONDA,CIVIC,2010,10001.0,0,1,20001 - 40000,F,Fifties,JAPAN,"Textile, Apparel, and Furnishings Workers, All Other",0
HONDA,CIVIC,2009,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Meat, Poultry, and Fish Cutters and Trimmers",0
HONDA,CIVIC,2009,15001.0,1,1,0 - 20000,M,Forties,JAPAN,Crossing Guards and Flaggers,0
HONDA,CIVIC,2010,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Other Protective Service Workers,0
SCION,TC,2007,10001.0,0,1,40001 - 60000,M,UnderTwenty,UNITED STATES,Credit Counselors,0
SCION,TC,2008,15001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,Media and Communication Equipment Workers,0
NISSAN,350Z,2007,15001.0,1,1,20001 - 40000,M,Twenties,JAPAN,Other Food Preparation and Serving Related Workers,0
SATURN,SKY,2008,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Hearing Aid Specialists,0
HONDA,CIVIC,2008,10001.0,0,1,20001 - 40000,M,Forties,JAPAN,"Helpers--Installation, Maintenance, and Repair Workers",0
HONDA,CIVIC,2011,10001.0,0,1,20001 - 40000,F,Fifties,JAPAN,Ophthalmic Laboratory Technicians,0
HONDA,CIVIC,2011,15001.0,0,1,20001 - 40000,F,Forties,JAPAN,Automotive and Watercraft Service Attendants,0
HONDA,CIVIC,2008,10001.0,1,1,20001 - 40000,M,Fifties,JAPAN,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",0
NISSAN,350Z,2006,15001.0,0,1,20001 - 40000,U,Twenties,JAPAN,Miscellaneous Woodworkers,0
HONDA,CIVIC,2008,10001.0,1,1,20001 - 40000,U,Thirties,JAPAN,"Entertainment Attendants and Related Workers, All Other",0
HONDA,CIVIC,2004,10001.0,0,1,20001 - 40000,F,Fifties,JAPAN,Cabinetmakers and Bench Carpenters,0
SCION,TC,2011,15001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,"Supervisors of Farming, Fishing, and Forestry Workers",0
HONDA,CIVIC,2012,15001.0,0,1,20001 - 40000,F,Fifties,JAPAN,Broadcast Announcers and Radio Disc Jockeys,0
HONDA,CIVIC,2009,10001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Office and Administrative Support Occupations,0
HONDA,CIVIC,2006,10001.0,1,1,40001 - 60000,M,Twenties,JAPAN,Hearing Aid Specialists,0
HONDA,CIVIC,2012,15001.0,1,1,20001 - 40000,M,UnderTwenty,JAPAN,"Barbers, Hairdressers, Hairstylists and Cosmetologists",0
HONDA,CIVIC,2012,15001.0,0,1,20001 - 40000,F,Forties,JAPAN,Couriers and Messengers,0
HONDA,CIVIC,2010,10001.0,0,1,0 - 20000,U,Twenties,JAPAN,Motion Picture Projectionists,0
HONDA,CIVIC,2008,10001.0,0,1,0 - 20000,F,Twenties,JAPAN,Cooks and Food Preparation Workers,0
HONDA,CIVIC,2011,10001.0,1,1,40001 - 60000,F,Twenties,JAPAN,Probation Officers and Correctional Treatment Specialists,0
HONDA,CIVIC,2007,10001.0,1,1,0 - 20000,M,Twenties,JAPAN,Athletes and Sports Competitors,0
NISSAN,350Z,2007,20001.0,1,1,40001 - 60000,M,Thirties,JAPAN,"Eligibility Interviewers, Government Programs",0
HONDA,CIVIC,2012,10001.0,1,1,20001 - 40000,M,Twenties,JAPAN,"Opticians, Dispensing",0
NISSAN,350Z,2006,15001.0,0,1,80001 - 100000,M,Fifties,JAPAN,Administrative Services and Facilities Managers,0
HONDA,CIVIC,2010,10001.0,0,1,40001 - 60000,M,Twenties,JAPAN,First-Line Supervisors of Office and Administrative Support Workers,0
PONTIAC,GTO,2005,20001.0,1,1,120001 - 140000,M,Forties,UNITED STATES,Lawyers,0
HONDA,CIVIC,2010,10001.0,0,1,0 - 20000,F,Seventies,JAPAN,Motion Picture Projectionists,0
NISSAN,350Z,2004,15001.0,1,1,80001 - 100000,F,Twenties,JAPAN,Elevator and Escalator Installers and Repairers,0
HONDA,CIVIC,2013,15001.0,0,1,20001 - 40000,M,UnderTwenty,JAPAN,"Hotel, Motel, and Resort Desk Clerks",0
HONDA,CIVIC,2012,15001.0,0,1,40001 - 60000,M,Twenties,JAPAN,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",0
SCION,TC,2005,10001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Other Sales and Related Workers,0
SCION,TC,2007,10001.0,0,1,120001 - 140000,M,Forties,UNITED STATES,Pharmacists,0
HONDA,CIVIC,2010,10001.0,1,1,40001 - 60000,F,Twenties,JAPAN,"Human Resources Assistants, Except Payroll and Timekeeping",0
HONDA,CIVIC,2010,15001.0,0,1,20001 - 40000,F,Forties,JAPAN,"Pourers and Casters, Metal",0
SCION,TC,2012,15001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Gambling Surveillance Officers and Gambling Investigators,0
HONDA,CIVIC,2007,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0
SCION,TC,2006,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Models,0
HONDA,CIVIC,2010,10001.0,0,1,40001 - 60000,M,Thirties,JAPAN,Miscellaneous Rail Transportation Workers,0
HONDA,CIVIC,2010,10001.0,1,1,20001 - 40000,F,Thirties,JAPAN,Animal Trainers,0
HONDA,CIVIC,2012,20001.0,0,1,0 - 20000,F,Seventies,JAPAN,Other Transportation Workers,0
HONDA,CIVIC,2012,15001.0,1,1,40001 - 60000,F,Forties,JAPAN,Carpenters,0
NISSAN,350Z,2008,15001.0,1,1,40001 - 60000,M,Seventies,JAPAN,"Radio, Cellular, and Tower Equipment Installers and Repairers",0
SATURN,SKY,2008,15001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,Skincare Specialists,0
PONTIAC,GRAND AM,2004,5001.0,1,1,40001 - 60000,F,Fifties,UNITED STATES,"Plumbers, Pipefitters, and Steamfitters",0
PONTIAC,SOLSTICE,2006,10001.0,1,1,20001 - 40000,U,Forties,UNITED STATES,"Helpers, Construction Trades",0
HONDA,CIVIC,2011,10001.0,1,1,40001 - 60000,M,Fifties,JAPAN,"Patternmakers, Metal and Plastic",0
HONDA,CIVIC,2012,15001.0,1,1,20001 - 40000,F,Fifties,JAPAN,"Cutting and Slicing Machine Setters, Operators, and Tenders",0
HYUNDAI,TIBURON,2008,10001.0,1,1,40001 - 60000,M,Forties,SOUTH KOREA,Mechanical Door Repairers,0
HONDA,CIVIC,2008,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Manufactured Building and Mobile Home Installers,0
HONDA,CIVIC,2010,15001.0,0,1,0 - 20000,F,Twenties,JAPAN,Barbers,0
HONDA,CIVIC,2011,15001.0,1,1,40001 - 60000,F,Twenties,JAPAN,Forest and Conservation Technicians,0
CHRYSLER,CROSSFIRE SRT-6,2005,15001.0,0,1,120001 - 140000,M,Thirties,UNITED STATES,Marketing Managers,0
HONDA,CIVIC,2012,15001.0,0,1,20001 - 40000,F,Thirties,JAPAN,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",0
MERCEDES-BENZ,C240,2003,10001.0,1,1,20001 - 40000,M,Fifties,GERMANY,"Opticians, Dispensing",0
HONDA,CIVIC,2010,15001.0,0,1,0 - 20000,F,Seventies,JAPAN,Animal Care and Service Workers,0
HONDA,CIVIC,2012,15001.0,1,1,20001 - 40000,U,Twenties,JAPAN,Dental and Ophthalmic Laboratory Technicians and Medical Appliance Technicians,0
HONDA,CIVIC,2009,15001.0,0,1,20001 - 40000,M,UnderTwenty,JAPAN,Psychiatric Technicians,0
HONDA,CIVIC,2011,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Telemarketers,0
HONDA,CIVIC,2006,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic",0
LINCOLN,ZEPHYR,2006,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Graphic Designers,0
HONDA,CIVIC,2008,10001.0,1,1,0 - 20000,M,Twenties,JAPAN,"Pressers, Textile, Garment, and Related Materials",0
HYUNDAI,VELOSTER,2012,15001.0,1,1,0 - 20000,F,Forties,SOUTH KOREA,Sales and Related Occupations,0
MERCEDES-BENZ,C230,2004,15001.0,0,1,40001 - 60000,F,Thirties,GERMANY,Cement Masons and Concrete Finishers,0
HONDA,CIVIC,2009,10001.0,0,1,40001 - 60000,M,Forties,JAPAN,Lodging Managers,0
HONDA,CIVIC,2011,15001.0,0,1,0 - 20000,M,Twenties,JAPAN,"Motor Vehicle Operators, All Other",0
NISSAN,350Z,2006,15001.0,1,1,80001 - 100000,F,Fifties,JAPAN,Financial Examiners,0
HONDA,CIVIC,2010,10001.0,1,1,20001 - 40000,F,Twenties,JAPAN,New Accounts Clerks,0
HONDA,CIVIC,2010,15001.0,1,1,20001 - 40000,M,Twenties,JAPAN,"Office Clerks, General",0
SCION,TC,2008,10001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Other Protective Service Workers,0
NISSAN,350Z,2008,20001.0,1,1,120001 - 140000,M,Thirties,JAPAN,Astronomers and Physicists,0
NISSAN,350Z,2005,15001.0,1,1,20001 - 40000,M,Forties,JAPAN,New Accounts Clerks,0
HONDA,CIVIC,2010,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Helpers--Carpenters,0
HONDA,CIVIC,2009,10001.0,0,1,40001 - 60000,M,UnderTwenty,JAPAN,First-Line Supervisors of Building and Grounds Cleaning and Maintenance Workers,0
SATURN,SKY,2007,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Sales Representatives, Wholesale and Manufacturing",0
HONDA,CIVIC,2012,15001.0,0,1,20001 - 40000,F,Sixties,JAPAN,Gambling Cage Workers,0
HONDA,CIVIC,2010,10001.0,0,1,40001 - 60000,F,Twenties,JAPAN,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",0
HONDA,CIVIC,2010,15001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Dispatchers,0
HONDA,CIVIC,2006,10001.0,0,1,120001 - 140000,M,Forties,JAPAN,Petroleum Engineers,0
HONDA,CIVIC,2004,5001.0,0,1,20001 - 40000,M,Thirties,JAPAN,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",0
HONDA,CIVIC,2012,20001.0,0,1,40001 - 60000,M,Thirties,JAPAN,Occupational Health and Safety Technicians,0
HONDA,CIVIC,2010,10001.0,0,1,20001 - 40000,F,Forties,JAPAN,"Farming, Fishing, and Forestry Occupations",0
HONDA,CIVIC,2011,10001.0,0,1,40001 - 60000,F,Forties,JAPAN,Radio and Telecommunications Equipment Installers and Repairers,0
HONDA,CIVIC,2009,15001.0,0,1,40001 - 60000,F,Forties,JAPAN,Healthcare Social Workers,0
HONDA,CIVIC,2007,10001.0,0,1,20001 - 40000,F,Seventies,JAPAN,"Computer, Automated Teller, and Office Machine Repairers",0
HONDA,CIVIC,2012,10001.0,0,1,40001 - 60000,F,Twenties,JAPAN,Locksmiths and Safe Repairers,0
HONDA,CIVIC,2007,10001.0,0,1,20001 - 40000,F,Forties,JAPAN,Concierges,0
SCION,TC,2010,15001.0,0,1,20001 - 40000,U,Thirties,UNITED STATES,"Opticians, Dispensing",0
HONDA,CIVIC,2010,10001.0,1,1,160001 - 180000,F,Forties,JAPAN,"Pediatricians, General",0
HONDA,CIVIC,2008,10001.0,0,1,80001 - 100000,M,Twenties,JAPAN,Network and Computer Systems Administrators,0
HONDA,CIVIC,2009,10001.0,0,1,40001 - 60000,M,Twenties,JAPAN,"Morticians, Undertakers, and Funeral Arrangers",0
SCION,TC,2005,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Loan Interviewers and Clerks,0
HONDA,CIVIC,2006,10001.0,1,1,20001 - 40000,F,Twenties,JAPAN,Audiovisual Equipment Installers and Repairers,0
NISSAN,350Z,2007,15001.0,0,1,40001 - 60000,U,Thirties,JAPAN,"Miscellaneous Electrical and Electronic Equipment Mechanics, Installers, and Repairers",0
HONDA,CIVIC,2005,10001.0,1,1,20001 - 40000,F,Thirties,JAPAN,"Office Machine Operators, Except Computer",0
SCION,TC,2011,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Gambling and Sports Book Writers and Runners,0
HONDA,CIVIC,2007,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Tool Grinders, Filers, and Sharpeners",0
HONDA,CIVIC,2005,10001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Timing Device Assemblers and Adjusters,0
HONDA,CIVIC,2009,10001.0,1,1,40001 - 60000,M,UnderTwenty,JAPAN,Bus and Truck Mechanics and Diesel Engine Specialists,0
HYUNDAI,TIBURON,2006,10001.0,0,1,20001 - 40000,M,Twenties,SOUTH KOREA,Photographic Process Workers and Processing Machine Operators,0
HONDA,CIVIC,2008,10001.0,1,1,40001 - 60000,M,Forties,JAPAN,"Welding, Soldering, and Brazing Workers",0
JAGUAR,XJ8,2008,20001.0,1,1,20001 - 40000,M,Seventies,UNITED KINGDOM,Miscellaneous Construction and Related Workers,0
HONDA,CIVIC,2012,15001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Butchers and Other Meat, Poultry, and Fish Processing Workers",0
HONDA,CIVIC,2011,15001.0,0,1,40001 - 60000,M,Fifties,JAPAN,Water and Wastewater Treatment Plant and System Operators,0
NISSAN,350Z,2007,20001.0,0,1,40001 - 60000,M,Twenties,JAPAN,Automotive Technicians and Repairers,0
HONDA,CIVIC,2012,15001.0,0,1,20001 - 40000,U,Twenties,JAPAN,"Preschool Teachers, Except Special Education",0
PONTIAC,G5,2009,10001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Building Cleaning Workers, All Other",0
SCION,TC,2008,10001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Travel Agents,0
HONDA,CIVIC,2008,10001.0,0,1,0 - 20000,F,UnderTwenty,JAPAN,Passenger Attendants,0
HONDA,CIVIC,2012,15001.0,1,1,40001 - 60000,M,Thirties,JAPAN,"Meeting, Convention, and Event Planners",0
PONTIAC,GTO,2006,20001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",0
HONDA,CIVIC,2009,10001.0,1,1,20001 - 40000,M,Thirties,JAPAN,"Inspectors, Testers, Sorters, Samplers, and Weighers",0
HYUNDAI,TIBURON,2007,10001.0,0,1,20001 - 40000,M,Thirties,SOUTH KOREA,Industrial Truck and Tractor Operators,0
HONDA,CIVIC,2004,10001.0,0,1,20001 - 40000,U,Twenties,JAPAN,Correspondence Clerks,0
SCION,TC,2006,10001.0,0,1,40001 - 60000,M,UnderTwenty,UNITED STATES,Driver/Sales Workers and Truck Drivers,0
HONDA,CIVIC,2005,5001.0,1,1,40001 - 60000,M,Twenties,JAPAN,Hazardous Materials Removal Workers,0
HONDA,CIVIC,2012,15001.0,1,1,20001 - 40000,F,Forties,JAPAN,Broadcast Announcers and Radio Disc Jockeys,0
NISSAN,350Z,2004,15001.0,0,1,20001 - 40000,F,Fifties,JAPAN,Photographers,0
HONDA,CIVIC,2010,10001.0,0,1,0 - 20000,F,Twenties,JAPAN,"Graders and Sorters, Agricultural Products",0
HONDA,CIVIC,2011,15001.0,0,1,20001 - 40000,F,Thirties,JAPAN,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",0
SATURN,SKY,2008,15001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Couriers and Messengers,0
HONDA,CIVIC,2008,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,Construction Laborers,0
HYUNDAI,TIBURON,2008,10001.0,0,1,40001 - 60000,U,Fifties,SOUTH KOREA,Real Estate Brokers,0
HONDA,CIVIC,2008,10001.0,0,1,20001 - 40000,M,Fifties,JAPAN,"Cooks, All Other",0
HONDA,CIVIC,2010,10001.0,0,1,40001 - 60000,F,Thirties,JAPAN,"Loading and Moving Machine Operators, Underground Mining",0
HONDA,CIVIC,2010,15001.0,0,1,20001 - 40000,U,Fifties,JAPAN,Craft Artists,0
SCION,TC,2006,10001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Miscellaneous Production Workers,0
NISSAN,350Z,2006,15001.0,0,1,40001 - 60000,F,Forties,JAPAN,Firefighters,0
HONDA,CIVIC,2011,10001.0,1,1,20001 - 40000,F,Forties,JAPAN,Retail Sales Workers,0
HONDA,CIVIC,2013,15001.0,1,1,20001 - 40000,F,Forties,JAPAN,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic",0
NISSAN,350Z,2005,10001.0,0,1,40001 - 60000,M,Forties,JAPAN,Occupational Health and Safety Technicians,0
HONDA,CIVIC,2010,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Hosts and Hostesses, Restaurant, Lounge, and Coffee Shop",0
HONDA,CIVIC,2010,10001.0,0,1,0 - 20000,F,Sixties,JAPAN,Athletes and Sports Competitors,0
HONDA,CIVIC,2006,10001.0,0,1,20001 - 40000,F,Twenties,JAPAN,"Office Machine Operators, Except Computer",0
HONDA,CIVIC,2010,15001.0,1,1,0 - 20000,F,Sixties,JAPAN,Retail Salespersons,0
PONTIAC,GRAND AM,2004,10001.0,0,1,0 - 20000,F,Twenties,UNITED STATES,Couriers and Messengers,0
HONDA,CIVIC,2010,10001.0,1,1,20001 - 40000,M,Twenties,JAPAN,Bicycle Repairers,0
SCION,TC,2007,10001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Elevator and Escalator Installers and Repairers,0
HONDA,CIVIC,2009,10001.0,0,1,0 - 20000,F,Forties,JAPAN,Gambling Cage Workers,0
HONDA,CIVIC,2004,10001.0,1,1,20001 - 40000,M,Sixties,JAPAN,Cooks,0
HONDA,CIVIC,2008,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Bakers,0
SCION,TC,2009,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Animal Breeders,0
SCION,TC,2009,15001.0,0,1,40001 - 60000,U,Twenties,UNITED STATES,"Model Makers, Wood",0
NISSAN,350Z,2004,10001.0,0,1,0 - 20000,M,Thirties,JAPAN,Waiters and Waitresses,0
HONDA,CIVIC,2010,10001.0,0,1,20001 - 40000,U,Twenties,JAPAN,"Healthcare Support Workers, All Other",0
HONDA,CIVIC,2007,10001.0,0,1,40001 - 60000,M,Twenties,JAPAN,Loan Interviewers and Clerks,0
NISSAN,350Z,2003,15001.0,0,1,0 - 20000,M,Twenties,JAPAN,"Library Assistants, Clerical",0
SCION,TC,2012,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Laborers and Freight, Stock, and Material Movers, Hand",0
HONDA,CIVIC,2008,15001.0,1,1,40001 - 60000,M,Forties,JAPAN,"Pipelayers, Plumbers, Pipefitters, and Steamfitters",0
NISSAN,350Z,2006,15001.0,1,1,40001 - 60000,F,Thirties,JAPAN,First-Line Supervisors of Retail Sales Workers,0
HONDA,CIVIC,2012,15001.0,1,1,20001 - 40000,M,Twenties,JAPAN,"School Bus Monitors and Protective Service Workers, All Other",0
HONDA,CIVIC,2002,5001.0,0,1,0 - 20000,F,Twenties,JAPAN,"Cooks, All Other",0
HONDA,CIVIC,2010,10001.0,0,1,0 - 20000,M,Forties,JAPAN,Cooks and Food Preparation Workers,0
HONDA,CIVIC,2005,10001.0,0,1,20001 - 40000,M,UnderTwenty,JAPAN,Animal Trainers,0
HONDA,CIVIC,2008,10001.0,0,1,40001 - 60000,M,Twenties,JAPAN,Wellhead Pumpers,0
HONDA,CIVIC,2009,10001.0,1,1,40001 - 60000,F,Sixties,JAPAN,Construction and Extraction Occupations,0
NISSAN,350Z,2008,20001.0,0,1,40001 - 60000,F,Forties,JAPAN,"Title Examiners, Abstractors, and Searchers",0
HONDA,CIVIC,2010,10001.0,1,1,40001 - 60000,U,Thirties,JAPAN,Other Healthcare Practitioners and Technical Occupations,0
HONDA,CIVIC,2009,15001.0,0,1,20001 - 40000,M,Thirties,JAPAN,Food Processing Workers,0
HONDA,CIVIC,2008,10001.0,0,1,40001 - 60000,M,Thirties,JAPAN,Bus and Truck Mechanics and Diesel Engine Specialists,0
HONDA,CIVIC,2010,15001.0,0,1,20001 - 40000,M,Twenties,JAPAN,Photographic Process Workers and Processing Machine Operators,0
NISSAN,350Z,2005,15001.0,0,1,200001+,M,Sixties,JAPAN,General Internal Medicine Physicians,0
