,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
327,FORD,RANGER,2010,10001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,Materials Engineers,1
334,FORD,RANGER,2008,10001.0,0,0,?,M,Sixties,UNITED STATES,"Building Cleaning Workers, All Other",1
339,FORD,F250,2006,10001.0,0,0,40001 - 60000,M,Forties,UNITED STATES,Animal Breeders,1
342,FORD,F150,2004,10001.0,0,1,100001 - 120000,M,Fifties,UNITED STATES,"Law Teachers, Postsecondary",1
343,FORD,F250,2008,20001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Lodging Managers,1
361,FORD,RANGER,2011,10001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,"Preschool Teachers, Except Special Education",1
369,FORD,F150,2008,20001.0,0,1,80001 - 100000,U,Thirties,UNITED STATES,Miscellaneous Social Scientists and Related Workers,1
371,CHEVROLET,SILVERADO 1500,2009,20001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,"Legal Support Workers, All Other",1
375,CHEVROLET,AVALANCHE 1500,2008,15001.0,1,1,0 - 20000,M,Fifties,UNITED STATES,Retail Sales Workers,1
383,CHEVROLET,SILVERADO 1500,2005,10001.0,0,1,120001 - 140000,M,Thirties,UNITED STATES,Computer and Information Research Scientists,1
393,FORD,RANGER,2011,10001.0,0,1,100001 - 120000,M,Fifties,UNITED STATES,General and Operations Managers,1
394,GMC,SIERRA 1500,2005,10001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,First-Line Supervisors of Sales Workers,1
395,CHEVROLET,SILVERADO 1500,2007,15001.0,0,1,40001 - 60000,M,Sixties,UNITED STATES,Flight Attendants,1
396,GMC,SIERRA 2500,2004,15001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,"Vehicle and Mobile Equipment Mechanics, Installers, and Repairers",1
405,CHEVROLET,SILVERADO 1500,2006,10001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Agricultural Inspectors,1
408,CHEVROLET,SILVERADO 1500,2007,5001.0,1,0,60001 - 80000,M,Twenties,UNITED STATES,"History Teachers, Postsecondary",1
409,CHEVROLET,SILVERADO 1500,2010,20001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Fiberglass Laminators and Fabricators,1
411,CHEVROLET,SILVERADO 1500,2006,15001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Customer Service Representatives,1
418,FORD,F150,2007,15001.0,0,0,?,M,Twenties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",1
419,CHEVROLET,SILVERADO 2500,2004,10001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,Computer Systems Analysts,1
420,FORD,F150,2010,15001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,Terrazzo Workers and Finishers,1
423,FORD,F150,2005,15001.0,1,1,20001 - 40000,M,UnderTwenty,UNITED STATES,"Meat, Poultry, and Fish Cutters and Trimmers",1
425,FORD,RANGER,2002,10001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,Legal Occupations,1
426,CHEVROLET,COLORADO,2008,10001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Plasterers and Stucco Masons,1
427,CHEVROLET,SILVERADO 2500,2009,20001.0,0,1,160001 - 180000,M,Forties,UNITED STATES,Nurse Anesthetists,1
449,FORD,RANGER,2010,10001.0,0,0,60001 - 80000,U,Fifties,UNITED STATES,Writers and Editors,1
451,DODGE,DAKOTA,2006,10001.0,1,0,80001 - 100000,M,Forties,UNITED STATES,"Social Sciences Teachers, Postsecondary",1
456,FORD,F150,2007,10001.0,1,0,?,M,Unknown,UNITED STATES,Veterinarians,1
457,FORD,F350,2002,15001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Optometrists,1
458,DODGE,DAKOTA,2003,10001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,"Media and Communication Workers, All Other",1
462,FORD,F150,2009,15001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,"Social Sciences Teachers, Postsecondary",1
465,FORD,F150,2008,15001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,"Rail Transportation Workers, All Other",1
468,CHEVROLET,COLORADO,2006,10001.0,0,0,?,M,Sixties,UNITED STATES,Property Appraisers and Assessors,1
472,CHEVROLET,SILVERADO 1500,2008,20001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Crossing Guards and Flaggers,1
480,FORD,F150,2007,15001.0,0,1,140001 - 160000,M,Thirties,UNITED STATES,"Dentists, General",1
481,FORD,F150,2010,15001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,Miscellaneous Religious Workers,1
495,CHEVROLET,SILVERADO 1500,2007,10001.0,0,1,200001+,M,Fifties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",1
503,FORD,RANGER,2003,10001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,"Tank Car, Truck, and Ship Loaders",1
504,FORD,F250,2006,20001.0,1,1,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,1
505,FORD,F150,2006,20001.0,1,0,0 - 20000,M,Twenties,UNITED STATES,Amusement and Recreation Attendants,1
514,FORD,F150,2007,20001.0,0,0,?,M,Thirties,UNITED STATES,Microbiologists,1
516,FORD,F150,2004,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,"Insulation Workers, Mechanical",1
520,FORD,F150,2010,20001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,Waiters and Waitresses,1
532,FORD,F150,2006,10001.0,1,1,40001 - 60000,M,Fifties,UNITED STATES,"Insulation Workers, Mechanical",1
535,FORD,F150,2008,20001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,Data Entry and Information Processing Workers,1
537,CHEVROLET,COLORADO,2008,15001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic",1
555,CHEVROLET,SILVERADO 2500,2006,10001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,Labor Relations Specialists,1
564,CHEVROLET,COLORADO,2006,10001.0,1,1,0 - 20000,M,Eighties,UNITED STATES,"Hotel, Motel, and Resort Desk Clerks",1
566,FORD,F150,2009,15001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Carpet, Floor, and Tile Installers and Finishers",1
574,CHEVROLET,SILVERADO 1500,2008,15001.0,0,1,120001 - 140000,M,Forties,UNITED STATES,Advertising and Promotions Managers,1
580,FORD,RANGER,2011,15001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Cabinetmakers and Bench Carpenters,1
582,GMC,SIERRA 1500,2010,15001.0,0,0,20001 - 40000,M,Thirties,UNITED STATES,File Clerks,1
583,CHEVROLET,SILVERADO 1500,2003,10001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Computer Occupations,1
586,FORD,RANGER,2011,10001.0,0,0,?,U,Twenties,UNITED STATES,Chefs and Head Cooks,1
590,FORD,F150,2008,15001.0,1,1,40001 - 60000,M,Fifties,UNITED STATES,Choreographers,1
594,FORD,F150,2008,15001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Printing Press Operators,1
596,GMC,SIERRA 1500,2008,20001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,Other Food Preparation and Serving Related Workers,1
597,CHEVROLET,SILVERADO 1500,2012,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Food Processing Workers, All Other",1
598,DODGE,DAKOTA,2007,10001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Orthotists and Prosthetists,1
600,CHEVROLET,SILVERADO 1500,2005,10001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,First-Line Supervisors of Sales Workers,1
604,FORD,F350,2006,10001.0,0,0,?,M,Thirties,UNITED STATES,"Law, Criminal Justice, and Social Work Teachers, Postsecondary",1
608,CHEVROLET,SILVERADO 1500,2008,20001.0,0,1,200001+,M,Sixties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",1
609,FORD,F150,2005,10001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Business Operations Specialists,1
610,GMC,SIERRA 1500,2008,20001.0,0,1,40001 - 60000,U,Twenties,UNITED STATES,Credit Counselors,1
615,CHEVROLET,SILVERADO 1500,2006,5001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Forest and Conservation Workers,1
619,CHEVROLET,SILVERADO 1500,2009,20001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,Miscellaneous Religious Workers,1
621,GMC,SIERRA 1500,2004,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,Funeral Home Managers,1
622,FORD,RANGER,2010,10001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,"Hairdressers, Hairstylists, and Cosmetologists",1
626,CHEVROLET,AVALANCHE 1500,2007,15001.0,0,1,60001 - 80000,M,Fifties,UNITED STATES,Buyers and Purchasing Agents,1
642,FORD,RANGER,2009,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Biological Technicians,1
645,FORD,F150,2008,10001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Life, Physical, and Social Science Occupations",1
655,FORD,F150,2007,20001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Training and Development Managers,1
659,FORD,F150,2009,20001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Sheet Metal Workers,1
660,FORD,F150,2007,10001.0,0,0,40001 - 60000,M,Forties,UNITED STATES,"Miscellaneous First-Line Supervisors, Protective Service Workers",1
668,CHEVROLET,AVALANCHE 1500,2007,20001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Real Estate Brokers,1
673,CHEVROLET,SILVERADO 1500,2008,15001.0,0,0,?,M,Unknown,UNITED STATES,Miscellaneous Assemblers and Fabricators,1
676,DODGE,RAM SRT 10,2005,15001.0,0,1,20001 - 40000,M,UnderTwenty,UNITED STATES,Agricultural Equipment Operators,1
680,FORD,F250,2004,10001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Cashiers,1
681,CHEVROLET,SILVERADO 1500,2010,15001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Engine and Other Machine Assemblers,1
682,CHEVROLET,AVALANCHE 1500,2010,25001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Transportation and Material Moving Occupations,1
689,FORD,F150,2005,10001.0,1,1,80001 - 100000,M,Sixties,UNITED STATES,"Engineering and Architecture Teachers, Postsecondary",1
693,CHEVROLET,COLORADO,2010,15001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Computer Numerically Controlled Tool Programmers,1
697,FORD,F150,2010,20001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Mixing and Blending Machine Setters, Operators, and Tenders",1
701,CHEVROLET,SILVERADO 1500,2007,20001.0,1,1,40001 - 60000,U,Forties,UNITED STATES,Firefighting and Prevention Workers,1
705,GMC,SIERRA 1500,2007,15001.0,0,0,?,M,Fifties,UNITED STATES,Materials Engineers,1
707,CHEVROLET,SILVERADO 1500,2006,10001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,Other Educational Instruction and Library Occupations,1
708,GMC,SIERRA 1500,2005,15001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"Patternmakers, Wood",1
714,CHEVROLET,SILVERADO 1500,2007,20001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,"Architects, Surveyors, and Cartographers",1
724,FORD,RANGER,2007,5001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Dishwashers,1
726,FORD,F150,2007,15001.0,0,1,80001 - 100000,M,Fifties,UNITED STATES,Atmospheric and Space Scientists,1
727,GMC,SIERRA 1500,2007,20001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",1
731,FORD,F150,2007,10001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,"Home Health and Personal Care Aides; and Nursing Assistants, Orderlies, and Psychiatric Aides",1
734,CHEVROLET,SILVERADO 1500,2004,10001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,"Underground Mining Machine Operators and Extraction Workers, All Other",1
735,CHEVROLET,SILVERADO 1500,2008,15001.0,1,1,60001 - 80000,M,HundredPlus,UNITED STATES,Writers and Editors,1
736,FORD,F150,2006,10001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Industrial Production Managers,1
739,CHEVROLET,SILVERADO 1500,2005,15001.0,1,0,?,M,Forties,UNITED STATES,Computer Occupations,1
749,FORD,RANGER,2009,15001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,"Maintenance Workers, Machinery",1
750,FORD,F150,2006,15001.0,0,1,0 - 20000,M,Seventies,UNITED STATES,"Educational Instruction and Library Workers, All Other",1
761,CHEVROLET,SILVERADO 2500,2007,20001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,"Teaching Assistants, Except Postsecondary",1
763,GMC,SIERRA 1500,2009,20001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",1
765,FORD,RANGER,2011,10001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Locksmiths and Safe Repairers,1
767,CHEVROLET,COLORADO,2007,10001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Structural Metal Fabricators and Fitters,1
774,SUZUKI,EQUATOR,2010,15001.0,0,1,20001 - 40000,M,Thirties,JAPAN,Tour and Travel Guides,1
779,FORD,RANGER,2007,10001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Arbitrators, Mediators, and Conciliators",1
782,CHEVROLET,COLORADO,2005,10001.0,0,0,0 - 20000,M,Forties,UNITED STATES,"Cooks, All Other",1
787,CHEVROLET,AVALANCHE 1500,2007,25001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Agents and Business Managers of Artists, Performers, and Athletes",1
793,DODGE,DAKOTA,2005,15001.0,0,1,200001+,M,Thirties,UNITED STATES,General Internal Medicine Physicians,1
797,CHEVROLET,SILVERADO 1500,2009,15001.0,0,0,20001 - 40000,M,Twenties,UNITED STATES,"Coin, Vending, and Amusement Machine Servicers and Repairers",1
799,FORD,F150,2008,20001.0,0,1,0 - 20000,U,Thirties,UNITED STATES,Food Preparation Workers,1
805,CHEVROLET,SILVERADO 1500,2004,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Parts Salespersons,1
807,FORD,F150,2007,15001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,Health Practitioner Support Technologists and Technicians,1
812,FORD,F150,2007,20001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,First-Line Supervisors of Production and Operating Workers,1
818,FORD,F350,2005,15001.0,1,0,?,M,Twenties,UNITED STATES,"Archivists, Curators, and Museum Technicians",1
823,FORD,RANGER,2010,10001.0,1,1,0 - 20000,M,Sixties,UNITED STATES,Manicurists and Pedicurists,1
827,CHEVROLET,SILVERADO 1500,2006,15001.0,1,0,?,M,Sixties,UNITED STATES,"Arts, Communications, History, and Humanities Teachers, Postsecondary",1
834,DODGE,DAKOTA,2002,5001.0,0,1,0 - 20000,M,Twenties,UNITED STATES,Building Cleaning Workers,1
836,FORD,F150,2010,15001.0,0,1,100001 - 120000,M,Forties,UNITED STATES,Computer Hardware Engineers,1
840,CHEVROLET,SILVERADO 1500,2011,20001.0,0,1,0 - 20000,M,Thirties,UNITED STATES,Building and Grounds Cleaning and Maintenance Occupations,1
841,FORD,F150,2006,15001.0,1,1,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,1
843,FORD,F150,2006,10001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,"Switchboard Operators, Including Answering Service",1
848,FORD,F150,2008,15001.0,0,0,60001 - 80000,M,Forties,UNITED STATES,Public Relations Specialists,1
849,CHEVROLET,COLORADO,2007,15001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,Paralegals and Legal Assistants,1
855,FORD,RANGER,2004,10001.0,1,1,40001 - 60000,U,Thirties,UNITED STATES,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",1
857,CHEVROLET,SILVERADO 1500,2007,15001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Real Estate Sales Agents,1
861,CHEVROLET,SILVERADO 1500,2009,15001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,Computer Support Specialists,1
863,CHEVROLET,SILVERADO 1500,2007,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Funeral Attendants,1
866,FORD,F150,2008,15001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,Hydrologists,1
868,CHEVROLET,SILVERADO 1500,2008,20001.0,1,1,140001 - 160000,M,Forties,UNITED STATES,"Dentists, All Other Specialists",1
869,FORD,F150,2004,10001.0,1,1,20001 - 40000,M,Fifties,UNITED STATES,Bartenders,1
872,GMC,SIERRA 1500,2008,15001.0,0,0,40001 - 60000,M,Forties,UNITED STATES,Farm and Home Management Educators,1
875,CHEVROLET,SILVERADO 1500,2008,20001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Driver/Sales Workers and Truck Drivers,1
877,CHEVROLET,SILVERADO 1500,2012,20001.0,0,1,20001 - 40000,M,Sixties,UNITED STATES,Ophthalmic Medical Technicians,1
879,GMC,CANYON,2006,10001.0,0,0,60001 - 80000,M,Twenties,UNITED STATES,"Architects, Surveyors, and Cartographers",1
