,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
198,GMC,TERRAIN,2010,20001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Switchboard Operators, Including Answering Service",2
201,JEEP,COMMANDER,2006,10001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Religious Workers,2
203,CHEVROLET,TRAILBLAZER,2008,10001.0,0,1,20001 - 40000,U,Thirties,UNITED STATES,Floral Designers,2
205,JEEP,PATRIOT,2011,15001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,Waiters and Waitresses,2
206,GMC,ENVOY,2007,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Physical Therapist Assistants and Aides,2
208,CHEVROLET,TRAILBLAZER EXT,2005,10001.0,0,0,0 - 20000,U,Twenties,UNITED STATES,Building and Grounds Cleaning and Maintenance Occupations,2
213,FORD,FLEX,2010,25001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",2
216,FORD,EXPEDITION,2007,10001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Rail Transportation Workers,2
226,CHEVROLET,EQUINOX,2007,10001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,Healthcare Support Occupations,2
232,JEEP,COMPASS,2011,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Pest Control Workers,2
238,FORD,ESCAPE,2007,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,"Miscellaneous Sales Representatives, Services",2
239,KIA,SORENTO,2008,15001.0,0,1,60001 - 80000,F,Twenties,SOUTH KOREA,Supervisors of Construction and Extraction Workers,2
243,FORD,FREESTYLE,2005,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Order Clerks,2
248,KIA,SORENTO,2004,10001.0,1,1,40001 - 60000,M,Forties,SOUTH KOREA,Firefighters,2
253,HUMMER,H3,2007,15001.0,0,1,0 - 20000,F,Forties,UNITED STATES,"Food Preparation and Serving Related Workers, All Other",2
260,CHEVROLET,TRAILBLAZER,2005,10001.0,1,0,20001 - 40000,U,Thirties,UNITED STATES,Animal Control Workers,2
271,CHEVROLET,TAHOE,2004,10001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Miscellaneous Food Preparation and Serving Related Workers,2
284,FORD,ESCAPE,2005,10001.0,0,1,0 - 20000,M,Twenties,UNITED STATES,Animal Caretakers,2
292,GMC,ACADIA,2007,20001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,Bioengineers and Biomedical Engineers,2
295,CHEVROLET,SUBURBAN 1500,2007,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Environmental Scientists and Specialists, Including Health",2
302,SATURN,VUE,2008,10001.0,1,1,0 - 20000,F,Seventies,UNITED STATES,"Hotel, Motel, and Resort Desk Clerks",2
305,CHEVROLET,EQUINOX,2007,15001.0,1,1,40001 - 60000,M,Sixties,UNITED STATES,Health Education Specialists,2
306,CHEVROLET,TAHOE,2007,20001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Crossing Guards and Flaggers,2
311,GMC,YUKON XL 1500,2007,20001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,Food Cooking Machine Operators and Tenders,2
313,CHEVROLET,TRAILBLAZER,2003,10001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Passenger Attendants,2
318,FORD,ESCAPE,2010,15001.0,0,1,0 - 20000,F,Sixties,UNITED STATES,Retail Salespersons,2
324,MERCEDES-BENZ,ML500,2006,20001.0,1,1,120001 - 140000,M,Thirties,GERMANY,Financial Managers,2
325,SUZUKI,GRAND VITARA,2006,10001.0,1,1,20001 - 40000,M,Forties,JAPAN,Emergency Medical Technicians and Paramedics,2
336,CHEVROLET,TRAVERSE,2009,15001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Helpers--Roofers,2
349,JEEP,PATRIOT,2011,15001.0,0,1,80001 - 100000,F,Thirties,UNITED STATES,"Physical Sciences Teachers, Postsecondary",2
354,FORD,EDGE,2010,20001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Tailors, Dressmakers, and Custom Sewers",2
364,FORD,EXPLORER,2010,15001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Barbers,2
365,CHEVROLET,TAHOE,2008,20001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Demonstrators and Product Promoters,2
382,DODGE,DURANGO,2006,10001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Environmental Scientists and Geoscientists,2
384,LEXUS,RX 400H,2006,20001.0,0,1,60001 - 80000,M,Thirties,JAPAN,"Social Workers, All Other",2
392,FORD,ESCAPE,2010,10001.0,1,1,20001 - 40000,M,Sixties,UNITED STATES,"Farmworkers, Farm, Ranch, and Aquacultural Animals",2
401,FORD,FREESTYLE,2006,10001.0,1,0,20001 - 40000,M,Forties,UNITED STATES,Home Health and Personal Care Aides,2
409,FORD,EXPLORER,2007,10001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,Religious Workers,2
412,FORD,EXPLORER,2004,10001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",2
414,FORD,EXPLORER SPORT TRAC,2007,15001.0,1,1,20001 - 40000,U,Thirties,UNITED STATES,Parking Attendants,2
418,FORD,EXPLORER SPORT TRAC,2008,15001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,Miscellaneous Engineers,2
419,CHRYSLER,ASPEN,2007,15001.0,0,1,200001+,M,Twenties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
424,PONTIAC,TORRENT,2006,10001.0,0,1,?,F,Thirties,UNITED STATES,Supervisors of Sales Workers,2
430,FORD,EDGE,2008,15001.0,0,1,40001 - 60000,M,Sixties,UNITED STATES,Bailiffs,2
431,JEEP,COMMANDER,2007,15001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,Miscellaneous Educational Instruction and Library Workers,2
433,CHEVROLET,TAHOE,2007,20001.0,1,1,0 - 20000,U,Sixties,UNITED STATES,Fast Food and Counter Workers,2
436,JEEP,GRAND CHEROKEE,2009,20001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,Forest Fire Inspectors and Prevention Specialists,2
438,MERCURY,MARINER,2009,10001.0,0,1,20001 - 40000,F,Unknown,UNITED STATES,Gambling Surveillance Officers and Gambling Investigators,2
443,FORD,FLEX,2009,15001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Fence Erectors,2
445,JEEP,PATRIOT,2012,15001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",2
446,CHEVROLET,SUBURBAN 1500,2003,10001.0,1,0,80001 - 100000,F,Forties,UNITED STATES,Operations Research Analysts,2
449,MERCURY,MARINER,2010,15001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,Optometrists,2
452,SATURN,VUE,2008,10001.0,0,1,20001 - 40000,U,Thirties,UNITED STATES,Gambling Change Persons and Booth Cashiers,2
462,SATURN,VUE,2004,5001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,Gambling Services Workers,2
466,JEEP,COMPASS,2007,10001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,"Derrick, Rotary Drill, and Service Unit Operators, Oil and Gas",2
475,CADILLAC,SRX,2010,20001.0,0,1,180001 - 200000,U,Forties,UNITED STATES,Chief Executives,2
477,FORD,EXCURSION,2005,15001.0,0,1,200001+,M,Unknown,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
479,SATURN,VUE,2008,15001.0,1,1,80001 - 100000,F,Fifties,UNITED STATES,Network and Computer Systems Administrators,2
481,LINCOLN,MKX,2008,20001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,Rail-Track Laying and Maintenance Equipment Operators,2
490,FORD,EXPLORER,2006,10001.0,0,1,?,M,Fifties,UNITED STATES,Farm and Home Management Educators,2
492,JEEP,COMPASS,2008,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Receptionists and Information Clerks,2
493,JEEP,COMMANDER,2006,15001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Packaging and Filling Machine Operators and Tenders,2
499,CHEVROLET,TRAILBLAZER,2008,15001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Helpers--Roofers,2
502,FORD,ESCAPE,2011,15001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Production Workers, All Other",2
504,FORD,ESCAPE,2008,10001.0,1,1,40001 - 60000,U,Fifties,UNITED STATES,Computer Numerically Controlled Tool Programmers,2
523,JEEP,GRAND CHEROKEE,2004,10001.0,0,1,60001 - 80000,M,Sixties,UNITED STATES,Special Effects Artists and Animators,2
529,FORD,EXPEDITION,2005,10001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Shoe and Leather Workers,2
533,CADILLAC,SRX,2006,15001.0,1,1,80001 - 100000,M,Thirties,UNITED STATES,"Transportation, Storage, and Distribution Managers",2
553,JEEP,GRAND CHEROKEE,2010,15001.0,0,1,20001 - 40000,M,Sixties,UNITED STATES,Metal Workers and Plastic Workers,2
555,JEEP,GRAND CHEROKEE,2007,10001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Entertainment Attendants and Related Workers,2
558,FORD,EXPEDITION,2007,20001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Supervisors of Production Workers,2
568,CHEVROLET,HHR,2007,5001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic",2
575,CHRYSLER,ASPEN,2008,15001.0,0,1,40001 - 60000,M,Thirties,UNITED STATES,"Model Makers, Metal and Plastic",2
580,VOLVO,XC60,2010,20001.0,0,1,80001 - 100000,F,Thirties,SWEDEN,"Computer Science Teachers, Postsecondary",2
587,KIA,SPORTAGE,2011,15001.0,0,1,20001 - 40000,F,Thirties,SOUTH KOREA,Medical Transcriptionists,2
589,BUICK,ENCLAVE,2009,20001.0,0,1,40001 - 60000,F,Thirties,UNITED STATES,Forest and Conservation Technicians,2
591,CHEVROLET,HHR,2011,10001.0,0,1,80001 - 100000,U,Twenties,UNITED STATES,Physical Scientists,2
607,JEEP,COMPASS,2012,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Pharmacy Aides,2
612,GMC,ENVOY,2008,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Wind Turbine Service Technicians,2
616,ISUZU,RODEO,2002,5001.0,1,1,20001 - 40000,F,Fifties,JAPAN,Couriers and Messengers,2
617,GMC,YUKON,2005,15001.0,1,1,40001 - 60000,F,Thirties,UNITED STATES,Food Service Managers,2
628,FORD,EDGE,2010,15001.0,0,1,40001 - 60000,U,Thirties,UNITED STATES,Costume Attendants,2
639,FORD,EXPLORER,2006,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,"Butchers and Other Meat, Poultry, and Fish Processing Workers",2
641,CHEVROLET,TRAILBLAZER,2006,5001.0,1,1,20001 - 40000,U,Twenties,UNITED STATES,Medical Transcriptionists,2
648,FORD,EDGE,2007,15001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,Boilermakers,2
652,FORD,EXPLORER,2005,10001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Radiologic Technologists and Technicians,2
653,FORD,ESCAPE,2007,10001.0,1,1,40001 - 60000,M,Forties,UNITED STATES,"Human Resources Assistants, Except Payroll and Timekeeping",2
656,CHEVROLET,HHR,2011,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,Billing and Posting Clerks,2
674,FORD,EXPEDITION EL,2007,15001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,"Packers and Packagers, Hand",2
684,KIA,SORENTO,2006,10001.0,0,1,40001 - 60000,U,Twenties,SOUTH KOREA,Travel Agents,2
685,FORD,ESCAPE,2005,10001.0,1,1,60001 - 80000,M,Twenties,UNITED STATES,Logisticians,2
687,VOLVO,XC70,2007,10001.0,0,1,0 - 20000,U,Sixties,SWEDEN,"Gambling Service Workers, All Other",2
691,GMC,ENVOY XL,2004,10001.0,0,1,80001 - 100000,M,Sixties,UNITED STATES,Education and Childcare Administrators,2
694,GMC,YUKON,2003,10001.0,0,1,20001 - 40000,U,Thirties,UNITED STATES,Tour and Travel Guides,2
701,MERCURY,MOUNTAINEER,2007,15001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Gas Compressor and Gas Pumping Station Operators,2
702,CHEVROLET,TAHOE,2005,15001.0,1,1,140001 - 160000,M,Fifties,UNITED STATES,Dentists,2
708,JEEP,GRAND CHEROKEE,2006,10001.0,0,0,20001 - 40000,M,Thirties,UNITED STATES,Photographic Process Workers and Processing Machine Operators,2
709,JEEP,PATRIOT,2008,10001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,Operations Research Analysts,2
710,FORD,EXPLORER,2005,10001.0,1,1,100001 - 120000,M,Forties,UNITED STATES,"Psychologists, All Other",2
718,JEEP,COMPASS,2009,10001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",2
721,HYUNDAI,SANTA FE,2003,10001.0,0,0,20001 - 40000,M,Forties,SOUTH KOREA,"Rock Splitters, Quarry",2
725,FORD,EXPLORER,2008,15001.0,0,1,160001 - 180000,M,Thirties,UNITED STATES,Nurse Anesthetists,2
735,FORD,EXPLORER,2007,10001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Legal Support Workers,2
744,FORD,FLEX,2010,15001.0,0,1,40001 - 60000,U,Thirties,UNITED STATES,"Morticians, Undertakers, and Funeral Arrangers",2
747,CHEVROLET,HHR,2011,10001.0,1,1,20001 - 40000,F,Forties,UNITED STATES,Industrial Truck and Tractor Operators,2
748,JEEP,GRAND CHEROKEE,2008,15001.0,0,1,100001 - 120000,M,Thirties,UNITED STATES,"Law Teachers, Postsecondary",2
752,GMC,ACADIA,2008,15001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,"Roustabouts, Oil and Gas",2
755,FORD,ESCAPE HYBRID,2005,10001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,"Claims Adjusters, Appraisers, Examiners, and Investigators",2
759,CHEVROLET,HHR,2009,10001.0,0,1,60001 - 80000,F,Forties,UNITED STATES,"Sociology Teachers, Postsecondary",2
762,PONTIAC,TORRENT,2008,10001.0,0,1,80001 - 100000,U,Thirties,UNITED STATES,Civil Engineers,2
765,CHEVROLET,SUBURBAN 1500,2007,20001.0,0,1,0 - 20000,F,Seventies,UNITED STATES,Other Teachers and Instructors,2
767,GMC,ENVOY,2006,10001.0,0,0,60001 - 80000,F,Thirties,UNITED STATES,Electrical and Electronic Engineering Technologists and Technicians,2
773,CHEVROLET,EQUINOX,2006,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Landscaping and Groundskeeping Workers,2
774,JEEP,PATRIOT,2011,15001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",2
775,CHEVROLET,EQUINOX,2010,15001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Helpers--Extraction Workers,2
777,CHEVROLET,TRAILBLAZER,2005,5001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Other Office and Administrative Support Workers,2
783,FORD,EXPEDITION,2005,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,Mechanical Engineers,2
784,CHEVROLET,SUBURBAN 1500,2004,10001.0,1,1,120001 - 140000,M,Fifties,UNITED STATES,Petroleum Engineers,2
786,SATURN,VUE,2006,10001.0,0,1,0 - 20000,F,Fifties,UNITED STATES,Personal Care and Service Occupations,2
793,SATURN,OUTLOOK,2007,20001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,"Television, Video, and Film Camera Operators and Editors",2
800,CHEVROLET,TAHOE,2004,10001.0,1,1,80001 - 100000,M,Twenties,UNITED STATES,Management Analysts,2
801,FORD,EXPLORER,2007,15001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,Chemical Technicians,2
806,CHEVROLET,TRAVERSE,2011,20001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Merchandise Displayers and Window Trimmers,2
808,CHEVROLET,TRAILBLAZER,2007,10001.0,0,1,80001 - 100000,U,Fifties,UNITED STATES,Management Analysts,2
814,HUMMER,H3,2007,15001.0,1,1,60001 - 80000,F,Forties,UNITED STATES,Instructional Coordinators,2
815,MERCURY,MOUNTAINEER,2005,10001.0,1,1,80001 - 100000,M,Sixties,UNITED STATES,Social Scientists and Related Workers,2
817,HUMMER,H3,2006,15001.0,0,1,80001 - 100000,F,Forties,UNITED STATES,Hydrologists,2
827,CHEVROLET,HHR,2006,10001.0,0,1,0 - 20000,M,Fifties,UNITED STATES,Sales and Related Occupations,2
828,FORD,EDGE,2007,10001.0,0,1,20001 - 40000,U,Twenties,UNITED STATES,Helpers--Extraction Workers,2
833,KIA,SORENTO,2009,15001.0,0,1,40001 - 60000,F,Thirties,SOUTH KOREA,Statistical Assistants,2
837,JEEP,GRAND CHEROKEE,2005,10001.0,0,1,40001 - 60000,F,Twenties,UNITED STATES,"Electrical and Electronics Repairers, Commercial and Industrial Equipment",2
842,JEEP,GRAND CHEROKEE,2007,15001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Gambling Managers,2
850,FORD,ESCAPE,2009,15001.0,0,1,20001 - 40000,F,Fifties,UNITED STATES,Painting Workers,2
857,HUMMER,H3,2008,20001.0,1,1,120001 - 140000,M,Thirties,UNITED STATES,Advertising and Promotions Managers,2
866,HUMMER,H2,2005,20001.0,0,1,200001+,M,Twenties,UNITED STATES,Family Medicine Physicians,2
871,FORD,EDGE,2007,20001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,"Educational, Guidance, and Career Counselors and Advisors",2
880,KIA,SPORTAGE,2008,10001.0,0,1,40001 - 60000,F,Twenties,SOUTH KOREA,Word Processors and Typists,2
881,CHEVROLET,TAHOE,2007,20001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Aircraft Mechanics and Service Technicians,2
890,CHEVROLET,TAHOE,2006,15001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,Firefighters,2
892,LEXUS,RX 350,2007,20001.0,0,1,20001 - 40000,F,Thirties,JAPAN,Gambling Dealers,2
902,FORD,EDGE,2008,15001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Credit Analysts,2
910,CHEVROLET,TRAVERSE,2009,20001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Ship and Boat Captains and Operators,2
927,CHEVROLET,TRAILBLAZER,2008,15001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,Tool and Die Makers,2
929,JEEP,GRAND CHEROKEE,2006,10001.0,0,1,0 - 20000,F,Sixties,UNITED STATES,Miscellaneous Entertainment Attendants and Related Workers,2
945,SATURN,VUE,2009,15001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,"Insurance Appraisers, Auto Damage",2
950,CHEVROLET,EQUINOX,2008,10001.0,1,1,40001 - 60000,U,Thirties,UNITED STATES,Jewelers and Precious Stone and Metal Workers,2
953,MAZDA,TRIBUTE,2004,10001.0,1,1,40001 - 60000,F,Twenties,JAPAN,Real Estate Brokers,2
957,GMC,ENVOY,2006,10001.0,1,1,40001 - 60000,F,Forties,UNITED STATES,"Meeting, Convention, and Event Planners",2
961,CHEVROLET,TRAILBLAZER,2004,10001.0,1,1,60001 - 80000,F,Thirties,UNITED STATES,Surveyors,2
964,FORD,ESCAPE,2002,5001.0,0,0,?,M,Twenties,UNITED STATES,First-Line Supervisors of Food Preparation and Serving Workers,2
966,HUMMER,H3,2007,20001.0,0,1,20001 - 40000,F,Sixties,UNITED STATES,Crossing Guards and Flaggers,2
986,CADILLAC,SRX,2008,15001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Public Relations Specialists,2
991,CHEVROLET,HHR,2011,10001.0,1,1,20001 - 40000,M,Sixties,UNITED STATES,Personal Appearance Workers,2
997,JEEP,PATRIOT,2012,15001.0,0,1,20001 - 40000,F,Thirties,UNITED STATES,Gambling Cage Workers,2
1011,CHEVROLET,EQUINOX,2010,15001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,"Librarians, Curators, and Archivists",2
1016,FORD,EXPLORER,2008,15001.0,1,1,80001 - 100000,U,Twenties,UNITED STATES,"Mining and Geological Engineers, Including Mining Safety Engineers",2
1017,GMC,ACADIA,2008,20001.0,0,0,20001 - 40000,F,Thirties,UNITED STATES,Furniture Finishers,2
1019,CHEVROLET,EQUINOX,2006,10001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Maids and Housekeeping Cleaners,2
1024,CHEVROLET,TRAILBLAZER,2003,5001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,"Counselors, All Other",2
1028,JEEP,GRAND CHEROKEE,2008,15001.0,1,1,40001 - 60000,M,Thirties,UNITED STATES,Water and Wastewater Treatment Plant and System Operators,2
1037,CHEVROLET,TRAILBLAZER,2006,10001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,Agricultural Workers,2
1050,FORD,EXPLORER SPORT TRAC,2004,10001.0,1,1,20001 - 40000,F,Thirties,UNITED STATES,Receptionists and Information Clerks,2
1056,LEXUS,RX 350,2008,20001.0,0,1,20001 - 40000,F,Fifties,JAPAN,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic",2
1063,SATURN,VUE,2008,10001.0,1,0,20001 - 40000,U,Thirties,UNITED STATES,Healthcare Support Occupations,2
1066,KIA,SORENTO,2007,10001.0,0,1,60001 - 80000,F,Thirties,SOUTH KOREA,Orthotists and Prosthetists,2
1071,LINCOLN,AVIATOR,2003,10001.0,0,1,0 - 20000,M,Sixties,UNITED STATES,Counter and Rental Clerks,2
1075,MAZDA,TRIBUTE,2008,10001.0,0,1,20001 - 40000,M,Sixties,JAPAN,Data Entry Keyers,2
1082,JEEP,COMMANDER,2008,10001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,Hoist and Winch Operators,2
1083,CHEVROLET,TAHOE,2005,10001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Medical Equipment Preparers,2
1092,HYUNDAI,SANTA FE,2004,5001.0,1,1,20001 - 40000,M,Twenties,SOUTH KOREA,Bartenders,2
1095,CHEVROLET,HHR,2008,10001.0,0,1,20001 - 40000,M,Forties,UNITED STATES,"Pressers, Textile, Garment, and Related Materials",2
1096,BUICK,RENDEZVOUS,2006,10001.0,1,1,20001 - 40000,M,Forties,UNITED STATES,Financial Clerks,2
1098,FORD,EDGE,2007,10001.0,1,1,80001 - 100000,F,Forties,UNITED STATES,"Administrative Law Judges, Adjudicators, and Hearing Officers",2
1107,DODGE,DURANGO,2007,15001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Miscellaneous Healthcare Diagnosing or Treating Practitioners,2
1110,GMC,ENVOY,2002,10001.0,0,1,60001 - 80000,M,Forties,UNITED STATES,Audiologists,2
1113,LINCOLN,MKX,2007,20001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,Furniture Finishers,2
1117,JEEP,PATRIOT,2010,10001.0,0,1,20001 - 40000,F,Forties,UNITED STATES,"Aircraft Service Attendants and Transportation Workers, All Other",2
1118,HUMMER,H3,2006,15001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Biological Scientists, All Other",2
1126,FORD,EXPLORER SPORT TRAC,2007,10001.0,0,1,0 - 20000,F,Sixties,UNITED STATES,Laborers and Material Movers,2
1128,JEEP,PATRIOT,2011,10001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,Database and Network Administrators and Architects,2
