,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
397,HONDA,CIVIC,2005,5001.0,0,0,?,F,Fifties,JAPAN,Other Transportation Workers,2
408,HONDA,CIVIC,2010,10001.0,1,0,0 - 20000,U,Forties,JAPAN,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2
419,HONDA,CIVIC,2006,15001.0,0,0,20001 - 40000,M,Forties,JAPAN,"Maintenance and Repair Workers, General",2
422,HONDA,CIVIC,2013,20001.0,0,0,?,M,Fifties,JAPAN,Fundraisers,2
431,HONDA,CIVIC,2012,15001.0,0,0,60001 - 80000,F,Thirties,JAPAN,"Mathematical Science Teachers, Postsecondary",2
432,HONDA,ACCORD,2008,10001.0,1,0,20001 - 40000,U,Twenties,JAPAN,Retail Sales Workers,2
437,NISSAN,350Z,2005,15001.0,0,0,?,M,Sixties,JAPAN,Elevator and Escalator Installers and Repairers,2
441,HONDA,ACCORD,2012,20001.0,1,0,?,M,Seventies,JAPAN,Artists and Related Workers,2
461,HONDA,ACCORD,2004,10001.0,0,0,40001 - 60000,F,Thirties,JAPAN,Librarians and Media Collections Specialists,2
463,HONDA,ACCORD,2010,15001.0,1,0,20001 - 40000,F,Forties,JAPAN,"Baggage Porters, Bellhops, and Concierges",2
477,HONDA,ACCORD,2007,5001.0,0,0,?,M,Twenties,JAPAN,Ship Engineers,2
478,HONDA,CIVIC,2010,10001.0,0,0,?,F,Forties,JAPAN,Animal Caretakers,2
480,HONDA,ACCORD,2010,15001.0,0,0,?,U,Twenties,JAPAN,"Power Plant Operators, Distributors, and Dispatchers",2
494,HONDA,ACCORD,2011,15001.0,0,0,?,M,Fifties,JAPAN,"Production, Planning, and Expediting Clerks",2
496,HONDA,CIVIC,2006,10001.0,0,0,?,U,Twenties,JAPAN,Psychologists,2
499,HONDA,CIVIC,2003,5001.0,0,0,20001 - 40000,M,Fifties,JAPAN,"Tailors, Dressmakers, and Custom Sewers",2
502,HONDA,CIVIC,2002,5001.0,1,0,?,F,Forties,JAPAN,Photographic Process Workers and Processing Machine Operators,2
505,HONDA,ACCORD,2003,10001.0,0,0,20001 - 40000,F,Twenties,JAPAN,Telephone Operators,2
507,HONDA,CIVIC,2009,10001.0,0,0,?,F,Twenties,JAPAN,Counter and Rental Clerks and Parts Salespersons,2
516,PONTIAC,G5,2007,10001.0,1,0,?,F,Forties,UNITED STATES,Upholsterers,2
532,HONDA,CIVIC,2008,10001.0,0,0,?,F,Twenties,JAPAN,"Cooks, All Other",2
546,HONDA,ACCORD,2010,15001.0,1,0,?,F,Seventies,JAPAN,Marketing Managers,2
547,TOYOTA,SOLARA,2005,15001.0,1,0,?,M,Sixties,JAPAN,Secondary School Teachers,2
582,HONDA,CIVIC,2011,10001.0,1,0,?,M,Fifties,JAPAN,Receptionists and Information Clerks,2
589,HONDA,ACCORD,2010,15001.0,0,0,?,U,Thirties,JAPAN,Industrial Machinery Mechanics,2
602,HONDA,CIVIC,2012,15001.0,1,0,?,M,Sixties,JAPAN,"Locker Room, Coatroom, and Dressing Room Attendants",2
608,HONDA,ACCORD,2007,10001.0,0,0,40001 - 60000,F,Thirties,JAPAN,Extraction Workers,2
610,NISSAN,350Z,2006,15001.0,0,0,0 - 20000,M,Forties,JAPAN,Food Preparation Workers,2
626,HONDA,ACCORD,2010,15001.0,1,0,40001 - 60000,U,Twenties,JAPAN,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",2
630,HONDA,ACCORD,2009,15001.0,0,0,0 - 20000,F,Sixties,JAPAN,Photographers,2
631,HONDA,CIVIC,2007,10001.0,0,0,0 - 20000,M,Forties,JAPAN,Waiters and Waitresses,2
633,HONDA,ACCORD,2011,15001.0,1,0,0 - 20000,M,Forties,JAPAN,Crossing Guards and Flaggers,2
640,HONDA,ACCORD,2008,15001.0,0,0,?,M,Forties,JAPAN,"Substance Abuse, Behavioral Disorder, and Mental Health Counselors",2
653,HONDA,ACCORD,2011,20001.0,0,0,60001 - 80000,F,Thirties,JAPAN,Zoologists and Wildlife Biologists,2
657,HONDA,CIVIC,2010,10001.0,0,0,?,F,Sixties,JAPAN,Ophthalmic Laboratory Technicians,2
671,HONDA,ACCORD,2010,20001.0,1,0,?,M,Sixties,JAPAN,Buyers and Purchasing Agents,2
673,HONDA,CIVIC,2012,15001.0,0,0,?,M,Sixties,JAPAN,Home Appliance Repairers,2
676,HONDA,ACCORD,2010,15001.0,0,0,?,M,Forties,JAPAN,First-Line Supervisors of Housekeeping and Janitorial Workers,2
683,HONDA,CIVIC,2012,15001.0,1,0,0 - 20000,F,Thirties,JAPAN,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",2
694,HONDA,CIVIC,2012,15001.0,0,0,0 - 20000,M,Twenties,JAPAN,Dining Room and Cafeteria Attendants and Bartender Helpers,2
699,HONDA,CIVIC,2010,10001.0,0,0,?,F,Twenties,JAPAN,"Meat, Poultry, and Fish Cutters and Trimmers",2
713,HONDA,ACCORD,2010,15001.0,0,0,?,F,Fifties,JAPAN,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",2
725,HONDA,ACCORD,2003,10001.0,1,0,80001 - 100000,F,Fifties,JAPAN,Materials Engineers,2
726,HONDA,ACCORD,2012,20001.0,0,0,?,F,Sixties,JAPAN,Conveyor Operators and Tenders,2
757,HONDA,ACCORD,2007,10001.0,1,0,0 - 20000,M,Fifties,JAPAN,Shoe and Leather Workers and Repairers,2
760,HONDA,ACCORD,2011,15001.0,0,0,?,F,Forties,JAPAN,File Clerks,2
765,DODGE,CHALLENGER,2010,20001.0,1,0,?,M,Twenties,UNITED STATES,Nurse Anesthetists,2
774,HONDA,ACCORD,2012,15001.0,1,0,80001 - 100000,M,Forties,JAPAN,"Financial and Investment Analysts, Financial Risk Specialists, and Financial Specialists, All Other",2
791,HONDA,CIVIC,2008,10001.0,1,0,?,U,Forties,JAPAN,"Nursing Instructors and Teachers, Postsecondary",2
803,HONDA,ACCORD,2011,20001.0,1,0,?,F,Seventies,JAPAN,"Sales Representatives, Wholesale and Manufacturing",2
805,HONDA,ACCORD,2010,10001.0,0,0,?,M,Thirties,JAPAN,Self-Enrichment Teachers,2
814,HONDA,CIVIC,2011,10001.0,0,0,?,F,Eighties,JAPAN,Funeral Attendants,2
826,HONDA,CIVIC,2010,15001.0,0,0,40001 - 60000,M,Fifties,JAPAN,Aircraft Cargo Handling Supervisors,2
833,HONDA,ACCORD,2010,15001.0,1,0,20001 - 40000,M,Fifties,JAPAN,Order Clerks,2
838,HONDA,ACCORD,2013,25001.0,1,0,80001 - 100000,M,Thirties,JAPAN,"Geoscientists, Except Hydrologists and Geographers",2
843,HONDA,ACCORD,2010,15001.0,0,0,?,M,Twenties,JAPAN,Rail-Track Laying and Maintenance Equipment Operators,2
846,HONDA,CIVIC,2009,10001.0,1,0,20001 - 40000,M,UnderTwenty,JAPAN,Dining Room and Cafeteria Attendants and Bartender Helpers,2
850,HONDA,CIVIC,2011,15001.0,0,0,?,F,Sixties,JAPAN,Outdoor Power Equipment and Other Small Engine Mechanics,2
854,HONDA,ACCORD,2010,15001.0,0,0,?,U,Seventies,JAPAN,"Welders, Cutters, Solderers, and Brazers",2
855,HONDA,CIVIC,2012,15001.0,1,0,20001 - 40000,M,Twenties,JAPAN,"Graders and Sorters, Agricultural Products",2
862,HONDA,ACCORD,2009,15001.0,0,0,160001 - 180000,M,Forties,JAPAN,"Pediatricians, General",2
865,HONDA,CIVIC,2007,15001.0,0,0,20001 - 40000,M,Twenties,JAPAN,Timing Device Assemblers and Adjusters,2
879,HONDA,ACCORD,2010,15001.0,0,0,?,F,Thirties,JAPAN,Lawyers and Judicial Law Clerks,2
903,HONDA,ACCORD,2012,20001.0,1,0,?,M,Forties,JAPAN,Building and Grounds Cleaning and Maintenance Occupations,2
913,HONDA,CIVIC,2012,15001.0,0,0,?,M,Fifties,JAPAN,"Agricultural Sciences Teachers, Postsecondary",2
948,DODGE,CHALLENGER,2010,20001.0,0,0,200001+,U,Thirties,UNITED STATES,General Internal Medicine Physicians,2
953,HONDA,ACCORD,2010,15001.0,1,0,?,F,Forties,JAPAN,"Tax Examiners, Collectors and Preparers, and Revenue Agents",2
960,HONDA,CIVIC,2010,10001.0,0,0,?,M,Thirties,JAPAN,First-Line Supervisors of Transportation and Material Moving Workers,2
962,HONDA,CIVIC,2007,10001.0,0,0,20001 - 40000,M,Twenties,JAPAN,Home Health and Personal Care Aides,2
977,NISSAN,350Z,2007,15001.0,0,0,40001 - 60000,M,Thirties,JAPAN,Mechanical Door Repairers,2
983,HONDA,CIVIC,2004,10001.0,0,0,20001 - 40000,F,Twenties,JAPAN,Assemblers and Fabricators,2
994,HONDA,CIVIC,2009,10001.0,0,0,100001 - 120000,F,Fifties,JAPAN,Nuclear Engineers,2
997,HONDA,ACCORD,2008,15001.0,0,0,?,F,Thirties,JAPAN,Floral Designers,2
999,HONDA,CIVIC,2010,10001.0,1,0,80001 - 100000,F,Twenties,JAPAN,Bioengineers and Biomedical Engineers,2
1002,HONDA,ACCORD,2011,15001.0,1,0,40001 - 60000,F,Twenties,JAPAN,Parking Enforcement Workers,2
1018,HONDA,CIVIC,2010,10001.0,0,0,?,M,Fifties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
1038,HONDA,ACCORD,2010,20001.0,0,0,?,M,Twenties,JAPAN,Miscellaneous Production Workers,2
1045,HONDA,ACCORD,2009,15001.0,1,0,0 - 20000,M,Forties,JAPAN,Amusement and Recreation Attendants,2
1049,HONDA,ACCORD,2004,10001.0,1,0,20001 - 40000,M,Forties,JAPAN,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2
1059,HONDA,CIVIC,2012,15001.0,1,0,?,U,Fifties,JAPAN,First-Line Supervisors of Firefighting and Prevention Workers,2
1069,HONDA,ACCORD,2012,20001.0,0,0,?,F,Forties,JAPAN,"Life, Physical, and Social Science Occupations",2
1086,HONDA,CIVIC,2010,10001.0,1,0,?,M,Twenties,JAPAN,Automotive Body and Related Repairers,2
1087,HONDA,ACCORD,2010,15001.0,1,0,?,M,Twenties,JAPAN,Postal Service Workers,2
1100,HONDA,CIVIC,2011,15001.0,1,0,0 - 20000,M,Forties,JAPAN,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",2
1109,HONDA,ACCORD,2012,15001.0,0,0,?,F,Fifties,JAPAN,Computer and Information Systems Managers,2
1114,HONDA,ACCORD,2009,5001.0,0,0,?,F,Thirties,JAPAN,Computer Numerically Controlled Tool Programmers,2
1115,HONDA,ACCORD,2007,10001.0,0,0,?,U,Twenties,JAPAN,Dishwashers,2
1121,HONDA,ACCORD,2010,15001.0,0,0,?,F,Forties,JAPAN,Miscellaneous Financial Clerks,2
1130,HONDA,CIVIC,2006,10001.0,1,0,?,M,Thirties,JAPAN,Pharmacy Technicians,2
1136,HONDA,CIVIC,2008,15001.0,0,0,100001 - 120000,F,Twenties,JAPAN,Actuaries,2
1137,HONDA,CIVIC,2013,15001.0,1,0,60001 - 80000,F,Thirties,JAPAN,"Social Workers, All Other",2
1142,HONDA,CIVIC,2008,10001.0,0,0,0 - 20000,M,Forties,JAPAN,Retail Salespersons,2
1152,HONDA,ACCORD,2006,10001.0,0,0,0 - 20000,F,Forties,JAPAN,Gambling and Sports Book Writers and Runners,2
1163,HONDA,ACCORD,2010,15001.0,1,0,40001 - 60000,M,Thirties,JAPAN,Crane and Tower Operators,2
1166,TOYOTA,SOLARA,2008,15001.0,1,0,80001 - 100000,F,Fifties,JAPAN,"Environmental Science Teachers, Postsecondary",2
1176,HONDA,CIVIC,2010,10001.0,1,0,80001 - 100000,M,Fifties,JAPAN,Mathematical Science Occupations,2
1177,HONDA,CIVIC,2011,15001.0,0,0,100001 - 120000,F,Twenties,JAPAN,Nurse Practitioners,2
1186,HONDA,ACCORD,2010,15001.0,0,0,40001 - 60000,F,Forties,JAPAN,"Educational Instruction and Library Workers, All Other",2
1193,HONDA,ACCORD,2011,15001.0,0,0,?,M,Nineties,JAPAN,Environmental Engineering Technologists and Technicians,2
1212,HONDA,CIVIC,2012,15001.0,0,0,20001 - 40000,U,Forties,JAPAN,Motion Picture Projectionists,2
1216,HONDA,CIVIC,2006,10001.0,0,0,40001 - 60000,F,Seventies,JAPAN,Survey Researchers,2
1222,HONDA,ACCORD,2007,15001.0,0,0,80001 - 100000,M,Fifties,JAPAN,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",2
1225,HONDA,ACCORD,2010,15001.0,1,0,?,F,Fifties,JAPAN,Miscellaneous Protective Service Workers,2
1232,HONDA,ACCORD,2009,15001.0,0,0,40001 - 60000,U,Twenties,JAPAN,Mental Health and Substance Abuse Social Workers,2
1236,HONDA,ACCORD,2005,10001.0,1,0,?,U,Seventies,JAPAN,Miscellaneous Educational Instruction and Library Workers,2
1242,HONDA,ACCORD,2011,15001.0,0,0,?,F,Thirties,JAPAN,Photographers,2
1246,HONDA,ACCORD,2010,15001.0,0,0,?,M,Sixties,JAPAN,Law Enforcement Workers,2
1247,HONDA,ACCORD,2011,20001.0,1,0,60001 - 80000,M,Thirties,JAPAN,"Clinical, Counseling, and School Psychologists",2
1257,HONDA,ACCORD,2005,10001.0,0,0,20001 - 40000,F,Thirties,JAPAN,Miscellaneous Assemblers and Fabricators,2
1262,HONDA,CIVIC,2010,15001.0,1,0,?,F,Fifties,JAPAN,"Helpers, Construction Trades",2
1267,HONDA,CIVIC,2012,15001.0,0,0,?,F,Twenties,JAPAN,"Criminal Justice and Law Enforcement Teachers, Postsecondary",2
1270,HONDA,CIVIC,2010,15001.0,0,0,?,M,Forties,JAPAN,Miscellaneous Personal Appearance Workers,2
1273,HONDA,ACCORD,2008,15001.0,1,0,?,M,Forties,JAPAN,"Pediatricians, General",2
1286,HONDA,CIVIC,2009,10001.0,0,0,40001 - 60000,F,Twenties,JAPAN,"Eligibility Interviewers, Government Programs",2
1289,HONDA,ACCORD,2010,15001.0,0,0,20001 - 40000,M,Twenties,JAPAN,Shoe and Leather Workers and Repairers,2
1291,HONDA,CIVIC,2011,10001.0,0,0,?,F,Forties,JAPAN,Computer Numerically Controlled Tool Operators,2
1294,HONDA,CIVIC,2012,15001.0,1,0,0 - 20000,M,Forties,JAPAN,Counter and Rental Clerks and Parts Salespersons,2
1301,HONDA,ACCORD,2007,15001.0,1,0,60001 - 80000,M,Twenties,JAPAN,Microbiologists,2
1304,TOYOTA,SOLARA,2007,15001.0,1,0,?,M,Seventies,JAPAN,"Pourers and Casters, Metal",2
1314,NISSAN,350Z,2004,10001.0,0,0,0 - 20000,M,Fifties,JAPAN,Waiters and Waitresses,2
1327,MERCEDES-BENZ,C250,2012,25001.0,0,0,?,F,Forties,GERMANY,Grounds Maintenance Workers,2
1328,HONDA,ACCORD,2010,15001.0,0,0,0 - 20000,M,Forties,JAPAN,Laundry and Dry-Cleaning Workers,2
1341,HONDA,CIVIC,2010,10001.0,0,0,20001 - 40000,F,Twenties,JAPAN,"Interviewers, Except Eligibility and Loan",2
1344,DODGE,CHALLENGER,2012,20001.0,0,0,60001 - 80000,F,Forties,UNITED STATES,"Lighting Technicians and Media and Communication Equipment Workers, All Other",2
1346,HONDA,ACCORD,2008,10001.0,0,0,40001 - 60000,M,Twenties,JAPAN,"Tax Examiners, Collectors and Preparers, and Revenue Agents",2
1357,NISSAN,350Z,2009,20001.0,1,0,40001 - 60000,M,Twenties,JAPAN,"Earth Drillers, Except Oil and Gas; and Explosives Workers, Ordnance Handling Experts, and Blasters",2
1359,HONDA,CIVIC,2010,10001.0,0,0,?,M,Eighties,JAPAN,"Physicians, All Other; and Ophthalmologists, Except Pediatric",2
1366,HYUNDAI,TIBURON,2006,10001.0,1,0,?,M,UnderTwenty,SOUTH KOREA,Ship and Boat Captains and Operators,2
1376,HONDA,CIVIC,2010,10001.0,0,0,?,U,Forties,JAPAN,Chief Executives,2
1378,HONDA,ACCORD,2008,15001.0,0,0,60001 - 80000,F,Sixties,JAPAN,Accountants and Auditors,2
1398,HONDA,CIVIC,2008,10001.0,0,0,20001 - 40000,F,Twenties,JAPAN,Construction Laborers,2
1412,HONDA,ACCORD,2008,5001.0,0,0,?,M,Thirties,JAPAN,"Gambling Service Workers, All Other",2
1414,DODGE,CHALLENGER,2009,20001.0,0,0,?,F,Forties,UNITED STATES,Refuse and Recyclable Material Collectors,2
1442,HONDA,ACCORD,2011,15001.0,1,0,?,F,Sixties,JAPAN,Customer Service Representatives,2
1444,HONDA,CIVIC,2009,15001.0,1,0,?,M,Thirties,JAPAN,Jewelers and Precious Stone and Metal Workers,2
1448,HONDA,CIVIC,2006,10001.0,0,0,?,M,Twenties,JAPAN,Human Resources Workers,2
1455,MERCEDES-BENZ,C230,2007,15001.0,0,0,60001 - 80000,M,Forties,GERMANY,Electrical and Electronic Engineering Technologists and Technicians,2
1467,HONDA,ACCORD,2010,15001.0,0,0,0 - 20000,F,Fifties,JAPAN,"Agricultural Workers, All Other",2
1471,HONDA,ACCORD,2010,15001.0,0,0,20001 - 40000,M,Thirties,JAPAN,Data Entry Keyers,2
1476,HONDA,ACCORD,2007,10001.0,0,0,?,F,Fifties,JAPAN,Hydrologists,2
1485,HONDA,ACCORD,2006,10001.0,1,0,?,M,Forties,JAPAN,Database Administrators and Architects,2
1490,PONTIAC,SOLSTICE,2008,15001.0,1,0,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,2
1508,HONDA,ACCORD,2010,15001.0,1,0,?,M,Thirties,JAPAN,Tour and Travel Guides,2
1513,HONDA,CIVIC,2010,15001.0,0,0,?,M,Twenties,JAPAN,"Dispatchers, Except Police, Fire, and Ambulance",2
1514,TOYOTA,SOLARA,2008,20001.0,1,0,0 - 20000,F,Seventies,JAPAN,"Food Servers, Nonrestaurant",2
1533,HONDA,ACCORD,2009,15001.0,1,0,?,U,Twenties,JAPAN,Cutting Workers,2
1537,HONDA,ACCORD,2003,10001.0,0,0,?,M,Twenties,JAPAN,Cargo and Freight Agents,2
1557,HONDA,CIVIC,2011,10001.0,0,0,20001 - 40000,F,UnderTwenty,JAPAN,Motion Picture Projectionists,2
1562,HONDA,CIVIC,2005,5001.0,0,0,20001 - 40000,M,Twenties,JAPAN,"Woodworking Machine Setters, Operators, and Tenders",2
1567,NISSAN,350Z,2005,15001.0,0,0,?,M,Sixties,JAPAN,"Makeup Artists, Theatrical and Performance",2
1573,HONDA,ACCORD,2006,10001.0,0,0,?,M,Twenties,JAPAN,"Judges, Magistrates, and Other Judicial Workers",2
1576,TOYOTA,SOLARA,2001,5001.0,0,0,?,F,Fifties,JAPAN,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",2
1601,HONDA,ACCORD,2010,15001.0,0,0,?,U,Twenties,JAPAN,Dental Assistants,2
1604,HONDA,ACCORD,2011,15001.0,0,0,?,F,Fifties,JAPAN,"Captains, Mates, and Pilots of Water Vessels",2
1615,HONDA,ACCORD,2010,15001.0,1,0,?,F,UnderTwenty,JAPAN,Civil Engineers,2
1616,HONDA,ACCORD,2002,10001.0,0,0,?,F,Fifties,JAPAN,"Business Teachers, Postsecondary",2
1646,HONDA,CIVIC,2012,15001.0,0,0,?,F,Sixties,JAPAN,Nuclear Technicians,2
1650,NISSAN,350Z,2003,15001.0,1,0,40001 - 60000,F,Thirties,JAPAN,"Insulation Workers, Floor, Ceiling, and Wall",2
1652,HONDA,CIVIC,2013,15001.0,0,0,80001 - 100000,M,Sixties,JAPAN,Management Analysts,2
1654,HONDA,CIVIC,2010,10001.0,0,0,?,M,Twenties,JAPAN,Flight Attendants,2
1657,HONDA,CIVIC,2013,20001.0,0,0,?,M,Forties,JAPAN,Miscellaneous Social Scientists and Related Workers,2
1658,TOYOTA,MR2 SPYDER,2005,10001.0,0,0,?,M,Fifties,JAPAN,Packaging and Filling Machine Operators and Tenders,2
1660,HONDA,ACCORD,2010,15001.0,1,0,?,F,Seventies,JAPAN,"Pediatricians, General",2
1676,HONDA,ACCORD,2004,10001.0,0,0,120001 - 140000,F,Thirties,JAPAN,"Judges, Magistrate Judges, and Magistrates",2
1691,HONDA,ACCORD,2010,15001.0,0,0,?,M,Forties,JAPAN,Tellers,2
1693,HONDA,CIVIC,2010,10001.0,0,0,60001 - 80000,F,Thirties,JAPAN,Air Transportation Workers,2
1703,HONDA,ACCORD,2010,20001.0,1,0,40001 - 60000,F,Fifties,JAPAN,Fish and Game Wardens,2
1704,HONDA,CIVIC,2010,10001.0,1,0,?,M,Forties,JAPAN,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",2
1724,TOYOTA,SOLARA,2006,10001.0,1,0,?,U,Sixties,JAPAN,"Forest, Conservation, and Logging Workers",2
1743,HONDA,ACCORD,2010,15001.0,1,0,180001 - 200000,M,Forties,JAPAN,Chief Executives,2
1761,HONDA,CIVIC,2012,15001.0,0,0,40001 - 60000,F,Thirties,JAPAN,Insurance Claims and Policy Processing Clerks,2
1767,HONDA,ACCORD,2011,20001.0,0,0,0 - 20000,F,Thirties,JAPAN,Recreation Workers,2
1773,HONDA,CIVIC,2011,10001.0,1,0,?,M,Forties,JAPAN,Miscellaneous Religious Workers,2
1781,HONDA,ACCORD,2010,15001.0,0,0,?,U,Thirties,JAPAN,Cooling and Freezing Equipment Operators and Tenders,2
