,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
1706,LEXUS,SC 430,2005,25001.0,1,0,0 - 20000,U,Sixties,JAPAN,Healthcare Support Occupations,3
1710,DODGE,CHALLENGER SRT-8,2010,35001.0,1,1,60001 - 80000,U,Thirties,UNITED STATES,Construction and Building Inspectors,3
1719,MERCEDES-BENZ,C250,2012,25001.0,1,1,60001 - 80000,F,Twenties,GERMANY,Dietitians and Nutritionists,3
1721,PORSCHE,CAYMAN,2008,30001.0,0,1,80001 - 100000,F,Thirties,GERMANY,Construction Managers,3
1736,MERCEDES-BENZ,C250,2012,30001.0,0,1,60001 - 80000,M,Thirties,GERMANY,Miscellaneous Postsecondary Teachers,3
1760,MERCEDES-BENZ,C250,2012,30001.0,1,1,140001 - 160000,M,Sixties,GERMANY,Computer and Information Systems Managers,3
1785,DODGE,CHALLENGER SRT-8,2009,30001.0,0,1,140001 - 160000,M,Thirties,UNITED STATES,"Dentists, General",3
1796,LEXUS,SC 430,2008,30001.0,0,0,?,F,Fifties,JAPAN,First-Line Supervisors of Retail Sales Workers,3
1804,MERCEDES-BENZ,C250,2013,30001.0,1,1,80001 - 100000,M,Fifties,GERMANY,Operations Research Analysts,3
1869,ACURA,ZDX,2010,25001.0,1,1,40001 - 60000,U,Twenties,JAPAN,"Meter Readers, Utilities",3
1880,PORSCHE,911,2008,55001.0,1,1,200001+,M,Forties,GERMANY,General Internal Medicine Physicians,3
1881,DODGE,CHALLENGER SRT-8,2010,30001.0,1,0,?,F,Sixties,UNITED STATES,Physician Assistants,3
1888,BMW,1M,2011,55001.0,1,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,3
1909,PORSCHE,CAYMAN,2006,30001.0,1,1,120001 - 140000,M,Fifties,GERMANY,Astronomers and Physicists,3
1921,CADILLAC,ATS,2013,30001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,Locomotive Engineers and Operators,3
1949,DODGE,CHALLENGER SRT-8,2012,35001.0,1,1,60001 - 80000,M,UnderTwenty,UNITED STATES,Biological Scientists,3
1950,PORSCHE,CAYMAN,2009,30001.0,1,0,?,M,Thirties,GERMANY,Computer and Information Systems Managers,3
2003,MERCEDES-BENZ,C250,2012,30001.0,1,1,140001 - 160000,M,Forties,GERMANY,Architectural and Engineering Managers,3
2053,MERCEDES-BENZ,C250,2013,25001.0,1,1,80001 - 100000,M,Forties,GERMANY,"Education Administrators, All Other",3
2063,MERCEDES-BENZ,C250,2013,30001.0,1,1,0 - 20000,M,Forties,GERMANY,"Graders and Sorters, Agricultural Products",3
2111,PORSCHE,911,2009,65001.0,0,1,180001 - 200000,M,Forties,GERMANY,Chief Executives,3
2114,MERCEDES-BENZ,C63 AMG,2012,55001.0,0,1,60001 - 80000,M,Twenties,GERMANY,Registered Nurses,3
2122,PORSCHE,911,2006,40001.0,1,0,140001 - 160000,F,Sixties,GERMANY,Computer and Information Systems Managers,3
2158,MERCEDES-BENZ,C250,2012,30001.0,0,0,0 - 20000,F,Thirties,GERMANY,Bartenders,3
2168,MERCEDES-BENZ,C250,2012,25001.0,0,1,60001 - 80000,F,Forties,GERMANY,Transportation Inspectors,3
2182,PORSCHE,911,2008,45001.0,0,1,40001 - 60000,M,Sixties,GERMANY,"Engineering Technologists and Technicians, Except Drafters",3
2188,PORSCHE,CAYMAN,2007,35001.0,0,1,0 - 20000,M,Seventies,GERMANY,Miscellaneous Personal Appearance Workers,3
2200,PORSCHE,CAYMAN,2008,35001.0,1,0,?,M,Sixties,GERMANY,Operating Engineers and Other Construction Equipment Operators,3
2233,CADILLAC,ATS,2013,25001.0,1,1,180001 - 200000,F,Forties,UNITED STATES,Chief Executives,3
2272,LEXUS,SC 430,2006,30001.0,1,1,40001 - 60000,F,Fifties,JAPAN,"Environmental Science and Protection Technicians, Including Health",3
2293,ACURA,ZDX,2011,25001.0,0,1,60001 - 80000,F,Thirties,JAPAN,Occupational Therapy Assistants,3
2303,MERCEDES-BENZ,C250,2012,30001.0,1,1,80001 - 100000,M,Twenties,GERMANY,Sociologists,3
2326,MERCEDES-BENZ,C250,2013,25001.0,0,0,20001 - 40000,U,Twenties,GERMANY,"Food Servers, Nonrestaurant",3
2353,PORSCHE,CAYMAN,2007,30001.0,0,0,0 - 20000,M,Sixties,GERMANY,Gambling Cage Workers,3
2390,JAGUAR,XKR,2007,40001.0,0,1,40001 - 60000,F,Thirties,UNITED KINGDOM,"Electric Motor, Power Tool, and Related Repairers",3
2399,PORSCHE,CAYMAN,2006,25001.0,1,1,40001 - 60000,M,Twenties,GERMANY,Travel Agents,3
2402,LEXUS,SC 430,2006,25001.0,1,0,80001 - 100000,U,Twenties,JAPAN,"Data Scientists and Mathematical Science Occupations, All Other",3
2409,MERCEDES-BENZ,C63 AMG,2010,40001.0,1,1,120001 - 140000,M,Twenties,GERMANY,Purchasing Managers,3
2415,PORSCHE,911,2007,50001.0,0,0,?,M,Fifties,GERMANY,Textile Bleaching and Dyeing Machine Operators and Tenders,3
2440,MERCEDES-BENZ,C250,2012,25001.0,1,1,80001 - 100000,M,Forties,GERMANY,"Education Administrators, Postsecondary",3
2458,DODGE,CHALLENGER SRT-8,2010,30001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,Buyers and Purchasing Agents,3
2467,PORSCHE,CAYMAN,2008,35001.0,0,0,160001 - 180000,M,HundredPlus,GERMANY,Nurse Anesthetists,3
2545,PORSCHE,911,2007,40001.0,0,0,100001 - 120000,M,Thirties,GERMANY,Sales Engineers,3
2548,PORSCHE,911,2005,35001.0,1,1,80001 - 100000,M,Sixties,GERMANY,Atmospheric and Space Scientists,3
2573,MERCEDES-BENZ,C250,2013,30001.0,1,0,20001 - 40000,M,Fifties,GERMANY,Gambling Dealers,3
2580,PORSCHE,CAYMAN,2009,40001.0,1,0,?,M,Forties,GERMANY,"Electronic Equipment Installers and Repairers, Motor Vehicles",3
2606,PORSCHE,911,2004,30001.0,1,0,200001+,M,Thirties,GERMANY,General Internal Medicine Physicians,3
2613,MERCEDES-BENZ,C250,2012,30001.0,1,0,40001 - 60000,F,Twenties,GERMANY,"Financial Clerks, All Other",3
2638,MERCEDES-BENZ,C250,2012,30001.0,1,1,0 - 20000,M,Sixties,GERMANY,"Cooks, All Other",3
2654,PORSCHE,CAYMAN,2007,25001.0,0,1,80001 - 100000,M,Forties,GERMANY,"Education Administrators, All Other",3
2674,SUBARU,BRZ,2013,25001.0,0,1,60001 - 80000,M,Thirties,JAPAN,Logisticians,3
2675,DODGE,CHALLENGER SRT-8,2011,35001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Meter Readers, Utilities",3
2713,PORSCHE,911,2009,50001.0,1,1,200001+,M,Thirties,GERMANY,General Internal Medicine Physicians,3
2721,MERCEDES-BENZ,C250,2013,35001.0,1,1,100001 - 120000,F,Thirties,GERMANY,Nuclear Power Reactor Operators,3
2732,LEXUS,SC 430,2005,25001.0,1,0,?,M,Forties,JAPAN,"Engineers, All Other",3
2786,ACURA,ZDX,2010,25001.0,1,1,80001 - 100000,U,Forties,JAPAN,Detectives and Criminal Investigators,3
2796,DODGE,CHALLENGER SRT-8,2010,35001.0,0,1,80001 - 100000,M,Forties,UNITED STATES,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",3
2810,CHRYSLER,300 C SRT,2012,45001.0,0,1,40001 - 60000,M,Forties,UNITED STATES,"Education and Childcare Administrators, Preschool and Daycare",3
2846,MERCEDES-BENZ,C250,2013,30001.0,0,1,60001 - 80000,M,Thirties,GERMANY,Loan Officers,3
2868,MERCEDES-BENZ,C250,2012,25001.0,1,1,40001 - 60000,U,Twenties,GERMANY,Drafters,3
2880,PORSCHE,CAYMAN,2008,30001.0,0,1,60001 - 80000,F,Twenties,GERMANY,Signal and Track Switch Repairers,3
2899,ACURA,ZDX,2010,25001.0,1,1,40001 - 60000,M,Twenties,JAPAN,Tool and Die Makers,3
2919,MERCEDES-BENZ,C250,2013,30001.0,1,1,60001 - 80000,M,Fifties,GERMANY,Special Effects Artists and Animators,3
2924,DODGE,CHALLENGER SRT-8,2009,30001.0,1,1,100001 - 120000,F,Forties,UNITED STATES,Sales Engineers,3
2937,PORSCHE,CAYMAN,2009,30001.0,0,0,100001 - 120000,M,Forties,GERMANY,Nurse Midwives,3
3055,DODGE,CHALLENGER SRT-8,2009,30001.0,0,1,80001 - 100000,M,Twenties,UNITED STATES,"Social Sciences Teachers, Postsecondary",3
3072,MERCEDES-BENZ,C63 AMG,2009,35001.0,1,0,?,M,Twenties,GERMANY,Animal Caretakers,3
3097,PORSCHE,911,2010,75001.0,0,1,200001+,M,Sixties,GERMANY,Family Medicine Physicians,3
3128,PORSCHE,911,2008,55001.0,0,1,200001+,M,Sixties,GERMANY,General Internal Medicine Physicians,3
3130,MERCEDES-BENZ,C250,2012,30001.0,0,1,100001 - 120000,U,Thirties,GERMANY,Optometrists,3
3138,LEXUS,SC 430,2007,35001.0,1,1,80001 - 100000,U,Thirties,JAPAN,Physical Scientists,3
3157,PORSCHE,911,2006,40001.0,1,0,?,M,Forties,GERMANY,Manufactured Building and Mobile Home Installers,3
3163,LEXUS,SC 430,2006,30001.0,1,1,160001 - 180000,F,Forties,JAPAN,Nurse Anesthetists,3
3167,DODGE,CHALLENGER SRT-8,2010,30001.0,1,0,160001 - 180000,M,Fifties,UNITED STATES,Nurse Anesthetists,3
3191,MERCEDES-BENZ,C250,2012,30001.0,0,0,?,U,UnderTwenty,GERMANY,Dishwashers,3
3192,PORSCHE,CAYMAN,2006,30001.0,1,1,140001 - 160000,M,Forties,GERMANY,Computer and Information Systems Managers,3
3203,PORSCHE,CAYMAN,2007,35001.0,0,1,180001 - 200000,M,Forties,GERMANY,Chief Executives,3
3220,MERCEDES-BENZ,C250,2012,30001.0,1,1,100001 - 120000,F,Forties,GERMANY,Mathematicians,3
3232,PORSCHE,911,2008,45001.0,0,1,80001 - 100000,U,Twenties,GERMANY,Miscellaneous Computer Occupations,3
3247,MERCEDES-BENZ,C250,2012,25001.0,0,1,200001+,M,Forties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
3280,BMW,1M,2011,45001.0,0,0,?,F,Thirties,GERMANY,Teaching Assistants,3
3301,CADILLAC,ATS,2013,30001.0,1,0,0 - 20000,M,Forties,UNITED STATES,Building Cleaning and Pest Control Workers,3
3305,PORSCHE,911,2009,65001.0,0,0,?,M,Forties,GERMANY,Communications Equipment Operators,3
3327,CADILLAC,ATS,2013,25001.0,1,1,160001 - 180000,U,Thirties,UNITED STATES,"Pediatricians, General",3
3338,JAGUAR,XKR,2009,45001.0,0,1,80001 - 100000,M,Thirties,UNITED KINGDOM,Mechanical Engineers,3
3348,MERCEDES-BENZ,C63 AMG,2011,50001.0,1,1,80001 - 100000,M,Twenties,GERMANY,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3
3403,DODGE,CHALLENGER SRT-8,2010,30001.0,0,1,40001 - 60000,M,Twenties,UNITED STATES,"Floor Layers, Except Carpet, Wood, and Hard Tiles",3
3409,PORSCHE,CAYMAN,2008,35001.0,1,0,?,F,Forties,GERMANY,Helpers--Extraction Workers,3
3419,DODGE,CHALLENGER SRT-8,2012,35001.0,0,1,40001 - 60000,M,Sixties,UNITED STATES,Pumping Station Operators,3
3423,MERCEDES-BENZ,C250,2013,30001.0,1,1,40001 - 60000,F,Thirties,GERMANY,Biological Technicians,3
3428,PORSCHE,CAYMAN,2012,40001.0,0,1,200001+,F,Thirties,GERMANY,Family Medicine Physicians,3
3552,ACURA,ZDX,2010,30001.0,1,1,160001 - 180000,M,Forties,JAPAN,Nurse Anesthetists,3
3556,SUBARU,BRZ,2013,25001.0,1,1,40001 - 60000,M,Thirties,JAPAN,Athletic Trainers,3
3557,PORSCHE,CAYMAN,2007,30001.0,0,0,100001 - 120000,F,Forties,GERMANY,Industrial Production Managers,3
3583,MERCEDES-BENZ,C250,2012,30001.0,1,1,80001 - 100000,F,Twenties,GERMANY,Detectives and Criminal Investigators,3
3599,MERCEDES-BENZ,C250,2012,25001.0,1,1,40001 - 60000,F,Forties,GERMANY,Firefighters,3
3602,JAGUAR,XKR,2007,35001.0,0,1,200001+,F,Forties,UNITED KINGDOM,Family Medicine Physicians,3
3603,MERCEDES-BENZ,C250,2012,35001.0,1,1,100001 - 120000,F,Forties,GERMANY,Software Developers and Software Quality Assurance Analysts and Testers,3
3606,LEXUS,SC 430,2010,40001.0,0,0,?,M,Eighties,JAPAN,"Special Education Teachers, Preschool",3
3676,MERCEDES-BENZ,C250,2013,30001.0,1,0,?,M,Fifties,GERMANY,Animal Care and Service Workers,3
3709,PORSCHE,CAYMAN,2008,30001.0,1,1,200001+,M,Fifties,GERMANY,Family Medicine Physicians,3
3712,PORSCHE,911,2007,45001.0,1,1,200001+,M,Sixties,GERMANY,General Internal Medicine Physicians,3
3737,ACURA,ZDX,2010,25001.0,1,1,80001 - 100000,M,Forties,JAPAN,Industrial Engineers,3
3754,PORSCHE,911,2009,50001.0,1,1,140001 - 160000,M,Thirties,GERMANY,Architectural and Engineering Managers,3
3756,MERCEDES-BENZ,C250,2013,35001.0,1,1,60001 - 80000,F,Twenties,GERMANY,Buyers and Purchasing Agents,3
3782,PORSCHE,911,2005,35001.0,1,1,200001+,U,Forties,GERMANY,General Internal Medicine Physicians,3
3802,MERCEDES-BENZ,C63 AMG,2010,35001.0,0,1,80001 - 100000,M,Sixties,GERMANY,Agricultural Engineers,3
3806,PORSCHE,CAYMAN,2009,40001.0,0,0,?,M,Sixties,GERMANY,Proofreaders and Copy Markers,3
3808,MERCEDES-BENZ,C250,2012,30001.0,1,1,0 - 20000,F,Sixties,GERMANY,Gambling Cage Workers,3
3820,DODGE,CHALLENGER SRT-8,2011,35001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Heavy and Tractor-Trailer Truck Drivers,3
3870,PORSCHE,CAYMAN,2007,25001.0,0,1,140001 - 160000,M,Forties,GERMANY,Computer and Information Systems Managers,3
3877,LEXUS,SC 430,2006,25001.0,0,1,100001 - 120000,F,Sixties,JAPAN,Physician Assistants,3
3888,DODGE,CHALLENGER SRT-8,2009,30001.0,1,1,60001 - 80000,M,Thirties,UNITED STATES,Respiratory Therapists,3
3929,JAGUAR,XJ8,2009,40001.0,1,1,20001 - 40000,M,Twenties,UNITED KINGDOM,"Laborers and Freight, Stock, and Material Movers, Hand",3
3948,CHRYSLER,300 C SRT,2012,40001.0,1,1,20001 - 40000,M,Thirties,UNITED STATES,"Textile, Apparel, and Furnishings Workers",3
3958,DODGE,CHALLENGER SRT-8,2010,30001.0,1,1,80001 - 100000,M,Fifties,UNITED STATES,Civil Engineers,3
3961,MERCEDES-BENZ,C250,2013,30001.0,0,1,40001 - 60000,U,Thirties,GERMANY,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",3
3962,MERCEDES-BENZ,C250,2012,30001.0,1,0,20001 - 40000,F,Twenties,GERMANY,"Cooks, Fast Food",3
4009,MERCEDES-BENZ,C63 AMG,2009,35001.0,0,1,40001 - 60000,M,Forties,GERMANY,Industrial Machinery Mechanics,3
4028,PORSCHE,911,2004,30001.0,0,1,160001 - 180000,M,Forties,GERMANY,"Pediatricians, General",3
4034,MERCEDES-BENZ,C250,2012,25001.0,1,1,100001 - 120000,F,Twenties,GERMANY,"Law Teachers, Postsecondary",3
4043,MERCEDES-BENZ,C250,2012,30001.0,0,1,60001 - 80000,M,Twenties,GERMANY,Electrical and Electronics Drafters,3
4102,PORSCHE,911,2002,35001.0,0,0,?,M,Thirties,GERMANY,"Farmers, Ranchers, and Other Agricultural Managers",3
4119,SUBARU,BRZ,2013,25001.0,0,1,40001 - 60000,M,Twenties,JAPAN,"Refractory Materials Repairers, Except Brickmasons",3
4131,MERCEDES-BENZ,C250,2013,30001.0,1,1,160001 - 180000,M,Fifties,GERMANY,"Pediatricians, General",3
4146,PORSCHE,CAYMAN,2008,30001.0,0,0,?,F,Fifties,GERMANY,"Healthcare Support Workers, All Other",3
4192,JAGUAR,XKR,2009,40001.0,1,0,?,M,Forties,UNITED KINGDOM,"Judges, Magistrate Judges, and Magistrates",3
4199,PORSCHE,911,2008,50001.0,1,1,180001 - 200000,M,Fifties,GERMANY,Chief Executives,3
4210,LEXUS,SC 430,2007,30001.0,1,1,20001 - 40000,U,Seventies,JAPAN,"Tutors and Teachers and Instructors, All Other",3
4214,PORSCHE,CAYMAN,2008,40001.0,1,1,140001 - 160000,M,Forties,GERMANY,Dentists,3
4229,PORSCHE,911,2008,40001.0,1,0,?,M,Fifties,GERMANY,Environmental Engineers,3
4233,CADILLAC,ATS,2013,30001.0,1,0,?,U,Thirties,UNITED STATES,Semiconductor Processing Technicians,3
4237,DODGE,CHALLENGER SRT-8,2010,30001.0,1,0,?,M,Twenties,UNITED STATES,Fast Food and Counter Workers,3
4269,PORSCHE,911,2006,50001.0,1,1,140001 - 160000,M,Forties,GERMANY,"Dentists, General",3
4317,DODGE,CHALLENGER SRT-8,2009,30001.0,0,0,?,M,Seventies,UNITED STATES,"Production Workers, All Other",3
4346,DODGE,CHALLENGER SRT-8,2012,35001.0,0,1,120001 - 140000,M,Forties,UNITED STATES,Air Traffic Controllers,3
4380,PORSCHE,911,2010,65001.0,1,1,200001+,M,Thirties,GERMANY,Family Medicine Physicians,3
