,purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
213,MERCEDES-BENZ,C300,2009,20001.0,0,0,?,M,Fifties,GERMANY,Natural Sciences Managers,4
227,MERCEDES-BENZ,C300,2009,20001.0,0,1,100001 - 120000,M,Thirties,GERMANY,Management Occupations,4
228,DODGE,CHALLENGER,2012,20001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"Education Teachers, Postsecondary",4
234,MERCEDES-BENZ,C300,2010,20001.0,1,0,60001 - 80000,F,Forties,GERMANY,"Sales Representatives, Wholesale and Manufacturing",4
242,MERCEDES-BENZ,C300,2009,20001.0,1,1,40001 - 60000,U,Thirties,GERMANY,Biological Technicians,4
252,HYUNDAI,VELOSTER,2013,20001.0,0,0,?,F,Thirties,SOUTH KOREA,Tellers,4
256,DODGE,CHALLENGER,2010,25001.0,1,1,80001 - 100000,M,Forties,UNITED STATES,"Biological Science Teachers, Postsecondary",4
260,MERCEDES-BENZ,C300,2009,20001.0,0,1,120001 - 140000,M,Forties,GERMANY,Aircraft Pilots and Flight Engineers,4
267,MERCEDES-BENZ,C300,2010,25001.0,0,0,?,M,Forties,GERMANY,Drafters,4
275,SCION,TC,2011,15001.0,0,1,40001 - 60000,M,Fifties,UNITED STATES,"Supervisors of Farming, Fishing, and Forestry Workers",4
282,MERCEDES-BENZ,C350,2009,25001.0,0,1,80001 - 100000,F,Twenties,GERMANY,Database Administrators and Architects,4
283,MERCEDES-BENZ,C280,2007,20001.0,1,1,0 - 20000,M,Seventies,GERMANY,Other Educational Instruction and Library Occupations,4
285,MERCEDES-BENZ,C300,2010,25001.0,0,1,?,M,Thirties,GERMANY,Medical and Health Services Managers,4
288,MERCEDES-BENZ,C300,2011,25001.0,0,0,?,M,Thirties,GERMANY,"Material Recording, Scheduling, Dispatching, and Distributing Workers",4
290,MERCEDES-BENZ,C300,2010,25001.0,1,1,80001 - 100000,F,Forties,GERMANY,Environmental Engineers,4
293,MERCEDES-BENZ,C300,2010,20001.0,1,1,200001+,F,Forties,GERMANY,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
295,MERCEDES-BENZ,C300,2011,25001.0,1,1,200001+,F,Fifties,GERMANY,Family Medicine Physicians,4
297,DODGE,CHALLENGER,2009,20001.0,0,1,?,M,Twenties,UNITED STATES,"Morticians, Undertakers, and Funeral Arrangers",4
299,MERCEDES-BENZ,C300,2010,25001.0,1,1,200001+,F,Twenties,GERMANY,General Internal Medicine Physicians,4
304,MERCEDES-BENZ,C300,2011,25001.0,0,0,?,F,Sixties,GERMANY,"Tax Examiners and Collectors, and Revenue Agents",4
309,MERCEDES-BENZ,C300,2010,20001.0,0,1,140001 - 160000,M,Forties,GERMANY,Architectural and Engineering Managers,4
311,MERCEDES-BENZ,C300,2010,20001.0,1,1,60001 - 80000,F,Thirties,GERMANY,Electrical and Electronics Drafters,4
316,MERCEDES-BENZ,C300,2011,25001.0,1,1,60001 - 80000,U,Twenties,GERMANY,First-Line Supervisors of Construction Trades and Extraction Workers,4
321,MERCEDES-BENZ,C300,2011,25001.0,0,1,40001 - 60000,U,Forties,GERMANY,Bridge and Lock Tenders,4
328,DODGE,CHALLENGER,2011,20001.0,1,1,40001 - 60000,F,Twenties,UNITED STATES,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",4
329,MERCEDES-BENZ,C300,2011,25001.0,1,0,?,M,Seventies,GERMANY,Air Traffic Controllers,4
335,MERCEDES-BENZ,C300,2010,20001.0,0,0,?,F,Seventies,GERMANY,Historians,4
344,DODGE,CHALLENGER,2010,20001.0,0,1,40001 - 60000,U,Thirties,UNITED STATES,Librarians and Media Collections Specialists,4
351,MERCEDES-BENZ,C300,2010,20001.0,1,1,20001 - 40000,U,Twenties,GERMANY,Other Teachers and Instructors,4
354,DODGE,CHALLENGER,2012,30001.0,0,1,60001 - 80000,M,Twenties,UNITED STATES,"Sales Representatives, Wholesale and Manufacturing",4
358,SCION,TC,2012,15001.0,1,1,20001 - 40000,F,Twenties,UNITED STATES,Gambling Surveillance Officers and Gambling Investigators,4
359,MERCEDES-BENZ,C300,2008,20001.0,1,1,80001 - 100000,F,Forties,GERMANY,Network and Computer Systems Administrators,4
361,MERCEDES-BENZ,C300,2011,20001.0,0,1,80001 - 100000,U,Thirties,GERMANY,Sociologists,4
367,MERCEDES-BENZ,C300,2010,25001.0,1,1,20001 - 40000,M,Sixties,GERMANY,Veterinary Assistants and Laboratory Animal Caretakers,4
369,MERCEDES-BENZ,C300,2010,20001.0,1,1,60001 - 80000,M,Forties,GERMANY,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",4
372,HYUNDAI,VELOSTER,2012,15001.0,0,1,100001 - 120000,M,Fifties,SOUTH KOREA,Nurse Practitioners,4
376,MERCEDES-BENZ,C350,2010,25001.0,1,0,?,U,Twenties,GERMANY,Computer and Information Research Scientists,4
392,DODGE,CHALLENGER,2013,25001.0,0,0,?,M,Twenties,UNITED STATES,"News Analysts, Reporters, and Journalists",4
396,MERCEDES-BENZ,C300,2012,30001.0,1,1,200001+,M,Fifties,GERMANY,Family Medicine Physicians,4
403,MERCEDES-BENZ,C300,2008,20001.0,1,1,40001 - 60000,U,Twenties,GERMANY,"Counselors, All Other",4
404,MERCEDES-BENZ,C300,2011,25001.0,1,1,60001 - 80000,M,Forties,GERMANY,"Supervisors of Installation, Maintenance, and Repair Workers",4
417,MERCEDES-BENZ,C300,2009,20001.0,0,1,40001 - 60000,M,Fifties,GERMANY,"Refractory Materials Repairers, Except Brickmasons",4
426,MERCEDES-BENZ,C300,2010,20001.0,1,1,40001 - 60000,M,Thirties,GERMANY,Medical Appliance Technicians,4
430,MERCEDES-BENZ,C300,2009,20001.0,1,1,40001 - 60000,F,Forties,GERMANY,Audio and Video Technicians,4
434,DODGE,CHALLENGER,2010,20001.0,1,1,20001 - 40000,M,Twenties,UNITED STATES,"Nursing Assistants, Orderlies, and Psychiatric Aides",4
436,MERCEDES-BENZ,C300,2011,25001.0,1,1,40001 - 60000,F,Thirties,GERMANY,Property Appraisers and Assessors,4
438,MERCEDES-BENZ,C300,2010,20001.0,0,1,80001 - 100000,F,Forties,GERMANY,Art Directors,4
444,SCION,TC,2013,15001.0,1,1,20001 - 40000,U,Forties,UNITED STATES,Counter and Rental Clerks and Parts Salespersons,4
446,MERCEDES-BENZ,C300,2010,20001.0,0,1,40001 - 60000,M,Twenties,GERMANY,Social Workers,4
447,MERCEDES-BENZ,C300,2010,25001.0,1,1,40001 - 60000,F,Thirties,GERMANY,"Cement Masons, Concrete Finishers, and Terrazzo Workers",4
449,DODGE,CHALLENGER,2013,30001.0,0,1,40001 - 60000,F,Fifties,UNITED STATES,"Meter Readers, Utilities",4
459,MERCEDES-BENZ,C300,2011,25001.0,0,1,60001 - 80000,M,Thirties,GERMANY,Dietitians and Nutritionists,4
460,MERCEDES-BENZ,C300,2008,20001.0,0,1,40001 - 60000,M,Twenties,GERMANY,"Miscellaneous Sales Representatives, Services",4
462,HYUNDAI,VELOSTER,2012,15001.0,1,1,0 - 20000,F,Forties,SOUTH KOREA,Sales and Related Occupations,4
466,MERCEDES-BENZ,C300,2010,20001.0,0,1,60001 - 80000,M,Fifties,GERMANY,Life Scientists,4
469,MERCEDES-BENZ,C300,2011,25001.0,0,1,20001 - 40000,M,Fifties,GERMANY,Animal Trainers,4
471,MERCEDES-BENZ,C300,2013,35001.0,1,1,80001 - 100000,F,Forties,GERMANY,Physical Scientists,4
476,SCION,FR-S,2013,20001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,"Excavating and Loading Machine and Dragline Operators, Surface Mining",4
490,MERCEDES-BENZ,C300,2011,25001.0,1,1,0 - 20000,M,Seventies,GERMANY,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",4
500,MERCEDES-BENZ,C300,2009,20001.0,0,0,180001 - 200000,M,Thirties,GERMANY,Chief Executives,4
508,MERCEDES-BENZ,C300,2011,25001.0,1,0,?,F,Thirties,GERMANY,Printing Workers,4
510,PONTIAC,SOLSTICE,2009,20001.0,1,0,?,M,Fifties,UNITED STATES,"Social Scientists and Related Workers, All Other",4
512,DODGE,CHALLENGER,2009,25001.0,0,1,20001 - 40000,M,Thirties,UNITED STATES,Manufactured Building and Mobile Home Installers,4
517,MERCEDES-BENZ,C300,2009,20001.0,1,1,20001 - 40000,F,Twenties,GERMANY,Phlebotomists,4
521,MERCEDES-BENZ,C300,2008,20001.0,0,1,40001 - 60000,M,Forties,GERMANY,"Bailiffs, Correctional Officers, and Jailers",4
529,DODGE,CHALLENGER,2010,20001.0,1,1,60001 - 80000,M,Forties,UNITED STATES,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",4
530,MERCEDES-BENZ,C300,2010,20001.0,0,1,20001 - 40000,U,Thirties,GERMANY,Fence Erectors,4
531,MERCEDES-BENZ,C300,2010,20001.0,1,0,?,F,Forties,GERMANY,"Cooks, Short Order",4
541,DODGE,CHALLENGER,2011,25001.0,1,1,100001 - 120000,M,Thirties,UNITED STATES,General and Operations Managers,4
544,MERCEDES-BENZ,C300,2011,20001.0,1,1,40001 - 60000,F,Thirties,GERMANY,"Model Makers and Patternmakers, Metal and Plastic",4
549,MERCEDES-BENZ,C300,2011,25001.0,0,1,80001 - 100000,U,Twenties,GERMANY,Materials Engineers,4
550,MERCEDES-BENZ,C300,2010,20001.0,1,1,0 - 20000,M,Thirties,GERMANY,Tour and Travel Guides,4
552,MERCEDES-BENZ,C300,2012,30001.0,0,1,180001 - 200000,F,Thirties,GERMANY,Chief Executives,4
556,MERCEDES-BENZ,C300,2010,25001.0,1,1,40001 - 60000,M,Forties,GERMANY,Wind Turbine Service Technicians,4
558,MERCEDES-BENZ,C300,2010,25001.0,1,0,?,F,Sixties,GERMANY,Sheet Metal Workers,4
559,MERCEDES-BENZ,C300,2010,25001.0,0,1,80001 - 100000,F,Fifties,GERMANY,Veterinarians,4
563,MERCEDES-BENZ,C300,2010,20001.0,1,1,40001 - 60000,F,Fifties,GERMANY,Mechanical Engineering Technologists and Technicians,4
564,DODGE,CHALLENGER,2012,20001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Biological Technicians,4
566,MERCEDES-BENZ,C300,2011,25001.0,1,0,0 - 20000,F,Fifties,GERMANY,Occupational Therapy Aides,4
569,MERCEDES-BENZ,C300,2011,25001.0,1,1,80001 - 100000,U,Thirties,GERMANY,"Education Administrators, All Other",4
570,HYUNDAI,VELOSTER,2013,15001.0,0,1,80001 - 100000,M,Forties,SOUTH KOREA,"Geography Teachers, Postsecondary",4
577,DODGE,CHALLENGER,2010,25001.0,1,1,200001+,M,Thirties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",4
587,MERCEDES-BENZ,C300,2010,25001.0,1,1,60001 - 80000,F,Fifties,GERMANY,Subway and Streetcar Operators,4
596,MERCEDES-BENZ,C300,2010,25001.0,0,1,160001 - 180000,U,Forties,GERMANY,Nurse Anesthetists,4
599,MERCEDES-BENZ,C300,2009,25001.0,1,1,40001 - 60000,M,Fifties,GERMANY,"Refractory Materials Repairers, Except Brickmasons",4
603,MERCEDES-BENZ,C300,2011,25001.0,0,0,?,M,Twenties,GERMANY,Rail Car Repairers,4
617,MERCEDES-BENZ,C300,2009,20001.0,1,1,80001 - 100000,M,Fifties,GERMANY,"Geoscientists, Except Hydrologists and Geographers",4
629,MERCEDES-BENZ,C300,2009,20001.0,0,1,40001 - 60000,M,Twenties,GERMANY,Reinforcing Iron and Rebar Workers,4
645,MERCEDES-BENZ,C350,2008,20001.0,1,1,40001 - 60000,F,Twenties,GERMANY,First-Line Supervisors of Sales Workers,4
649,MERCEDES-BENZ,C300,2011,25001.0,1,1,0 - 20000,F,Fifties,GERMANY,"Ushers, Lobby Attendants, and Ticket Takers",4
656,DODGE,CHALLENGER,2012,25001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Roofers,4
661,DODGE,CHALLENGER,2010,20001.0,0,1,20001 - 40000,F,Twenties,UNITED STATES,"Pourers and Casters, Metal",4
668,DODGE,CHALLENGER,2010,20001.0,0,1,140001 - 160000,F,Thirties,UNITED STATES,"Dentists, General",4
669,MERCEDES-BENZ,C300,2010,20001.0,0,1,0 - 20000,F,Forties,GERMANY,"Food Servers, Nonrestaurant",4
677,MERCEDES-BENZ,C300,2008,20001.0,1,1,120001 - 140000,F,Forties,GERMANY,Marketing and Sales Managers,4
681,MERCEDES-BENZ,C300,2011,25001.0,0,1,20001 - 40000,F,Forties,GERMANY,Building Cleaning and Pest Control Workers,4
682,MERCEDES-BENZ,C280,2007,15001.0,1,0,?,F,Fifties,GERMANY,Supervisors of Construction and Extraction Workers,4
695,MERCEDES-BENZ,C300,2010,20001.0,1,1,100001 - 120000,M,Twenties,GERMANY,Computer Network Architects,4
696,MERCEDES-BENZ,C300,2010,20001.0,1,1,100001 - 120000,M,Forties,GERMANY,"Personal Service Managers, All Other; Entertainment and Recreation Managers, Except Gambling; and Managers, All Other",4
698,MERCEDES-BENZ,C300,2009,20001.0,1,1,20001 - 40000,F,Thirties,GERMANY,Healthcare Support Occupations,4
706,MERCEDES-BENZ,C300,2008,20001.0,1,1,100001 - 120000,M,Twenties,GERMANY,Sales Engineers,4
709,HYUNDAI,VELOSTER,2012,15001.0,0,1,60001 - 80000,F,Thirties,SOUTH KOREA,Environmental Scientists and Geoscientists,4
710,MERCEDES-BENZ,C300,2012,30001.0,1,1,0 - 20000,F,Forties,GERMANY,"Production Workers, All Other",4
715,MERCEDES-BENZ,C350,2009,20001.0,1,1,40001 - 60000,M,Twenties,GERMANY,Civil Engineering Technologists and Technicians,4
716,MERCEDES-BENZ,C300,2011,25001.0,1,1,40001 - 60000,M,Twenties,GERMANY,Medical Equipment Repairers,4
728,MERCEDES-BENZ,C300,2010,20001.0,0,0,?,M,Fifties,GERMANY,Materials Engineers,4
732,MERCEDES-BENZ,C300,2011,25001.0,0,1,120001 - 140000,M,Fifties,GERMANY,Sales Managers,4
741,MERCEDES-BENZ,C300,2011,25001.0,0,0,80001 - 100000,F,Forties,GERMANY,Operations Research Analysts,4
743,MERCEDES-BENZ,C300,2013,30001.0,1,1,100001 - 120000,M,Thirties,GERMANY,Optometrists,4
749,DODGE,CHALLENGER,2011,20001.0,0,1,60001 - 80000,M,Thirties,UNITED STATES,Boilermakers,4
751,MERCEDES-BENZ,C300,2010,20001.0,1,1,0 - 20000,F,Seventies,GERMANY,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",4
752,MERCEDES-BENZ,C300,2009,20001.0,0,1,60001 - 80000,M,Thirties,GERMANY,Insurance Underwriters,4
753,MERCEDES-BENZ,C300,2010,20001.0,0,1,40001 - 60000,M,Forties,GERMANY,Driver/Sales Workers and Truck Drivers,4
754,HYUNDAI,VELOSTER,2012,15001.0,1,1,60001 - 80000,F,Twenties,SOUTH KOREA,Miscellaneous Plant and System Operators,4
756,MERCEDES-BENZ,C300,2009,20001.0,1,1,100001 - 120000,M,Forties,GERMANY,Electrical and Electronics Engineers,4
758,DODGE,CHALLENGER,2009,20001.0,1,1,40001 - 60000,M,Twenties,UNITED STATES,Environmental Science and Geoscience Technicians,4
764,DODGE,CHALLENGER,2011,25001.0,0,1,60001 - 80000,F,Twenties,UNITED STATES,Credit Analysts,4
771,MERCEDES-BENZ,C300,2008,20001.0,0,0,60001 - 80000,M,Forties,GERMANY,"Captains, Mates, and Pilots of Water Vessels",4
773,MERCEDES-BENZ,C300,2011,20001.0,0,1,100001 - 120000,U,Thirties,GERMANY,Training and Development Managers,4
778,MERCEDES-BENZ,C300,2011,25001.0,0,1,40001 - 60000,M,Sixties,GERMANY,Occupational Health and Safety Technicians,4
785,MERCEDES-BENZ,C300,2011,25001.0,1,1,40001 - 60000,F,Forties,GERMANY,"Environmental Science and Protection Technicians, Including Health",4
786,MERCEDES-BENZ,C300,2010,25001.0,0,1,20001 - 40000,M,Twenties,GERMANY,Dietetic Technicians,4
787,DODGE,CHALLENGER,2013,25001.0,1,1,60001 - 80000,F,Twenties,UNITED STATES,Editors,4
792,MERCEDES-BENZ,C300,2008,20001.0,0,1,80001 - 100000,F,Thirties,GERMANY,Agricultural Engineers,4
796,MERCEDES-BENZ,C300,2010,20001.0,1,1,40001 - 60000,U,Forties,GERMANY,Museum Technicians and Conservators,4
799,SCION,FR-S,2013,20001.0,0,1,20001 - 40000,M,Twenties,UNITED STATES,Supervisors of Food Preparation and Serving Workers,4
800,MERCEDES-BENZ,C300,2011,20001.0,1,0,0 - 20000,U,Fifties,GERMANY,"Textile, Apparel, and Furnishings Workers",4
804,DODGE,CHALLENGER,2013,20001.0,0,1,80001 - 100000,M,Thirties,UNITED STATES,"Administrative Law Judges, Adjudicators, and Hearing Officers",4
831,MERCEDES-BENZ,C300,2009,20001.0,0,1,100001 - 120000,M,Fifties,GERMANY,Optometrists,4
837,MERCEDES-BENZ,C300,2010,20001.0,0,1,40001 - 60000,F,Twenties,GERMANY,Riggers,4
848,MERCEDES-BENZ,C300,2010,20001.0,1,1,60001 - 80000,M,Twenties,GERMANY,Accountants and Auditors,4
869,MERCEDES-BENZ,C350,2009,25001.0,1,1,80001 - 100000,F,Forties,GERMANY,"Social Scientists and Related Workers, All Other",4
871,MERCEDES-BENZ,C300,2010,20001.0,1,1,140001 - 160000,M,Fifties,GERMANY,Dentists,4
872,MERCEDES-BENZ,C300,2011,25001.0,1,1,0 - 20000,F,Sixties,GERMANY,Funeral Attendants,4
873,MERCEDES-BENZ,C300,2011,25001.0,1,0,60001 - 80000,M,Forties,GERMANY,Supervisors of Production Workers,4
874,MERCEDES-BENZ,C300,2010,25001.0,1,1,120001 - 140000,F,Thirties,GERMANY,Podiatrists,4
876,SCION,FR-S,2013,25001.0,1,1,60001 - 80000,M,Fifties,UNITED STATES,"Life, Physical, and Social Science Occupations",4
884,MERCEDES-BENZ,C300,2011,25001.0,1,1,200001+,F,Twenties,GERMANY,General Internal Medicine Physicians,4
887,MERCEDES-BENZ,C300,2008,25001.0,1,1,120001 - 140000,M,Fifties,GERMANY,Compensation and Benefits Managers,4
898,MERCEDES-BENZ,C300,2011,25001.0,1,1,160001 - 180000,M,Thirties,GERMANY,"Pediatricians, General",4
899,MERCEDES-BENZ,C300,2011,25001.0,1,1,60001 - 80000,U,Thirties,GERMANY,Ship Engineers,4
901,MERCEDES-BENZ,C300,2009,20001.0,1,1,180001 - 200000,M,Fifties,GERMANY,Chief Executives,4
906,MERCEDES-BENZ,C300,2010,20001.0,0,1,20001 - 40000,U,Fifties,GERMANY,Bakers,4
907,MERCEDES-BENZ,C300,2010,20001.0,1,0,?,F,Thirties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",4
908,MERCEDES-BENZ,C300,2010,20001.0,0,1,140001 - 160000,F,Thirties,GERMANY,Architectural and Engineering Managers,4
912,MERCEDES-BENZ,C300,2010,25001.0,0,1,120001 - 140000,M,Fifties,GERMANY,Petroleum Engineers,4
919,MERCEDES-BENZ,C300,2010,25001.0,1,1,140001 - 160000,F,Forties,GERMANY,"Airline Pilots, Copilots, and Flight Engineers",4
923,MERCEDES-BENZ,C300,2011,20001.0,1,1,80001 - 100000,F,Forties,GERMANY,"Physical Sciences Teachers, Postsecondary",4
924,MERCEDES-BENZ,C300,2011,25001.0,0,1,40001 - 60000,M,Thirties,GERMANY,Property Appraisers and Assessors,4
927,MERCEDES-BENZ,C300,2009,20001.0,0,1,20001 - 40000,M,Twenties,GERMANY,Pest Control Workers,4
929,MERCEDES-BENZ,C300,2009,25001.0,0,1,160001 - 180000,M,Fifties,GERMANY,"Pediatricians, General",4
932,MERCEDES-BENZ,C300,2010,20001.0,1,1,20001 - 40000,M,Thirties,GERMANY,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",4
933,DODGE,CHALLENGER,2010,20001.0,1,1,80001 - 100000,F,Thirties,UNITED STATES,Marine Engineers and Naval Architects,4
937,MERCEDES-BENZ,C300,2012,25001.0,1,1,20001 - 40000,F,Forties,GERMANY,Phlebotomists,4
940,MERCEDES-BENZ,C300,2010,25001.0,0,1,60001 - 80000,M,Thirties,GERMANY,Boilermakers,4
955,HYUNDAI,VELOSTER,2012,20001.0,1,1,20001 - 40000,F,Thirties,SOUTH KOREA,"Paper Goods Machine Setters, Operators, and Tenders",4
961,SCION,TC,2013,15001.0,0,0,40001 - 60000,U,Thirties,UNITED STATES,"Life, Physical, and Social Science Technicians, All Other",4
965,MERCEDES-BENZ,C300,2010,25001.0,1,1,100001 - 120000,M,Fifties,GERMANY,"Physical Scientists, All Other",4
967,DODGE,CHALLENGER SRT-8,2009,25001.0,0,1,60001 - 80000,F,Thirties,UNITED STATES,Supervisors of Construction and Extraction Workers,4
968,MERCEDES-BENZ,C300,2009,20001.0,1,1,80001 - 100000,F,Twenties,GERMANY,"Physics Teachers, Postsecondary",4
969,MERCEDES-BENZ,C300,2011,25001.0,0,1,40001 - 60000,M,Twenties,GERMANY,Licensed Practical and Licensed Vocational Nurses,4
971,DODGE,CHALLENGER,2012,20001.0,0,1,40001 - 60000,F,Forties,UNITED STATES,Water and Wastewater Treatment Plant and System Operators,4
972,MERCEDES-BENZ,C350,2008,20001.0,0,1,40001 - 60000,M,Forties,GERMANY,"Precision Instrument and Equipment Repairers, All Other",4
978,MERCEDES-BENZ,C300,2012,30001.0,1,0,?,M,Forties,GERMANY,Sales Engineers,4
987,MERCEDES-BENZ,C300,2009,20001.0,1,0,80001 - 100000,M,Forties,GERMANY,"Health Teachers, Postsecondary",4
992,MERCEDES-BENZ,C300,2011,25001.0,1,1,200001+,M,Forties,GERMANY,Family Medicine Physicians,4
1000,MERCEDES-BENZ,C300,2010,20001.0,1,1,0 - 20000,F,Sixties,GERMANY,Automotive and Watercraft Service Attendants,4
1005,DODGE,CHALLENGER,2010,25001.0,0,1,60001 - 80000,F,Fifties,UNITED STATES,Ship Engineers,4
