purchase_make,purchase_model,purchase_vehicle_year,purchase_price_LB,trade_in,vehicle_financing,customer_income,customer_gender,AgeBin,made_in,job_assign,Labels
MERCEDES-BENZ,E350,2011,35001.0,1,0,200001+,M,Fifties,GERMANY,Family Medicine Physicians,3
MAZDA,MX-5 MIATA,2008,15001.0,1,0,?,M,Twenties,JAPAN,Conservation Scientists and Foresters,3
CHEVROLET,CAMARO,2011,30001.0,0,0,200001+,M,Forties,UNITED STATES,General Internal Medicine Physicians,3
BMW,Z4,2006,15001.0,0,0,20001 - 40000,F,Twenties,GERMANY,"Production Workers, All Other",3
JEEP,WRANGLER,2007,15001.0,1,0,80001 - 100000,F,Thirties,UNITED STATES,Sociologists,3
MERCEDES-BENZ,E350,2013,45001.0,1,0,?,M,Fifties,GERMANY,"Baggage Porters, Bellhops, and Concierges",3
AUDI,S5,2009,40001.0,1,0,80001 - 100000,M,Forties,GERMANY,Bioengineers and Biomedical Engineers,3
JEEP,WRANGLER,2008,20001.0,1,0,40001 - 60000,M,Twenties,UNITED STATES,Firefighters,3
JEEP,WRANGLER,2011,30001.0,0,0,?,F,Forties,UNITED STATES,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3
VOLKSWAGEN,BEETLE,2009,10001.0,0,0,?,F,Fifties,GERMANY,"Entertainers and Performers, Sports and Related Workers",3
AUDI,A5,2010,30001.0,0,0,?,M,Forties,GERMANY,"Life, Physical, and Social Science Technicians",3
CHEVROLET,CAMARO,2010,25001.0,0,0,0 - 20000,M,Fifties,UNITED STATES,Automotive and Watercraft Service Attendants,3
MAZDA,MX-5 MIATA,2010,15001.0,0,0,?,M,Sixties,JAPAN,Miscellaneous Religious Workers,3
CHEVROLET,CAMARO,2013,25001.0,0,0,200001+,F,Twenties,UNITED STATES,"Physicians, All Other; and Ophthalmologists, Except Pediatric",3
AUDI,A5,2011,35001.0,1,0,?,M,Twenties,GERMANY,"Bus Drivers, Transit and Intercity",3
MAZDA,MX-5 MIATA,2006,15001.0,0,0,0 - 20000,M,Sixties,JAPAN,Cooks and Food Preparation Workers,3
JEEP,WRANGLER,2011,25001.0,0,0,?,M,Forties,UNITED STATES,"Forest, Conservation, and Logging Workers",3
VOLKSWAGEN,BEETLE,2007,10001.0,1,0,?,F,Thirties,GERMANY,"Helpers--Installation, Maintenance, and Repair Workers",3
JEEP,WRANGLER,2007,10001.0,0,0,40001 - 60000,M,Thirties,UNITED STATES,Other Construction and Related Workers,3
MERCEDES-BENZ,E320,2007,25001.0,1,0,?,M,Thirties,GERMANY,"Office Clerks, General",3
NISSAN,370Z,2011,25001.0,1,0,?,M,Forties,JAPAN,Packaging and Filling Machine Operators and Tenders,3
JEEP,WRANGLER,2010,30001.0,1,0,?,M,Forties,UNITED STATES,Gas Compressor and Gas Pumping Station Operators,3
MERCEDES-BENZ,E350,2010,30001.0,1,0,100001 - 120000,U,Forties,GERMANY,"Law Teachers, Postsecondary",3
BMW,Z4,2003,15001.0,0,0,?,M,Twenties,GERMANY,"Medical Scientists, Except Epidemiologists",3
CHEVROLET,CAMARO,2011,20001.0,1,0,40001 - 60000,M,Thirties,UNITED STATES,Security and Fire Alarm Systems Installers,3
CHEVROLET,CAMARO,2010,20001.0,1,0,80001 - 100000,M,Twenties,UNITED STATES,Art Directors,3
CHEVROLET,CAMARO,2012,30001.0,1,0,200001+,M,Thirties,UNITED STATES,Family Medicine Physicians,3
JEEP,WRANGLER,2008,25001.0,1,0,?,M,Forties,UNITED STATES,Labor Relations Specialists,3
NISSAN,370Z,2009,20001.0,1,0,40001 - 60000,M,Forties,JAPAN,Statistical Assistants,3
CHEVROLET,CORVETTE,2009,30001.0,1,0,40001 - 60000,M,HundredPlus,UNITED STATES,"Miscellaneous Sales Representatives, Services",3
MERCEDES-BENZ,E350,2011,30001.0,1,0,?,M,Fifties,GERMANY,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",3
CHEVROLET,CAMARO,2011,20001.0,0,0,100001 - 120000,M,Thirties,UNITED STATES,General and Operations Managers,3
JEEP,WRANGLER,2011,25001.0,1,0,?,M,Forties,UNITED STATES,"Environmental Science and Protection Technicians, Including Health",3
MERCEDES-BENZ,SL550,2007,35001.0,1,0,?,F,Sixties,GERMANY,Tour and Travel Guides,3
JEEP,WRANGLER,2010,15001.0,0,0,40001 - 60000,U,Twenties,UNITED STATES,Surveying and Mapping Technicians,3
BMW,Z4,2007,20001.0,1,0,0 - 20000,F,Thirties,GERMANY,Motion Picture Projectionists,3
AUDI,A3,2012,25001.0,0,0,?,F,Fifties,GERMANY,Chiropractors,3
MAZDA,MX-5 MIATA,2011,20001.0,0,0,?,F,Sixties,JAPAN,"Office Machine Operators, Except Computer",3
MERCEDES-BENZ,E350,2008,20001.0,0,0,?,M,Forties,GERMANY,Family Medicine Physicians,3
MERCEDES-BENZ,E350,2010,30001.0,0,0,?,F,Forties,GERMANY,"Special Education Teachers, Secondary School",3
MERCEDES-BENZ,SLK350,2005,20001.0,0,0,?,M,Fifties,GERMANY,Miscellaneous Postsecondary Teachers,3
MERCEDES-BENZ,E350,2007,20001.0,0,0,?,M,Forties,GERMANY,Stationary Engineers and Boiler Operators,3
CHEVROLET,CORVETTE,2008,30001.0,0,0,80001 - 100000,M,Forties,UNITED STATES,Computer and Mathematical Occupations,3
BMW,Z4,2004,15001.0,0,0,40001 - 60000,M,Fifties,GERMANY,"Arts, Design, Entertainment, Sports, and Media Occupations",3
CHEVROLET,CAMARO,2012,20001.0,1,0,?,M,Twenties,UNITED STATES,Craft Artists,3
JAGUAR,XK,2011,70001.0,0,0,?,M,Forties,UNITED KINGDOM,"Hotel, Motel, and Resort Desk Clerks",3
MAZDA,MX-5 MIATA,2007,10001.0,1,0,80001 - 100000,M,Forties,JAPAN,Computer Programmers,3
MERCEDES-BENZ,E350,2011,35001.0,1,0,?,M,Forties,GERMANY,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",3
CHEVROLET,CAMARO,2012,25001.0,0,0,40001 - 60000,M,Forties,UNITED STATES,Property Appraisers and Assessors,3
VOLKSWAGEN,EOS,2009,15001.0,1,0,?,M,HundredPlus,GERMANY,"Sewers, Hand",3
HONDA,S2000,2007,20001.0,0,0,?,M,Thirties,JAPAN,First-Line Supervisors of Firefighting and Prevention Workers,3
AUDI,TT,2008,20001.0,1,0,?,F,Twenties,GERMANY,Gambling Dealers,3
MERCEDES-BENZ,E350,2012,35001.0,1,0,0 - 20000,M,Forties,GERMANY,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",3
VOLVO,C70,2012,35001.0,1,0,0 - 20000,M,Forties,SWEDEN,Shoe and Leather Workers,3
JEEP,WRANGLER,2009,15001.0,1,0,?,M,Fifties,UNITED STATES,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",3
JEEP,WRANGLER,2011,30001.0,1,0,200001+,M,Forties,UNITED STATES,Family Medicine Physicians,3
NISSAN,370Z,2013,30001.0,1,0,0 - 20000,F,Forties,JAPAN,Passenger Attendants,3
JEEP,WRANGLER,2012,25001.0,1,0,?,M,Fifties,UNITED STATES,Residential Advisors,3
JEEP,WRANGLER,2010,20001.0,0,0,?,M,Fifties,UNITED STATES,"Production Workers, All Other",3
AUDI,A3,2008,20001.0,1,0,80001 - 100000,M,Forties,GERMANY,Industrial Engineers,3
BMW,650,2007,30001.0,0,0,?,M,HundredPlus,GERMANY,Financial Managers,3
MERCEDES-BENZ,E350,2010,25001.0,1,0,80001 - 100000,U,Thirties,GERMANY,Veterinarians,3
CHEVROLET,CORVETTE,2011,40001.0,0,0,80001 - 100000,M,Seventies,UNITED STATES,Nuclear Technicians,3
AUDI,A3,2010,25001.0,1,0,?,F,Forties,GERMANY,Bartenders,3
CHEVROLET,CAMARO,2011,25001.0,0,0,?,M,Thirties,UNITED STATES,Cashiers,3
CHEVROLET,CAMARO,2010,25001.0,0,0,200001+,M,Twenties,UNITED STATES,Family Medicine Physicians,3
JEEP,WRANGLER,2010,25001.0,1,0,40001 - 60000,F,Twenties,UNITED STATES,Real Estate Sales Agents,3
CHEVROLET,CORVETTE,2005,30001.0,0,0,60001 - 80000,M,Fifties,UNITED STATES,Occupational Health and Safety Specialists and Technicians,3
CHEVROLET,CAMARO,2011,30001.0,1,0,?,M,Fifties,UNITED STATES,"Sociology Teachers, Postsecondary",3
CHEVROLET,CORVETTE,2004,25001.0,1,0,?,M,Thirties,UNITED STATES,Highway Maintenance Workers,3
PORSCHE,BOXSTER,2011,45001.0,1,0,?,U,Twenties,GERMANY,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",3
BMW,Z4,2006,20001.0,0,0,80001 - 100000,M,Seventies,GERMANY,"Business Teachers, Postsecondary",3
JEEP,WRANGLER,2012,30001.0,0,0,120001 - 140000,F,Thirties,UNITED STATES,Marketing and Sales Managers,3
CHEVROLET,CAMARO,2013,25001.0,1,0,0 - 20000,M,Thirties,UNITED STATES,Gambling Change Persons and Booth Cashiers,3
JEEP,WRANGLER,2010,20001.0,1,0,0 - 20000,M,Fifties,UNITED STATES,Broadcast Announcers and Radio Disc Jockeys,3
NISSAN,370Z,2011,25001.0,0,0,0 - 20000,M,Sixties,JAPAN,"Entertainment Attendants and Related Workers, All Other",3
AUDI,S5,2009,35001.0,0,0,?,U,Twenties,GERMANY,First-Line Supervisors of Retail Sales Workers,3
NISSAN,370Z,2012,25001.0,0,0,?,M,Fifties,JAPAN,"Woodworkers, All Other",3
CHEVROLET,CORVETTE,2012,40001.0,1,0,?,M,Fifties,UNITED STATES,Animal Trainers,3
CHEVROLET,CAMARO,2012,25001.0,0,0,?,U,UnderTwenty,UNITED STATES,Stationary Engineers and Boiler Operators,3
MERCEDES-BENZ,E350,2012,50001.0,1,0,?,M,Sixties,GERMANY,"Cooks, Fast Food",3
VOLKSWAGEN,BEETLE,2009,15001.0,1,0,?,F,Sixties,GERMANY,"Securities, Commodities, and Financial Services Sales Agents",3
CHEVROLET,CAMARO,2012,20001.0,0,0,40001 - 60000,F,Fifties,UNITED STATES,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers",3
MERCEDES-BENZ,E350,2010,30001.0,1,0,?,F,Thirties,GERMANY,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",3
CHEVROLET,CAMARO,2013,50001.0,1,0,100001 - 120000,M,Fifties,UNITED STATES,"Physical Scientists, All Other",3
MERCEDES-BENZ,SL550,2007,30001.0,0,0,0 - 20000,F,Fifties,GERMANY,Cleaners of Vehicles and Equipment,3
JEEP,WRANGLER,2007,20001.0,0,0,?,F,Twenties,UNITED STATES,"Telecommunications Equipment Installers and Repairers, Except Line Installers",3
JEEP,WRANGLER,2007,15001.0,0,0,?,M,Fifties,UNITED STATES,Medical and Health Services Managers,3
MERCEDES-BENZ,E350,2011,35001.0,0,0,0 - 20000,F,Sixties,GERMANY,Parking Attendants,3
BMW,Z4,2011,40001.0,1,0,0 - 20000,F,HundredPlus,GERMANY,"Barbers, Hairdressers, Hairstylists and Cosmetologists",3
JEEP,WRANGLER,2011,20001.0,0,0,?,M,Forties,UNITED STATES,Geological and Hydrologic Technicians,3
CHEVROLET,CORVETTE,2006,30001.0,1,0,?,M,Sixties,UNITED STATES,Pharmacists,3
BMW,M6,2008,45001.0,1,0,120001 - 140000,M,Twenties,GERMANY,Pharmacists,3
CHEVROLET,CORVETTE,2009,45001.0,0,0,?,M,Sixties,UNITED STATES,Dietetic Technicians,3
BMW,Z4,2007,30001.0,1,0,?,M,Twenties,GERMANY,Other Teachers and Instructors,3
CHEVROLET,CAMARO,2011,25001.0,1,0,100001 - 120000,M,Thirties,UNITED STATES,Industrial Production Managers,3
BMW,Z4,2003,15001.0,1,0,?,M,Sixties,GERMANY,Railroad Conductors and Yardmasters,3
BMW,650,2010,45001.0,1,0,40001 - 60000,F,Twenties,GERMANY,"Electrical and Electronic Equipment Mechanics, Installers, and Repairers",3
MERCEDES-BENZ,SLK300,2010,30001.0,1,0,?,F,Seventies,GERMANY,"Property, Real Estate, and Community Association Managers",3
CHEVROLET,CAMARO,2010,20001.0,0,0,20001 - 40000,M,Twenties,UNITED STATES,"Athletes, Coaches, Umpires, and Related Workers",3
BMW,Z4,2007,20001.0,0,0,?,M,Forties,GERMANY,Clergy,3
AUDI,A3,2011,25001.0,1,0,200001+,M,Fifties,GERMANY,General Internal Medicine Physicians,3
VOLKSWAGEN,EOS,2009,15001.0,0,0,40001 - 60000,F,Fifties,GERMANY,"Dispatchers, Except Police, Fire, and Ambulance",3
MAZDA,MX-5 MIATA,2012,20001.0,1,0,?,M,Sixties,JAPAN,Laborers and Material Movers,3
MERCEDES-BENZ,E550,2010,30001.0,1,0,80001 - 100000,U,Thirties,GERMANY,Industrial Engineers,3
JEEP,WRANGLER,2008,20001.0,0,0,80001 - 100000,M,Forties,UNITED STATES,"Power Plant Operators, Distributors, and Dispatchers",3
PORSCHE,BOXSTER,2007,25001.0,1,0,?,M,Sixties,GERMANY,"Geoscientists, Except Hydrologists and Geographers",3
MERCEDES-BENZ,SLK350,2006,20001.0,0,0,?,F,Fifties,GERMANY,Nurse Anesthetists,3
JEEP,WRANGLER,2013,20001.0,0,0,?,M,Forties,UNITED STATES,Miscellaneous Healthcare Support Occupations,3
MAZDA,MX-5 MIATA,2008,15001.0,0,0,?,M,Sixties,JAPAN,"School Bus Monitors and Protective Service Workers, All Other",3
NISSAN,370Z,2010,25001.0,1,0,0 - 20000,M,Fifties,JAPAN,Gambling Cage Workers,3
JEEP,WRANGLER,2011,20001.0,1,0,?,F,Twenties,UNITED STATES,Word Processors and Typists,3
AUDI,A3,2008,15001.0,1,0,?,M,Twenties,GERMANY,Helpers--Production Workers,3
BMW,Z4,2005,15001.0,0,0,?,M,Forties,GERMANY,Market Research Analysts and Marketing Specialists,3
CHEVROLET,CORVETTE,2011,30001.0,1,0,20001 - 40000,F,Forties,UNITED STATES,Gambling Cage Workers,3
AUDI,TT,2005,15001.0,1,0,100001 - 120000,M,Forties,GERMANY,General and Operations Managers,3
JEEP,WRANGLER,2010,20001.0,0,0,?,F,Thirties,UNITED STATES,"Directors, Religious Activities and Education",3
JEEP,WRANGLER,2008,15001.0,1,0,60001 - 80000,M,Thirties,UNITED STATES,Special Education Teachers,3
CHEVROLET,CORVETTE,2008,30001.0,1,0,?,M,Seventies,UNITED STATES,Postmasters and Mail Superintendents,3
CHEVROLET,CAMARO,2013,20001.0,1,0,40001 - 60000,F,Forties,UNITED STATES,Paralegals and Legal Assistants,3
JEEP,WRANGLER,2009,20001.0,0,0,?,F,Forties,UNITED STATES,Computer Hardware Engineers,3
VOLKSWAGEN,BEETLE,2007,10001.0,0,0,0 - 20000,F,Fifties,GERMANY,"Farmworkers, Farm, Ranch, and Aquacultural Animals",3
CHEVROLET,CORVETTE,2003,25001.0,1,0,?,M,Seventies,UNITED STATES,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",3
JEEP,WRANGLER,2013,25001.0,1,0,0 - 20000,U,Forties,UNITED STATES,Cashiers,3
CHEVROLET,CORVETTE,2011,55001.0,1,0,?,M,Forties,UNITED STATES,Occupational Health and Safety Specialists and Technicians,3
BMW,Z4,2011,30001.0,0,0,?,M,Sixties,GERMANY,Elevator and Escalator Installers and Repairers,3
JEEP,WRANGLER,2012,20001.0,0,0,?,M,Sixties,UNITED STATES,Dentists,3
MAZDA,MX-5 MIATA,2007,15001.0,0,0,?,F,Fifties,JAPAN,"Dentists, All Other Specialists",3
JEEP,WRANGLER,2007,15001.0,0,0,20001 - 40000,M,Twenties,UNITED STATES,"Shipping, Receiving, and Inventory Clerks",3
CHEVROLET,CORVETTE,2013,35001.0,0,0,?,M,Sixties,UNITED STATES,"Pediatricians, General",3
CHEVROLET,CAMARO,2012,30001.0,0,0,?,M,Forties,UNITED STATES,"Pediatricians, General",3
MERCEDES-BENZ,E350,2006,15001.0,0,0,?,F,Forties,GERMANY,Dentists,3
CHEVROLET,CAMARO,2013,30001.0,1,0,?,M,Fifties,UNITED STATES,"Tax Examiners and Collectors, and Revenue Agents",3
HONDA,S2000,2005,20001.0,0,0,?,M,Fifties,JAPAN,"Grounds Maintenance Workers, All Other",3
BMW,Z4,2011,35001.0,1,0,120001 - 140000,M,Sixties,GERMANY,Advertising and Promotions Managers,3
MERCEDES-BENZ,E350,2009,25001.0,0,0,40001 - 60000,M,Forties,GERMANY,Riggers,3
CHEVROLET,CORVETTE,2007,20001.0,0,0,20001 - 40000,M,Twenties,UNITED STATES,"Cutters and Trimmers, Hand",3
JEEP,WRANGLER,2010,20001.0,1,0,?,M,Thirties,UNITED STATES,Social and Human Service Assistants,3
MERCEDES-BENZ,E350,2010,30001.0,1,0,140001 - 160000,F,Fifties,GERMANY,"Dentists, All Other Specialists",3
JEEP,WRANGLER,2011,25001.0,1,0,?,M,Sixties,UNITED STATES,"Substitute Teachers, Short-Term",3
MERCEDES-BENZ,E350,2011,35001.0,0,0,0 - 20000,F,Forties,GERMANY,Miscellaneous Motor Vehicle Operators,3
JEEP,WRANGLER,2005,15001.0,1,0,40001 - 60000,F,Thirties,UNITED STATES,"Paving, Surfacing, and Tamping Equipment Operators",3
CHEVROLET,CAMARO,2012,20001.0,0,0,?,U,Twenties,UNITED STATES,General Internal Medicine Physicians,3
MERCEDES-BENZ,SL550,2008,35001.0,0,0,60001 - 80000,M,Forties,GERMANY,"Social Workers, All Other",3
CHEVROLET,CORVETTE,2007,30001.0,1,0,?,M,Sixties,UNITED STATES,"Biological Scientists, All Other",3
JEEP,WRANGLER,2011,15001.0,1,0,40001 - 60000,M,Fifties,UNITED STATES,Insurance Sales Agents,3
VOLKSWAGEN,BEETLE,2008,15001.0,0,0,60001 - 80000,F,Forties,GERMANY,Buyers and Purchasing Agents,3
BMW,Z4,2007,15001.0,0,0,?,M,Sixties,GERMANY,Ophthalmic Laboratory Technicians,3
JEEP,WRANGLER,2012,20001.0,1,0,60001 - 80000,U,Forties,UNITED STATES,Credit Counselors and Loan Officers,3
MERCEDES-BENZ,E350,2008,20001.0,1,0,?,M,Seventies,GERMANY,Miscellaneous Entertainment Attendants and Related Workers,3
JEEP,WRANGLER,2009,15001.0,0,0,20001 - 40000,M,Twenties,UNITED STATES,Passenger Vehicle Drivers,3
JEEP,WRANGLER,2012,30001.0,1,0,60001 - 80000,M,Thirties,UNITED STATES,Farm Labor Contractors,3
MERCEDES-BENZ,E350,2010,30001.0,0,0,?,U,Fifties,GERMANY,"Passenger Vehicle Drivers, Except Bus Drivers, Transit and Intercity",3
JEEP,WRANGLER,2010,25001.0,0,0,20001 - 40000,M,Thirties,UNITED STATES,Receptionists and Information Clerks,3
MERCEDES-BENZ,E350,2009,25001.0,1,0,?,F,Unknown,GERMANY,Environmental Engineers,3
JEEP,WRANGLER,2012,25001.0,0,0,?,F,Fifties,UNITED STATES,Hazardous Materials Removal Workers,3
BMW,650,2009,35001.0,1,0,?,M,Forties,GERMANY,Dining Room and Cafeteria Attendants and Bartender Helpers,3
JEEP,WRANGLER,2006,15001.0,0,0,?,F,Forties,UNITED STATES,Electrical Engineers,3
VOLKSWAGEN,BEETLE,2006,15001.0,1,0,?,M,Fifties,GERMANY,Medical and Health Services Managers,3
JEEP,WRANGLER,2008,15001.0,0,0,40001 - 60000,M,Twenties,UNITED STATES,"Property, Real Estate, and Community Association Managers",3
JEEP,WRANGLER,2006,15001.0,1,0,?,M,Sixties,UNITED STATES,Boilermakers,3
JEEP,WRANGLER,2010,15001.0,1,0,?,M,Fifties,UNITED STATES,Medical Assistants,3
CHEVROLET,CAMARO,2013,25001.0,0,0,0 - 20000,M,Twenties,UNITED STATES,"Agricultural Workers, All Other",3
JEEP,WRANGLER,2011,30001.0,0,0,?,F,Thirties,UNITED STATES,Proofreaders and Copy Markers,3
CHEVROLET,CAMARO,2011,20001.0,0,0,80001 - 100000,M,Fifties,UNITED STATES,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay",3
JEEP,WRANGLER,2007,15001.0,1,0,0 - 20000,M,Thirties,UNITED STATES,"Food Servers, Nonrestaurant",3
MERCEDES-BENZ,E350,2011,35001.0,1,0,100001 - 120000,F,Fifties,GERMANY,Astronomers,3
CHEVROLET,CAMARO,2011,30001.0,0,0,?,M,Forties,UNITED STATES,Lodging Managers,3
HONDA,S2000,2007,25001.0,0,0,?,M,Forties,JAPAN,Tour and Travel Guides,3
NISSAN,370Z,2009,20001.0,1,0,?,M,Forties,JAPAN,Electrical and Electronics Engineers,3
AUDI,S5,2011,45001.0,1,0,?,F,Fifties,GERMANY,Medical Assistants,3
MAZDA,MX-5 MIATA,2008,15001.0,1,0,?,M,Twenties,JAPAN,"Architects, Except Landscape and Naval",3
VOLKSWAGEN,BEETLE,2009,10001.0,0,0,140001 - 160000,F,Forties,GERMANY,Dentists,3
CHEVROLET,CORVETTE,2011,45001.0,0,0,160001 - 180000,M,Sixties,UNITED STATES,Nurse Anesthetists,3
MAZDA,MX-5 MIATA,2012,15001.0,0,0,?,M,Fifties,JAPAN,Budget Analysts,3
MAZDA,MX-5 MIATA,2007,10001.0,1,0,?,M,Twenties,JAPAN,"Miscellaneous Sales Representatives, Services",3
MAZDA,MX-5 MIATA,2010,15001.0,0,0,?,F,Fifties,JAPAN,Marine Engineers and Naval Architects,3
CHEVROLET,CAMARO,2012,20001.0,1,0,?,M,Sixties,UNITED STATES,Advertising and Promotions Managers,3
CHEVROLET,CORVETTE,2006,20001.0,0,0,0 - 20000,M,Fifties,UNITED STATES,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3
MERCEDES-BENZ,SL500,2005,25001.0,0,0,?,F,Sixties,GERMANY,"Chemical Processing Machine Setters, Operators, and Tenders",3
MERCEDES-BENZ,E350,2013,45001.0,1,0,60001 - 80000,F,Forties,GERMANY,"Math and Computer Science Teachers, Postsecondary",3
JEEP,WRANGLER,2011,25001.0,0,0,?,F,Forties,UNITED STATES,Architectural and Engineering Managers,3
CHEVROLET,CAMARO,2010,25001.0,1,0,140001 - 160000,F,Thirties,UNITED STATES,Architectural and Engineering Managers,3
CHEVROLET,CAMARO,2010,25001.0,0,0,?,M,Fifties,UNITED STATES,Line Installers and Repairers,3
MAZDA,MX-5 MIATA,2011,20001.0,0,0,?,M,Fifties,JAPAN,Pipelayers,3
JEEP,WRANGLER,2008,20001.0,1,0,40001 - 60000,M,Twenties,UNITED STATES,Engine and Other Machine Assemblers,3
MERCEDES-BENZ,E350,2008,20001.0,0,0,?,F,Forties,GERMANY,Emergency Medical Technicians and Paramedics,3
VOLKSWAGEN,BEETLE,2013,15001.0,0,0,?,F,Sixties,GERMANY,Loan Interviewers and Clerks,3
CHEVROLET,CAMARO,2011,25001.0,0,0,?,F,Fifties,UNITED STATES,Industrial-Organizational Psychologists,3
MERCEDES-BENZ,E350,2010,30001.0,1,0,0 - 20000,M,Forties,GERMANY,Recreation Workers,3
MERCEDES-BENZ,SL550,2007,35001.0,1,0,?,M,HundredPlus,GERMANY,"Life Scientists, All Other",3
CHEVROLET,CAMARO,2010,20001.0,1,0,40001 - 60000,M,Twenties,UNITED STATES,Educational Instruction and Library Occupations,3
BMW,Z4,2004,15001.0,0,0,?,M,Thirties,GERMANY,Instructional Coordinators,3
AUDI,A5,2010,30001.0,0,0,80001 - 100000,F,Thirties,GERMANY,Other Management Occupations,3
MERCEDES-BENZ,E350,2010,30001.0,0,0,80001 - 100000,M,Thirties,GERMANY,Miscellaneous Social Scientists and Related Workers,3
BMW,Z4,2011,35001.0,0,0,?,M,Seventies,GERMANY,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",3
AUDI,A3,2012,25001.0,0,0,?,U,Twenties,GERMANY,Advertising and Promotions Managers,3
MERCEDES-BENZ,E350,2011,30001.0,1,0,80001 - 100000,M,Forties,GERMANY,First-Line Supervisors of Police and Detectives,3
BMW,Z4,2006,20001.0,1,0,?,M,Sixties,GERMANY,Financial Managers,3
MERCEDES-BENZ,E350,2007,20001.0,0,0,?,M,Forties,GERMANY,"Sawing Machine Setters, Operators, and Tenders, Wood",3
MERCEDES-BENZ,SLK350,2005,20001.0,0,0,40001 - 60000,F,Forties,GERMANY,Fallers,3
JEEP,WRANGLER,2012,30001.0,0,0,?,M,Thirties,UNITED STATES,Word Processors and Typists,3
JEEP,WRANGLER,2011,25001.0,1,0,?,F,Forties,UNITED STATES,"Entertainers and Performers, Sports and Related Workers",3
CHEVROLET,CAMARO,2010,15001.0,0,0,60001 - 80000,U,Forties,UNITED STATES,Occupational Health and Safety Specialists and Technicians,3
VOLKSWAGEN,BEETLE,2008,10001.0,0,0,0 - 20000,F,Eighties,GERMANY,Building Cleaning Workers,3
HONDA,S2000,2007,20001.0,0,0,100001 - 120000,U,Twenties,JAPAN,Computer Network Architects,3
CHEVROLET,CAMARO,2012,25001.0,0,0,?,M,Forties,UNITED STATES,Billing and Posting Clerks,3
